I1(135deg) X DEG X DEG
1.9 0.00016546 -82.844 0.50141 0.125
1.8 0.00024557 -78.766 0.50135 0.125
1.7 0.00026798 -77.993 0.50135 0.125
1.6 0.0002985 -76.532 0.50129 0.125
1.5 0.00032759 -74.938 0.50135 0.125
1.4 0.00014925 -83.172 0.50135 0.125
1.3 0.00026989 -77.493 0.50141 0.13281
1.2 0.00040579 -71.016 0.50141 0.125
1.1 0.0003705 -71.961 0.50135 0.125
1 0.00031996 -74.961 0.50135 0.125
0.9 0.00034428 -74.868 0.50116 0.125
0.8 0.00039864 -71.961 0.5011 0.125
0.7 0.0004282 -69.227 0.50116 0.125
0.6 0.00038624 -72.313 0.50104 0.125
0.5 0.00030232 -76.001 0.50104 0.125
0.4 0.00032568 -74.883 0.50104 0.11719
0.3 0.00039101 -72.508 0.50098 0.125
0.2 0.00036001 -73.657 0.50098 0.125
0.1 0.00041628 -71.172 0.50104 0.125
1.110223E-16 0.00042486 -71.188 0.50098 0.125
-0.1 0.00032044 -75.899 0.50098 0.125
-0.2 0.00030041 -77.266 0.50092 0.125
-0.3 0.00041676 -71.969 0.50092 0.125
-0.4 0.00045681 -69.227 0.50092 0.125
-0.5 0.00085164 -54.586 0.50086 0.125
-0.6 0.0066891 -11.438 0.50067 0.125
-0.7 0.0068159 -10.914 0.50061 0.125
-0.8 0.0068574 -10.43 0.50055 0.125
-0.9 0.0069123 -10.531 0.50049 0.125
-1 0.0069676 -10.672 0.50043 0.11719
-1.1 0.0070262 -10.063 0.50049 0.11719
-1.2 0.0066715 -11.039 0.50043 0.125
-1.3 9.2984E-5 -85.751 0.50049 0.125
-1.4 0.00023031 -80.383 0.50043 0.11719
-1.5 8.9169E-5 -86.141 0.50049 0.125
-1.6 0.00017691 -82.391 0.50043 0.11719
-1.7 0.00012732 -84.758 0.50037 0.125
-1.8 0.00025034 -78.891 0.50037 0.125
-1.9 4.6253E-5 -88.063 0.50031 0.13281
-2 7.2957E-5 -86.782 0.50025 0.125
