I1(135deg) X DEG X DEG
1.9 0.00025654 -80.813 0.4895 0.14844
1.8 0.00021124 -82.649 0.4895 0.14844
1.7 0.00025654 -80.602 0.48944 0.14844
1.6 0.00030661 -79.657 0.48944 0.14844
1.5 0.0003109 -78.821 0.48944 0.14844
1.4 0.00027895 -80.094 0.48938 0.14844
1.3 0.00025034 -81.352 0.48938 0.14844
1.2 0.00031853 -78.751 0.48938 0.14844
1.1 0.00019694 -83.649 0.48932 0.14844
1 0.00031615 -78.836 0.48938 0.14844
0.9 0.00025559 -80.915 0.48926 0.14844
0.8 0.0003891 -76.297 0.48938 0.14844
0.7 0.00025463 -81.235 0.48926 0.14844
0.6 0.00033331 -78.407 0.48932 0.14844
0.5 0.00026036 -81.11 0.4892 0.14844
0.4 0.00039578 -75.993 0.48926 0.14063
0.3 0.00032663 -78.376 0.48926 0.14063
0.2 0.0004406 -74.758 0.4892 0.14063
0.1 0.00030661 -79.376 0.4892 0.14063
1.110223E-16 0.00033045 -78.665 0.4892 0.14063
-0.1 0.00042248 -74.93 0.48914 0.14063
-0.2 0.00046158 -73.36 0.48914 0.14844
-0.3 0.00032854 -79.313 0.48908 0.14844
-0.4 0.00042057 -75.422 0.48908 0.14063
-0.5 0.00088263 -61.055 0.48902 0.14063
-0.6 0.0057192 -15.758 0.48828 0.14844
-0.7 0.0057946 -15.672 0.48822 0.14844
-0.8 0.0058995 -15.477 0.48816 0.14844
-0.9 0.0057392 -17 0.4881 0.14844
-1 0.0057588 -15.539 0.4881 0.14844
-1.1 0.00561 -17.039 0.48804 0.14844
-1.2 0.0053869 -18.422 0.48804 0.14844
-1.3 -1.3352E-5 -90.532 0.48883 0.14063
-1.4 6.9619E-5 -87.461 0.48889 0.13281
-1.5 6.1989E-5 -87.743 0.48883 0.14844
-1.6 1.955E-5 -89.376 0.48883 0.14063
-1.7 3.2902E-5 -88.883 0.48877 0.14063
-1.8 -1.4782E-5 -90.508 0.48877 0.13281
-1.9 4.9591E-5 -88.305 0.48877 0.13281
-2 1.6689E-5 -89.422 0.48877 0.14063
