I1(135deg) X DEG X DEG
1.9 -0.0002408 -165.15 0.45954 0.03125
1.8 -0.00025845 -167.35 0.45948 0.023438
1.7 -0.00031758 -167.8 0.45954 0.03125
1.6 -0.00035477 -165.75 0.45948 0.03125
1.5 -0.00035811 -175.69 0.45948 0.03125
1.4 -0.00021505 -178.47 0.45941 0.03125
1.3 -0.00028706 -164.31 0.45935 0.03125
1.2 -0.00035858 -173.83 0.45941 0.03125
1.1 -0.00021553 -160.71 0.45929 0.03125
1 -0.00035143 -172.38 0.45935 0.03125
0.9 -0.00031138 -174.2 0.45929 0.039063
0.8 -0.00036717 -178.64 0.45929 0.03125
0.7 -0.00028706 -178.73 0.45923 0.039063
0.6 -0.00034189 -172.36 0.45923 0.046875
0.5 -0.00039435 -173.42 0.45923 0.046875
0.4 -0.00034428 179.38 0.45917 0.046875
0.3 -0.00040341 -170.87 0.45917 0.046875
0.2 -0.00032234 -178.59 0.45911 0.046875
0.1 -0.00045586 -178.27 0.45917 0.046875
1.110223E-16 -0.00048876 -176.38 0.45911 0.046875
-0.1 -0.00047159 -175.16 0.45911 0.046875
-0.2 -0.00053168 -175.42 0.45911 0.046875
-0.3 -0.00052453 -174.16 0.45899 0.046875
-0.4 -0.00047827 -179.68 0.45893 0.046875
-0.5 -0.00050641 -178.49 0.45905 0.046875
-0.6 -0.00027514 -178.77 0.46027 0.039063
-0.7 -0.00027228 174.93 0.46033 0.046875
-0.8 -0.00028038 -173.02 0.46027 0.046875
-0.9 -0.00024033 -165.32 0.46027 0.046875
-1 -0.00014734 -169.84 0.46027 0.046875
-1.1 -8.1063E-6 -94.008 0.46021 0.046875
-1.2 0.00011158 -17.985 0.46015 0.046875
-1.3 -0.00036288 -173.02 0.45862 0.046875
-1.4 -0.00047922 -177.57 0.45868 0.046875
-1.5 -0.00045014 -169.78 0.45868 0.046875
-1.6 -0.00048685 -174.73 0.45868 0.046875
-1.7 -0.00052119 -179.31 0.45868 0.046875
-1.8 -0.00049067 -178.2 0.45862 0.054688
-1.9 -0.00050307 179.04 0.45862 0.054688
-2 -0.00045443 -177.46 0.45856 0.054688
