I1(135deg) X DEG X DEG
-2 -0.00010443 -99.688 0.45618 0.093751
-1.9 0.00017262 -61.938 0.4563 0.10156
-1.8 0.00034428 -30.524 0.45636 0.093751
-1.7 0.0003953 -22.789 0.4563 0.10156
-1.6 -1.4782E-5 -91.836 0.45624 0.10156
-1.5 4.2916E-6 -89.641 0.45606 0.10156
-1.4 -7.1526E-5 -97.571 0.45612 0.10156
-1.3 -9.0123E-5 -98.821 0.45606 0.10156
-1.2 -1.7643E-5 -91.876 0.45606 0.10156
-1.1 -5.5313E-5 -96.196 0.45612 0.10156
-1 -3.8147E-5 -93.665 0.45606 0.10156
-0.9 -2.1935E-5 -92.141 0.456 0.085938
-0.8 -5.3406E-5 -95.594 0.456 0.093751
-0.7 -3.624E-5 -94.126 0.456 0.085938
-0.6 -8.1063E-5 -97.594 0.45594 0.085938
-0.5 -3.4809E-5 -93.172 0.45594 0.085938
-0.4 -7.1049E-5 -97.446 0.45594 0.085938
-0.3 3.7194E-5 -85.594 0.45587 0.078126
-0.2 4.8638E-5 -84.305 0.45587 0.085938
-0.1 -6.1036E-5 -96.102 0.45587 0.078126
1.110223E-16 -1.0014E-5 -90.876 0.45581 0.070313
0.1 -6.0082E-5 -95.86 0.45581 0.070313
0.2 -2.2412E-5 -92.454 0.45575 0.070313
0.3 2.861E-5 -86.821 0.45575 0.070313
0.4 3.624E-5 -85.719 0.45575 0.070313
0.5 0.00039768 -55.211 0.45575 0.070313
0.6 0.0058585 -4.8125 0.45636 0.070313
0.7 0.0059061 -5.6953 0.4563 0.070313
0.8 0.0059595 -5.875 0.4563 0.070313
0.9 0.005971 -5.7813 0.45624 0.070313
1 0.0060349 -5.875 0.45618 0.070313
1.1 0.0059638 -5.7188 0.45618 0.070313
1.2 0.0060721 -5.711 0.45606 0.070313
1.3 7.4864E-5 -82.313 0.45551 0.070313
1.4 6.4374E-5 -83.204 0.45545 0.062501
1.5 4.0055E-5 -85.524 0.45551 0.062501
1.6 -1.3352E-5 -91.024 0.45539 0.070313
1.7 1.0967E-5 -89.032 0.45545 0.054688
1.8 5.2452E-6 -89.61 0.45532 0.054688
1.9 -5.7698E-5 -95.008 0.45539 0.054688
