I1(135deg) X DEG X DEG
1.9 0.00049162 -73.961 0.48023 0.16406
1.8 0.00058985 -70.547 0.48017 0.16406
1.7 0.00052023 -73.876 0.48017 0.16406
1.6 0.00052262 -73.141 0.4801 0.17188
1.5 0.00060892 -70.368 0.4801 0.17188
1.4 0.00061799 -70.352 0.4801 0.16406
1.3 0.00067664 -69.032 0.4801 0.17188
1.2 0.00069857 -68.219 0.4801 0.17188
1.1 0.00074864 -66.821 0.4801 0.17188
1 0.00070811 -67.001 0.4801 0.17188
0.9 0.00071192 -66.282 0.4801 0.17188
0.8 0.0007 -68.094 0.47998 0.17188
0.7 0.00077582 -65.829 0.48004 0.17188
0.6 0.00073958 -65.891 0.47998 0.17188
0.5 0.00070191 -65.501 0.47998 0.17188
0.4 0.00074721 -66.258 0.47986 0.17969
0.3 0.00072718 -66.805 0.4798 0.17188
0.2 0.00077153 -65.11 0.4798 0.16406
0.1 0.00084114 -63.242 0.47974 0.17188
1.110223E-16 0.00079727 -64.141 0.47968 0.16406
-0.1 0.00072861 -67.454 0.47962 0.17188
-0.2 0.00085497 -62.18 0.47968 0.17188
-0.3 0.00085688 -62.875 0.47962 0.17188
-0.4 0.00084353 -63.946 0.47956 0.16406
-0.5 0.00096608 -60.328 0.47943 0.16406
-0.6 0.00075388 -65.501 0.47809 0.15625
-0.7 0.00066328 -68.579 0.47809 0.15625
-0.8 0.00064326 -68.954 0.47809 0.16406
-0.9 0.00063801 -69.149 0.47803 0.16406
-1 0.00043965 -75.329 0.47803 0.16406
-1.1 0.00046587 -74.422 0.47797 0.16406
-1.2 0.00038195 -77.219 0.47803 0.15625
-1.3 0.00082493 -62.805 0.47949 0.16406
-1.4 0.00087405 -60.367 0.47943 0.15625
-1.5 0.00086022 -60.203 0.47943 0.14844
-1.6 0.00078965 -63.844 0.47937 0.15625
-1.7 0.00072098 -65.907 0.47937 0.15625
-1.8 0.00082922 -62.219 0.47931 0.15625
-1.9 0.00082159 -63.367 0.47931 0.15625
-2 0.00075245 -66.086 0.47919 0.16406
