Alpha(210mT) X DEG X DEG
270 0.00071526 32.172 0.96174 1.5391
264.98 0.0020375 12.984 0.96198 1.5391
260.11 0.0026298 10.328 0.9621 1.5391
255.18 0.0029154 9.7501 0.96241 1.5313
250.27 0.0027876 9.9141 0.96253 1.5313
245.33 0.0028005 9.3673 0.96253 1.5391
240.37 0.0027938 9.5782 0.96222 1.5469
235.27 0.0028892 9.4688 0.96265 1.5391
230.29 0.0025935 10.086 0.96271 1.5313
225.27 0.0021439 12.813 0.96277 1.5391
220.35 0.0021038 13.086 0.96296 1.5313
215.31 0.0018206 13.797 0.9632 1.5391
210.4 0.0015078 17.07 0.96326 1.5391
205.5 0.0011444 21.813 0.96326 1.5391
200.43 0.0010433 23.883 0.96344 1.5313
195.44 0.00045443 41.344 0.9632 1.5391
190.25 0.00025129 59.946 0.96326 1.5391
185.25 -0.00044108 137.28 0.9632 1.5391
179.86 -0.0019174 169.38 0.96308 1.5391
174.8 -0.0049339 176.19 0.96296 1.5391
169.87 -0.0051427 176.47 0.96265 1.5391
164.84 -0.005167 176.41 0.96241 1.5391
159.94 -0.0054317 176.89 0.9621 1.5391
154.84 -0.0052977 176.74 0.96198 1.5391
149.99 -0.005436 176.39 0.96192 1.5391
144.98 -0.0054436 176.34 0.96228 1.5391
140.01 -0.0055275 176.61 0.9618 1.5391
135.23 -0.005332 176.48 0.9618 1.5391
130.09 -0.0049343 176.01 0.9621 1.5391
124.98 -0.0048719 175.85 0.96204 1.5313
120.06 -0.004551 175.49 0.96137 1.5469
115.31 -0.0039239 174.66 0.96125 1.5469
110.14 -0.0035534 174.52 0.9618 1.5391
105.31 -0.0033584 173.91 0.96161 1.5469
100.09 -0.0024739 170.87 0.96174 1.5391
95.07 -0.001781 167.17 0.9618 1.5391
89.89 -0.00054789 142.52 0.96198 1.5391
84.77 0.00094128 26.945 0.9621 1.5391
79.63 0.0018339 14.649 0.96241 1.5313
74.74 0.0019302 12.727 0.96235 1.5313
69.79 0.0020991 12.961 0.96259 1.5234
64.89 0.0022378 12.32 0.96277 1.5313
59.93 0.0020676 13.883 0.9632 1.5313
54.95 0.0020533 13.578 0.96344 1.5313
50 0.0019236 14.609 0.96332 1.5313
45.1 0.0020013 13.609 0.96326 1.5391
40.09 0.0018478 14.305 0.96344 1.5313
35.09 0.0015235 16.445 0.96338 1.5469
30.23 0.0016527 15.656 0.96363 1.5469
25.26 0.0011649 22.117 0.96387 1.5391
20.3 0.00081397 28.11 0.96381 1.5469
15.37 0.00083304 27.086 0.96357 1.5469
10.13 0.00034189 51.321 0.96363 1.5469
5.16 -0.00030375 128.96 0.96357 1.5469
-0.02 -0.001296 163.21 0.96375 1.5469
-5.02 -0.0044275 175.65 0.96363 1.5469
-9.97 -0.0048628 176.2 0.96314 1.5469
-15.05 -0.0047737 176.38 0.96259 1.5469
