##Alpha(207mT) X DEG X DEG
0.33 0.00014114 89.251 0.51795 -5.1328
4.95 0.00020981 88.93 0.51813 -5.0391
10.74 0.00033951 88.274 0.51819 -4.9141
15.51 0.00037766 88.047 0.51819 -4.9297
20.33 0.00043106 87.79 0.51813 -4.9375
25.03 0.00051117 87.383 0.51801 -5
29.88 0.00057984 87.071 0.51813 -4.9453
35.78 0.00073624 86.211 0.51825 -4.875
40.62 0.00071335 86.36 0.51825 -4.836
45.24 0.00082779 85.79 0.51813 -4.9141
50.19 0.0008812 85.485 0.51819 -4.875
55.1 0.00086594 85.594 0.51831 -4.7344
59.87 0.00086976 85.563 0.51825 -4.8594
65.74 0.00088883 85.461 0.51819 -4.9141
70.61 0.00092316 85.204 0.51807 -5.0782
75.67 0.00091172 85.329 0.51813 -5.0782
80.63 0.00088501 85.43 0.51795 -5.2032
84.84 0.00085068 85.594 0.51783 -5.1797
90.17 0.00077439 85.969 0.51783 -5.2969
95.43 0.00072861 86.258 0.51801 -5.3828
100.55 0.00065995 86.571 0.51783 -5.3907
105.52 0.00064469 86.641 0.5177 -5.4688
110.74 0.00051499 87.313 0.51776 -5.4844
115.67 0.00045014 87.672 0.5177 -5.5313
120.83 0.0004158 87.836 0.51752 -5.6485
124.87 0.00035858 88.126 0.51764 -5.6563
129.94 0.00029755 88.446 0.51752 -5.6797
134.97 0.00028992 88.508 0.5174 -5.8516
140.15 0.00028992 88.461 0.51746 -5.9063
145.31 0.00022125 88.836 0.51722 -5.9766
150.33 0.00017548 89.118 0.51728 -6.0313
155.35 0.00017548 89.086 0.5174 -5.7735
160.41 0.00011444 89.36 0.51758 -5.6641
165.43 7.6294E-5 89.586 0.5177 -5.461
170.55 0.00018311 89.079 0.51764 -5.4453
175.58 0.0001297 89.313 0.51776 -5.2657
180.67 0.00024033 88.751 0.51789 -5.2188
185.75 0.0003357 88.321 0.51819 -5
189.81 0.00043106 87.797 0.51813 -4.9922
195.65 0.0004654 87.602 0.51801 -4.9688
200.44 0.00058747 87.008 0.51819 -4.9688
205.23 0.00071335 86.36 0.51813 -4.9532
210.07 0.00077057 86.047 0.51801 -5.0157
215.02 0.0007515 86.157 0.51795 -4.8828
220.8 0.00088501 85.54 0.51807 -4.9141
225.5 0.00093079 85.251 0.51789 -4.8594
230.33 0.00094605 85.172 0.51801 -4.8125
235.29 0.00099946 84.954 0.51807 -4.7344
240.1 0.0010452 84.735 0.51825 -4.6875
244.97 0.0010033 84.907 0.51813 -4.7188
249.86 0.0010262 84.79 0.51801 -4.9922
254.93 0.0011063 84.407 0.51795 -5.1094
259.85 0.0011063 84.376 0.51776 -5.2188
265.19 0.00094605 85.149 0.5177 -5.2266
270.38 0.00094986 85.172 0.51758 -5.375
275.55 0.00087738 85.532 0.51746 -5.3907
280.55 0.00081253 85.844 0.51752 -5.4532
285.57 0.00069428 86.454 0.5174 -5.6172
290.77 0.00061799 86.868 0.51728 -5.5703
295.75 0.00056839 87.094 0.51734 -5.6485
299.81 0.00048828 87.454 0.51703 -5.7735
304.92 0.00043488 87.782 0.51728 -5.7266
310 0.00035858 88.188 0.51716 -5.7188
315.24 0.00032807 88.297 0.51697 -5.9219
320.32 0.00019074 89.024 0.51691 -5.9063
325.41 0.00019836 88.993 0.51691 -6.0157
330.43 0.00018692 89.04 0.51691 -5.961
335.31 0.000103 89.446 0.51697 -5.9219
340.56 2.6703E-5 89.844 0.51722 -5.6797
345.36 9.1553E-5 89.516 0.5174 -5.5313
350.51 0.00010681 89.415 0.5174 -5.4766
355.65 5.3406E-5 89.688 0.51764 -5.2735
360.33 0.0001564 89.204 0.5177 -5.2032
0.33 0.00018311 89.079 0.51776 -5.2422
4.95 0.0002594 88.68 0.51776 -5.25
