##Alpha(207mT) X DEG X DEG
0.33 -0.00057221 93.243 0.51178 -5.1485
4.95 -0.00033951 91.915 0.51191 -4.9453
10.74 -7.6295E-6 90.032 0.51203 -4.7344
15.51 0.00027085 88.383 0.51215 -4.711
20.33 0.00052643 86.93 0.51209 -4.7657
25.03 0.00067521 86.079 0.51209 -4.7813
29.88 0.00091172 84.711 0.51227 -4.7032
35.78 0.0010872 83.633 0.51227 -4.6016
40.62 0.0011635 83.251 0.51239 -4.5547
45.24 0.0012169 82.969 0.51233 -4.5
50.19 0.0012932 82.532 0.51239 -4.4532
55.1 0.0011673 83.219 0.51233 -4.3828
59.87 0.0010376 84.008 0.51233 -4.5469
65.74 0.0010033 84.204 0.51246 -4.5547
70.61 0.00080109 85.297 0.51233 -4.7032
75.67 0.00058365 86.61 0.51227 -4.8047
80.63 0.00035858 87.93 0.51227 -4.7657
84.84 0.00015259 89.102 0.51215 -5
90.17 -0.00020218 91.149 0.51203 -5.0235
95.43 -0.00053025 93.071 0.51203 -5.1797
100.55 -0.00073624 94.227 0.51209 -5.1172
105.52 -0.00098801 95.665 0.51191 -5.2813
110.74 -0.001255 97.165 0.51184 -5.4219
115.67 -0.0014877 98.501 0.51184 -5.3672
120.83 -0.0015717 98.954 0.51172 -5.461
124.87 -0.001667 99.469 0.51166 -5.4844
129.94 -0.0018616 100.54 0.51178 -5.3985
134.97 -0.0018196 100.29 0.51166 -5.5782
140.15 -0.001854 100.53 0.51154 -5.6719
145.31 -0.0018158 100.29 0.51154 -5.6485
150.33 -0.00177 100.09 0.51136 -5.8125
155.35 -0.0016556 99.485 0.51148 -5.7032
160.41 -0.0015488 98.805 0.51172 -5.4532
165.43 -0.0013847 97.899 0.51184 -5.336
170.55 -0.0010948 96.243 0.51191 -5.2266
175.58 -0.00082016 94.688 0.51184 -5.211
180.67 -0.0005455 93.094 0.51197 -5.0938
185.75 -0.00020218 91.172 0.51184 -5.1797
189.81 6.485E-5 89.61 0.51191 -5.211
195.65 0.00041962 87.516 0.51191 -5.1485
200.44 0.00070191 85.915 0.51191 -5.1172
205.23 0.00094986 84.446 0.51172 -5.1485
210.07 0.0011559 83.18 0.51166 -5.2266
215.02 0.0012932 82.446 0.51178 -5.0235
220.8 0.0013962 81.891 0.51191 -4.9844
225.5 0.0015068 81.219 0.51191 -4.9063
230.33 0.0015373 81.055 0.51197 -4.8438
235.29 0.0014877 81.415 0.51197 -4.9063
240.1 0.0014229 81.758 0.51209 -4.9375
244.97 0.0013085 82.368 0.51203 -4.9453
249.86 0.0011597 83.266 0.51197 -5.1407
254.93 0.0010262 84.055 0.51184 -5.3203
259.85 0.00080109 85.352 0.5116 -5.3672
265.19 0.00047684 87.18 0.5116 -5.4453
270.38 0.00011444 89.313 0.51148 -5.5157
275.55 -0.00010681 90.633 0.51142 -5.5625
280.55 -0.00041962 92.376 0.5113 -5.6407
285.57 -0.00068283 93.883 0.51123 -5.8047
290.77 -0.00092698 95.274 0.5113 -5.7578
295.75 -0.0010567 96.008 0.5113 -5.8125
299.81 -0.0013046 97.399 0.51105 -5.8594
304.92 -0.0014763 98.391 0.51111 -5.9375
310 -0.0015679 98.891 0.51105 -5.9688
315.24 -0.0016213 99.219 0.51093 -6.1016
320.32 -0.0017471 99.899 0.51105 -5.8907
325.41 -0.0017281 99.743 0.51105 -5.8985
330.43 -0.0016975 99.602 0.51111 -5.7578
335.31 -0.0016251 99.188 0.51105 -5.6407
340.56 -0.0014725 98.36 0.51123 -5.6328
345.36 -0.0013809 97.86 0.51148 -5.3828
350.51 -0.0011139 96.329 0.51154 -5.3047
355.65 -0.00089646 95.102 0.5116 -5.211
360.33 -0.00069809 93.993 0.51184 -5.0469
0.33 -0.00062561 93.555 0.51191 -4.9688
4.95 -0.00034714 92.001 0.51203 -4.8828
10.74 -7.6295E-6 90.032 0.51215 -4.7891
15.51 0.00025559 88.508 0.51203 -4.8672
20.33 0.00048065 87.188 0.51215 -4.8907
25.03 0.00069428 85.922 0.51215 -4.8125
29.88 0.00088501 84.836 0.51221 -4.8125
35.78 0.0010605 83.813 0.51221 -4.8907
40.62 0.0012703 82.626 0.51221 -4.8672
45.24 0.0012856 82.485 0.51227 -4.7422
50.19 0.0012665 82.649 0.51239 -4.6094
55.1 0.0012474 82.797 0.51258 -4.5625
59.87 0.0012055 83.055 0.51258 -4.5782
65.74 0.0009842 84.243 0.51258 -4.6641
70.61 0.00086594 84.977 0.51246 -4.8203
75.67 0.00067139 86.102 0.51227 -4.9141
80.63 0.00046921 87.274 0.51221 -4.9532
84.84 0.0001297 89.196 0.51215 -5.0391
