##Alpha(207mT) X DEG X DEG
0.33 0.00013352 89.258 0.51691 -4.961
4.95 0.00057602 86.907 0.51703 -4.9063
10.74 0.00096512 84.782 0.51697 -4.8985
15.51 0.0013313 82.883 0.51703 -4.836
20.33 0.0016098 81.321 0.51703 -4.8985
25.03 0.001873 79.844 0.51722 -4.8047
29.88 0.0019798 79.305 0.51722 -4.7578
35.78 0.0021019 78.758 0.5174 -4.5938
40.62 0.0021057 78.657 0.51728 -4.5313
45.24 0.0021706 78.251 0.51734 -4.6953
50.19 0.0021095 78.696 0.51752 -4.5157
55.1 0.0020523 78.993 0.51746 -4.5703
59.87 0.0018082 80.211 0.51734 -4.6797
65.74 0.0014496 82.094 0.51728 -4.7891
70.61 0.001133 83.852 0.51728 -4.7422
75.67 0.00090409 85.071 0.51734 -4.8985
80.63 0.0004921 87.305 0.51722 -4.961
84.84 0.00012207 89.344 0.51709 -5.0547
90.17 -0.00022888 91.235 0.51691 -5.125
95.43 -0.00063324 93.376 0.51685 -5.2891
100.55 -0.0011101 95.93 0.51667 -5.3282
105.52 -0.0013275 97.102 0.51648 -5.461
110.74 -0.0015679 98.391 0.51624 -5.6485
115.67 -0.0018959 100.01 0.51636 -5.4532
120.83 -0.0021134 101.18 0.5163 -5.586
124.87 -0.0021439 101.32 0.5163 -5.5313
129.94 -0.0023117 102.09 0.5163 -5.4688
134.97 -0.0023308 102.29 0.51606 -5.7188
140.15 -0.0023728 102.57 0.51581 -5.8047
145.31 -0.0020866 101.12 0.51587 -5.7891
150.33 -0.0020142 100.76 0.51587 -5.8907
155.35 -0.0017891 99.571 0.516 -5.7188
160.41 -0.0014343 97.665 0.51624 -5.5078
165.43 -0.0011521 96.141 0.5163 -5.3985
170.55 -0.00080872 94.305 0.51661 -5.2266
175.58 -0.0003891 92.094 0.51673 -5.0703
180.67 -6.1036E-5 90.297 0.51679 -4.9063
185.75 0.00041962 87.657 0.51673 -4.9453
189.81 0.00079727 85.68 0.51691 -4.8672
195.65 0.0012093 83.391 0.51673 -4.9219
200.44 0.0015679 81.399 0.51691 -4.9688
205.23 0.0017662 80.368 0.51685 -4.9297
210.07 0.002018 79.126 0.51697 -4.8125
215.02 0.0021782 78.211 0.51703 -4.7969
220.8 0.0023041 77.54 0.51697 -4.8438
225.5 0.0022926 77.68 0.51709 -4.8125
230.33 0.0023232 77.485 0.51703 -4.75
235.29 0.0020866 78.735 0.51716 -4.6719
240.1 0.0019188 79.704 0.51716 -4.711
244.97 0.0017357 80.711 0.51709 -4.7422
249.86 0.001503 81.829 0.51703 -4.9532
254.93 0.0011597 83.727 0.51709 -4.9532
259.85 0.00073243 86.094 0.51697 -5.0313
265.19 0.00039292 87.86 0.51673 -5.0625
270.38 -0.0001297 90.68 0.51654 -5.2032
275.55 -0.00062561 93.344 0.51636 -5.2969
280.55 -0.00090027 94.821 0.51636 -5.3672
285.57 -0.0011864 96.266 0.51624 -5.461
290.77 -0.0016518 98.696 0.516 -5.5
295.75 -0.0017319 99.102 0.51593 -5.586
299.81 -0.0018654 99.758 0.516 -5.5625
304.92 -0.00206 100.79 0.51581 -5.625
310 -0.002121 101.08 0.51575 -5.6953
315.24 -0.0021668 101.43 0.51563 -5.7735
320.32 -0.002121 101.17 0.51551 -5.7969
325.41 -0.0021363 101.24 0.51557 -5.7422
330.43 -0.0019569 100.35 0.51563 -5.7578
335.31 -0.001667 98.86 0.51557 -5.7813
340.56 -0.0015068 98.024 0.51581 -5.6563
345.36 -0.0012131 96.446 0.51593 -5.5391
350.51 -0.00082398 94.454 0.51618 -5.3282
355.65 -0.00044632 92.36 0.51624 -5.2813
360.33 -9.9183E-5 90.516 0.51654 -5.0782
0.33 -8.3924E-5 90.446 0.51648 -5.125
4.95 0.0003891 87.915 0.51691 -4.8828
10.74 0.00078965 85.696 0.51685 -4.9141
15.51 0.001133 83.797 0.51691 -4.8672
20.33 0.0014534 82.118 0.51697 -4.8125
25.03 0.0016785 80.915 0.51703 -4.6953
29.88 0.0018997 79.555 0.51697 -4.8203
35.78 0.0019951 79.126 0.51697 -4.836
40.62 0.00206 78.813 0.51709 -4.7266
45.24 0.0021363 78.352 0.51703 -4.836
50.19 0.0020523 78.813 0.51728 -4.6407
55.1 0.0018349 80.047 0.51734 -4.6094
59.87 0.0017471 80.586 0.51758 -4.4922
65.74 0.0014572 82.024 0.51734 -4.7344
70.61 0.0011025 83.954 0.51709 -4.9141
75.67 0.00079727 85.641 0.51697 -5.0391
80.63 0.00043488 87.602 0.51691 -5.0157
84.84 8.3924E-5 89.485 0.51691 -5.0703
90.17 -0.00037384 92.032 0.51673 -5.125
95.43 -0.00078583 94.29 0.51654 -5.4063
100.55 -0.0011978 96.43 0.51654 -5.25
105.52 -0.0015373 98.219 0.51661 -5.2813
110.74 -0.0017662 99.446 0.51648 -5.4375
115.67 -0.0020142 100.73 0.5163 -5.3672
120.83 -0.0022583 101.94 0.5163 -5.4063
124.87 -0.0022736 102.03 0.5163 -5.5157
129.94 -0.0023651 102.52 0.51624 -5.5782
134.97 -0.0023041 102.24 0.516 -5.6875
140.15 -0.0023003 102.13 0.51618 -5.5391
145.31 -0.0022469 101.92 0.51618 -5.586
150.33 -0.0020294 100.82 0.51618 -5.625
155.35 -0.0018616 99.938 0.51606 -5.6094
160.41 -0.0016327 98.743 0.51618 -5.4922
165.43 -0.001236 96.657 0.51624 -5.4141
170.55 -0.00089264 94.782 0.51648 -5.2813
175.58 -0.00052262 92.805 0.51661 -5.1719
180.67 -2.2888E-5 90.141 0.51673 -4.9922
185.75 0.00042343 87.633 0.51691 -4.8516
189.81 0.00074006 85.93 0.51709 -4.75
195.65 0.0010758 84.18 0.51703 -4.7891
