##Alpha(207mT) X DEG X DEG
0.33 0.00021362 88.852 0.51673 -5.3047
4.95 0.00055313 87.165 0.51697 -5.1953
10.74 0.00089264 85.344 0.51691 -5.1719
15.51 0.0011406 84.008 0.51685 -5.0938
20.33 0.0014305 82.563 0.51697 -5.0782
25.03 0.0016708 81.305 0.51703 -5.1016
29.88 0.001915 80.001 0.51703 -5.1172
35.78 0.0019798 79.665 0.51722 -5.0157
40.62 0.0020294 79.508 0.51728 -4.9453
45.24 0.0021095 79.063 0.51722 -4.9063
50.19 0.0021363 78.844 0.51728 -4.8907
55.1 0.0019951 79.665 0.51734 -4.9297
59.87 0.0019035 80.18 0.51746 -4.8125
65.74 0.0017433 80.93 0.5174 -4.9375
70.61 0.0015183 82.047 0.51728 -5.0782
75.67 0.0012741 83.376 0.51734 -5.1172
80.63 0.0010147 84.672 0.51722 -5.25
84.84 0.00067139 86.438 0.51703 -5.3047
90.17 0.00033188 88.258 0.51709 -5.3828
95.43 9.1553E-5 89.547 0.51691 -5.4688
100.55 -0.00011826 90.602 0.51703 -5.4922
105.52 -0.00060273 93.071 0.51673 -5.6563
110.74 -0.00079346 94.11 0.51673 -5.711
115.67 -0.00095749 94.946 0.51667 -5.6485
120.83 -0.001194 96.141 0.51654 -5.7735
124.87 -0.001255 96.407 0.51667 -5.7344
129.94 -0.0012436 96.407 0.51648 -5.8516
134.97 -0.0012741 96.579 0.51642 -5.9219
140.15 -0.0013619 96.993 0.51636 -5.9141
145.31 -0.0013161 96.766 0.51636 -5.875
150.33 -0.0010758 95.532 0.5163 -6.0547
155.35 -0.00099183 95.102 0.51636 -5.9922
160.41 -0.00092698 94.758 0.51654 -5.8203
165.43 -0.00066376 93.43 0.51667 -5.6953
170.55 -0.00022507 91.149 0.51703 -5.4922
175.58 -2.6703E-5 90.094 0.51709 -5.3594
180.67 0.00026322 88.61 0.51703 -5.2969
185.75 0.00066376 86.547 0.51709 -5.25
189.81 0.00092316 85.157 0.51722 -5.1485
195.65 0.0012512 83.493 0.51722 -5.125
200.44 0.001545 82.016 0.51734 -5.0938
205.23 0.0018845 80.204 0.51716 -5.1563
210.07 0.0019684 79.735 0.51716 -5.086
215.02 0.0021286 78.993 0.51728 -4.9844
220.8 0.0022545 78.376 0.51722 -5.0078
225.5 0.0022812 78.149 0.51722 -4.9297
230.33 0.0022202 78.532 0.51734 -4.9453
235.29 0.0022431 78.501 0.51746 -4.8594
240.1 0.0020981 79.172 0.51734 -4.9297
244.97 0.0019379 79.969 0.51722 -5.0547
249.86 0.0017357 81.063 0.51728 -4.9766
254.93 0.0015679 81.907 0.51722 -5.1719
259.85 0.0012131 83.649 0.51703 -5.2344
265.19 0.00081635 85.766 0.51697 -5.375
270.38 0.00045014 87.68 0.51685 -5.5313
275.55 0.00012207 89.336 0.51661 -5.5938
280.55 -0.00018311 90.907 0.51648 -5.586
285.57 -0.00041962 92.165 0.51654 -5.6094
290.77 -0.00062561 93.211 0.51636 -5.7344
295.75 -0.00096131 94.907 0.51642 -5.6563
299.81 -0.001091 95.555 0.51642 -5.6797
304.92 -0.0011368 95.821 0.51612 -5.8907
310 -0.0012627 96.438 0.516 -6.0547
315.24 -0.0013886 97.071 0.51612 -5.9453
320.32 -0.0012856 96.524 0.51618 -6.0391
325.41 -0.0012512 96.391 0.51624 -5.8907
330.43 -0.0011711 96.008 0.51581 -6.125
335.31 -0.0011139 95.727 0.516 -6.0235
340.56 -0.00093461 94.836 0.51606 -5.8672
345.36 -0.00067139 93.446 0.51636 -5.6407
350.51 -0.00040054 92.04 0.51648 -5.5391
355.65 -0.00018692 90.969 0.51667 -5.4297
360.33 3.8147E-5 89.805 0.51685 -5.2422
0.33 0.00022125 88.86 0.51685 -5.3594
4.95 0.00042725 87.735 0.51697 -5.1953
10.74 0.00084305 85.579 0.51685 -5.2657
15.51 0.0010834 84.376 0.51691 -5.1719
20.33 0.0014076 82.641 0.51703 -5.1485
25.03 0.0016403 81.383 0.51709 -5.1797
29.88 0.0019264 80.024 0.51722 -5.1485
35.78 0.001976 79.743 0.51709 -5.086
40.62 0.0020828 79.102 0.51728 -5.0391
45.24 0.0019646 79.704 0.51728 -5
50.19 0.0019341 79.93 0.51734 -4.9453
55.1 0.0020371 79.477 0.5177 -4.7891
59.87 0.001854 80.329 0.51746 -4.8516
65.74 0.0016594 81.399 0.51764 -4.8907
70.61 0.0014763 82.297 0.51746 -5.086
75.67 0.0012131 83.61 0.51728 -5.1641
80.63 0.00089646 85.29 0.51728 -5.1641
84.84 0.00062561 86.735 0.51728 -5.2657
90.17 0.00043869 87.711 0.5174 -5.3594
95.43 -2.2888E-5 90.079 0.51703 -5.4922
100.55 -0.00034332 91.797 0.51709 -5.5
105.52 -0.00068665 93.579 0.51691 -5.4063
110.74 -0.00084687 94.336 0.51691 -5.6172
115.67 -0.001091 95.563 0.51697 -5.5625
120.83 -0.0012436 96.415 0.51673 -5.6953
124.87 -0.0012741 96.524 0.51679 -5.6407
129.94 -0.0013809 97.079 0.51661 -5.7657
134.97 -0.0014763 97.563 0.51648 -5.8438
140.15 -0.0013046 96.758 0.51648 -5.9219
145.31 -0.0013504 96.93 0.51648 -5.9219
150.33 -0.0013046 96.711 0.51636 -5.8907
155.35 -0.0010338 95.336 0.51642 -5.9532
160.41 -0.0009079 94.711 0.51654 -5.7422
165.43 -0.00073243 93.735 0.51685 -5.5313
170.55 -0.00044251 92.282 0.51691 -5.4063
175.58 -0.00011063 90.594 0.51716 -5.25
180.67 0.00018311 89.001 0.51722 -5.1563
185.75 0.00050736 87.329 0.51728 -5.0469
189.81 0.00082016 85.743 0.51722 -5.1016
195.65 0.0011864 83.782 0.51722 -4.9922
200.44 0.001503 82.157 0.51734 -5.0235
205.23 0.0017166 81.126 0.5174 -5.0078
210.07 0.0020142 79.594 0.51746 -4.9375
215.02 0.002121 78.969 0.51728 -4.961
220.8 0.0022431 78.415 0.5174 -4.9141
225.5 0.0022125 78.665 0.51746 -4.8125
230.33 0.002266 78.422 0.51758 -4.7657
235.29 0.0021439 78.946 0.51752 -4.6797
240.1 0.0020828 79.329 0.51758 -4.7735
244.97 0.0019226 80.188 0.51746 -4.8516
249.86 0.0016594 81.36 0.51722 -5.0078
254.93 0.001358 82.969 0.51722 -4.9922
259.85 0.0010605 84.54 0.51703 -5
265.19 0.00084305 85.61 0.51697 -5.2266
270.38 0.00039292 87.915 0.51679 -5.3047
275.55 7.6294E-5 89.594 0.51685 -5.336
280.55 -0.00024033 91.251 0.51661 -5.5313
285.57 -0.00048828 92.493 0.51673 -5.4688
290.77 -0.00083924 94.251 0.51654 -5.5391
295.75 -0.00098039 94.977 0.51648 -5.5782
299.81 -0.0010491 95.336 0.51648 -5.625
304.92 -0.0012589 96.383 0.51624 -5.7344
310 -0.0014229 97.251 0.51612 -5.7891
315.24 -0.0014229 97.227 0.5163 -5.8203
320.32 -0.0014763 97.508 0.51606 -5.7969
325.41 -0.0013352 96.813 0.51606 -5.9532
330.43 -0.0012741 96.508 0.51612 -5.8907
335.31 -0.001091 95.579 0.51618 -5.8672
340.56 -0.00103 95.258 0.51624 -5.6641
345.36 -0.00089264 94.563 0.51648 -5.5938
350.51 -0.00046158 92.376 0.51654 -5.5078
355.65 -0.00012589 90.602 0.51679 -5.3047
360.33 7.248E-5 89.594 0.51697 -5.1641
0.33 0.00014877 89.204 0.51697 -5.2266
4.95 0.00044632 87.711 0.51709 -5.0235
10.74 0.00090409 85.297 0.51709 -5.1016
15.51 0.00097657 84.836 0.51722 -4.9766
20.33 0.001339 83.032 0.51722 -5.0547
25.03 0.0016251 81.586 0.51734 -4.9688
29.88 0.0018616 80.336 0.51746 -4.8594
35.78 0.0019531 79.844 0.51746 -4.8828
40.62 0.0020447 79.438 0.51746 -4.875
45.24 0.0020561 79.305 0.51746 -4.9297
50.19 0.0020447 79.376 0.51758 -4.8594
55.1 0.0019112 80.141 0.51776 -4.6875
59.87 0.0018616 80.43 0.51789 -4.7032
65.74 0.0017014 81.126 0.51746 -4.8907
70.61 0.0013657 82.829 0.5174 -4.9766
75.67 0.0011902 83.821 0.51746 -5.0235
80.63 0.00090027 85.305 0.51728 -5.0938
84.84 0.00064087 86.626 0.5174 -5.1172
90.17 0.00029755 88.461 0.51722 -5.2266
95.43 -3.8147E-5 90.204 0.51728 -5.211
100.55 -0.00029373 91.501 0.51709 -5.3047
105.52 -0.00066376 93.368 0.51709 -5.3594
110.74 -0.00090027 94.633 0.51691 -5.5547
115.67 -0.0011597 95.977 0.51679 -5.5391
120.83 -0.0011978 96.149 0.51673 -5.6875
124.87 -0.0013504 96.946 0.51673 -5.6328
129.94 -0.0013886 97.149 0.51667 -5.5625
134.97 -0.0013809 97.102 0.51661 -5.7344
140.15 -0.0014915 97.649 0.51642 -5.8282
145.31 -0.0014191 97.336 0.51648 -5.875
150.33 -0.0012131 96.266 0.51636 -5.9532
155.35 -0.0011787 96.055 0.51648 -5.8282
160.41 -0.00087357 94.485 0.51685 -5.6328
165.43 -0.00065232 93.368 0.51697 -5.461
170.55 -0.00045014 92.282 0.51697 -5.2813
175.58 -0.00014496 90.735 0.51709 -5.2813
180.67 0.00016022 89.18 0.51722 -5.1407
185.75 0.00065232 86.61 0.51734 -5.1016
189.81 0.00089646 85.313 0.51752 -5.0078
195.65 0.0012245 83.657 0.51746 -4.9532
200.44 0.0014801 82.336 0.51734 -5.0313
205.23 0.0018311 80.508 0.51734 -5.0078
210.07 0.0019684 79.797 0.51734 -4.9688
215.02 0.0020981 79.204 0.51746 -4.9453
220.8 0.0021782 78.813 0.5174 -4.836
225.5 0.0021477 78.868 0.5174 -4.7735
230.33 0.0021134 79.133 0.51764 -4.711
235.29 0.0020828 79.352 0.51758 -4.6641
240.1 0.0019646 79.876 0.51758 -4.6953
244.97 0.00177 80.883 0.5174 -4.7032
249.86 0.0016365 81.649 0.51758 -4.7969
254.93 0.0014801 82.391 0.51734 -5.0469
259.85 0.0011597 83.961 0.51709 -5.1953
265.19 0.00074768 86.133 0.51716 -5.1172
270.38 0.00046921 87.602 0.51703 -5.1797
275.55 0.00013352 89.266 0.51691 -5.4297
280.55 -0.00016785 90.836 0.51685 -5.4063
285.57 -0.00058365 92.977 0.51685 -5.3907
290.77 -0.00074387 93.774 0.51667 -5.5
295.75 -0.00090027 94.555 0.51654 -5.5469
299.81 -0.0011864 96.001 0.51654 -5.5391
304.92 -0.0013123 96.665 0.51654 -5.625
310 -0.0013733 96.883 0.51661 -5.5469
315.24 -0.0014343 97.235 0.51642 -5.7422
320.32 -0.0014191 97.219 0.51618 -5.8516
325.41 -0.0014267 97.227 0.51624 -5.7969
330.43 -0.0012322 96.243 0.51618 -5.8828
335.31 -0.0011978 96.11 0.5163 -5.7266
340.56 -0.00098801 95.04 0.51654 -5.5703
345.36 -0.00084305 94.305 0.51661 -5.4922
350.51 -0.00055695 92.829 0.51679 -5.3203
355.65 -0.00024414 91.235 0.51697 -5.125
360.33 0.000103 89.485 0.51703 -5.0625
0.33 7.248E-5 89.649 0.51697 -5.0547
4.95 0.00035477 88.133 0.51703 -5.1016
10.74 0.0008049 85.829 0.51722 -4.9766
15.51 0.00098039 84.961 0.51728 -4.8047
20.33 0.0013962 82.751 0.51734 -4.9297
25.03 0.0015984 81.665 0.51722 -4.836
29.88 0.0017929 80.735 0.5174 -4.8672
35.78 0.0018997 80.172 0.51734 -4.836
40.62 0.0019226 80.04 0.51752 -4.6485
45.24 0.0020066 79.633 0.51758 -4.7813
50.19 0.0019302 80.047 0.51758 -4.6875
55.1 0.0019608 79.844 0.51764 -4.6875
59.87 0.0017662 80.813 0.51764 -4.6641
65.74 0.0014763 82.383 0.5177 -4.625
70.61 0.0013428 83.024 0.5174 -4.8672
75.67 0.0011597 83.93 0.51746 -4.9453
80.63 0.00076294 86.063 0.51746 -5
84.84 0.00056458 87.102 0.51746 -5.0703
90.17 0.00027847 88.524 0.51728 -5.2032
95.43 -0.00013352 90.633 0.51722 -5.2578
100.55 -0.00045777 92.36 0.51709 -5.3438
105.52 -0.00070191 93.626 0.51697 -5.4063
110.74 -0.00089646 94.579 0.51703 -5.4141
115.67 -0.0011253 95.751 0.51703 -5.4532
120.83 -0.0014 97.165 0.51697 -5.4219
124.87 -0.0013657 97.008 0.51673 -5.6407
129.94 -0.0015564 97.969 0.51661 -5.6407
134.97 -0.0015831 98.118 0.51654 -5.7422
140.15 -0.0014801 97.633 0.51654 -5.7188
145.31 -0.0014191 97.321 0.5163 -5.9219
150.33 -0.0013085 96.704 0.51648 -5.8203
155.35 -0.0011597 95.969 0.51654 -5.7188
160.41 -0.00098039 95.055 0.51661 -5.6563
165.43 -0.00081253 94.149 0.51673 -5.5157
170.55 -0.00053025 92.727 0.51703 -5.3047
175.58 -0.00022507 91.18 0.51709 -5.1797
180.67 5.3406E-5 89.665 0.51722 -5.125
185.75 0.00043106 87.711 0.51716 -5.0391
189.81 0.00076294 86.094 0.51752 -4.8828
195.65 0.0011063 84.29 0.5174 -4.875
200.44 0.0014 82.719 0.51746 -4.7969
205.23 0.0016098 81.735 0.5174 -4.8594
210.07 0.001812 80.751 0.51758 -4.6797
215.02 0.0019531 79.899 0.51734 -4.8125
220.8 0.0020828 79.274 0.51746 -4.7891
225.5 0.0021057 79.227 0.51746 -4.7266
230.33 0.0021095 79.188 0.51746 -4.6797
235.29 0.0020066 79.649 0.51746 -4.6797
240.1 0.0018196 80.672 0.51758 -4.6016
244.97 0.0018273 80.68 0.51746 -4.7188
249.86 0.0015526 82.055 0.51734 -4.711
254.93 0.0012856 83.399 0.51746 -4.8907
259.85 0.00095749 85.086 0.51709 -5.1485
265.19 0.00068665 86.43 0.51703 -5.1016
270.38 0.00041199 87.844 0.51709 -5.2344
275.55 -1.1444E-5 90.063 0.51685 -5.3594
280.55 -0.00032807 91.688 0.51673 -5.2813
285.57 -0.00060654 93.063 0.51667 -5.3672
290.77 -0.00097657 94.946 0.51654 -5.4141
295.75 -0.0011101 95.665 0.51654 -5.5157
299.81 -0.0011787 95.954 0.51661 -5.4844
304.92 -0.0013733 96.946 0.51648 -5.5782
310 -0.0014801 97.461 0.51624 -5.6953
315.24 -0.0014839 97.532 0.51624 -5.6953
320.32 -0.0014572 97.36 0.51636 -5.711
325.41 -0.0014153 97.141 0.51636 -5.7735
330.43 -0.0013504 96.883 0.51624 -5.9063
335.31 -0.0012131 96.219 0.51636 -5.8282
340.56 -0.0010071 95.094 0.51648 -5.6953
345.36 -0.00083161 94.227 0.51673 -5.5157
350.51 -0.00056076 92.883 0.51673 -5.3985
355.65 -0.00022888 91.149 0.51691 -5.1797
360.33 -8.0109E-5 90.376 0.51703 -5.1641
0.33 1.5259E-5 89.891 0.51722 -4.9922
4.95 0.00033951 88.258 0.51722 -5.0938
10.74 0.00073624 86.188 0.51722 -4.9219
15.51 0.0010719 84.422 0.51734 -4.9375
20.33 0.0012398 83.602 0.51734 -4.9063
25.03 0.0014992 82.282 0.51746 -4.8516
29.88 0.0016899 81.243 0.51746 -4.7891
35.78 0.0017319 81.008 0.5174 -4.7735
40.62 0.0019074 80.188 0.51746 -4.75
45.24 0.0019646 79.899 0.51764 -4.711
50.19 0.0019379 79.969 0.5177 -4.6094
55.1 0.0017891 80.782 0.5177 -4.5938
59.87 0.0017929 80.813 0.5177 -4.6875
65.74 0.0016098 81.688 0.5177 -4.7032
70.61 0.001255 83.469 0.51746 -4.8125
75.67 0.0010643 84.477 0.51746 -4.9766
80.63 0.00078583 85.891 0.51746 -5.0235
84.84 0.00058747 86.907 0.51728 -5.2266
90.17 0.00011444 89.391 0.51709 -5.2266
95.43 -0.00017166 90.93 0.51697 -5.3672
100.55 -0.0004654 92.391 0.51709 -5.3438
105.52 -0.00068665 93.501 0.51703 -5.5313
110.74 -0.0010109 95.204 0.51716 -5.375
115.67 -0.0011292 95.766 0.51722 -5.375
120.83 -0.0014496 97.391 0.51697 -5.4375
124.87 -0.001545 97.891 0.51691 -5.5157
129.94 -0.0015144 97.735 0.51685 -5.5547
134.97 -0.0015526 97.938 0.51654 -5.711
140.15 -0.0014649 97.485 0.51661 -5.75
145.31 -0.0014305 97.352 0.51648 -5.8282
150.33 -0.0013313 96.836 0.51661 -5.6797
155.35 -0.0013237 96.813 0.51654 -5.6953
160.41 -0.0010796 95.54 0.51673 -5.6016
165.43 -0.00074387 93.86 0.51685 -5.4844
170.55 -0.00050354 92.571 0.51709 -5.3125
175.58 -0.0002861 91.407 0.51709 -5.1797
180.67 0.0001297 89.336 0.51728 -5.1016
185.75 0.00052643 87.297 0.5174 -4.9922
189.81 0.00060273 86.86 0.51734 -4.9141
195.65 0.00097275 84.954 0.51734 -4.9453
200.44 0.0012665 83.469 0.51728 -4.9375
205.23 0.0016174 81.602 0.51734 -4.9297
210.07 0.0018044 80.626 0.51734 -4.8985
215.02 0.0018959 80.251 0.5174 -4.836
220.8 0.0020943 79.251 0.51746 -4.8907
225.5 0.0022087 78.61 0.5174 -4.875
230.33 0.002121 79.165 0.51758 -4.7657
235.29 0.0019646 80.032 0.5177 -4.5703
240.1 0.0018921 80.344 0.51758 -4.6563
244.97 0.0017548 81.008 0.51758 -4.6953
249.86 0.0014115 82.774 0.51734 -4.7891
254.93 0.0012894 83.336 0.51703 -4.9922
259.85 0.0010262 84.68 0.51697 -5.0547
265.19 0.00065232 86.633 0.51703 -5.125
270.38 0.00036621 88.086 0.51679 -5.375
275.55 4.5777E-5 89.751 0.51673 -5.3516
280.55 -0.00043106 92.196 0.51673 -5.3516
285.57 -0.00065613 93.352 0.51667 -5.4063
290.77 -0.00090409 94.602 0.51667 -5.3828
295.75 -0.0011292 95.696 0.51642 -5.5157
299.81 -0.0012474 96.329 0.51648 -5.5625
304.92 -0.0013733 96.93 0.5163 -5.6797
310 -0.0014534 97.297 0.51636 -5.6172
315.24 -0.0016441 98.274 0.5163 -5.75
320.32 -0.0015602 97.899 0.51612 -5.9219
325.41 -0.0014038 97.118 0.51624 -5.8438
330.43 -0.0014191 97.188 0.51612 -5.8203
335.31 -0.0013542 96.868 0.51618 -5.711
340.56 -0.0011368 95.805 0.51636 -5.625
345.36 -0.00091553 94.665 0.51648 -5.5469
350.51 -0.00069809 93.547 0.51661 -5.3047
355.65 -0.00032807 91.696 0.51697 -5.25
360.33 -3.0518E-5 90.149 0.51697 -5.1875
