#Alpha(207mT) X DEG X DEG
0.33 -0.00026703 90.063 0.17862 2.2656
4.95 0.0010376 89.727 0.17859 2.0859
10.74 0.0038452 89.008 0.1785 2.0313
15.51 0.0071182 88.18 0.17844 1.9453
20.33 0.0091553 87.657 0.17838 2.0938
25.03 0.012711 86.758 0.17844 1.9922
29.88 0.015846 85.969 0.17847 2.0391
35.78 0.018845 85.204 0.17832 2.1953
40.62 0.022469 84.297 0.17829 2.1641
45.24 0.025551 83.516 0.17832 2.1563
50.19 0.028992 82.665 0.17829 2.1563
55.1 0.032334 81.813 0.17825 2.1641
59.87 0.035713 80.993 0.17829 2.2266
65.74 0.040444 79.844 0.17841 2.1406
70.61 0.044029 78.946 0.17844 2.0469
75.67 0.047524 78.094 0.17838 2.0156
80.63 0.050064 77.485 0.17847 1.9922
84.84 0.05027 77.454 0.17844 2.1719
90.17 0.049393 77.704 0.17856 2.2344
95.43 0.047745 78.079 0.17868 2.1563
100.55 0.046067 78.485 0.1788 1.9922
105.52 0.042587 79.352 0.17886 2.0625
110.74 0.03904 80.196 0.17883 2.1016
115.67 0.03611 80.93 0.17883 2.1016
120.83 0.033264 81.626 0.17899 1.9844
124.87 0.030785 82.235 0.17893 1.9531
129.94 0.027725 83.001 0.17883 1.8984
134.97 0.024185 83.876 0.17877 1.9063
140.15 0.02182 84.477 0.1788 1.7891
145.31 0.018379 85.336 0.17886 1.7734
150.33 0.015747 86.001 0.17893 1.7031
155.35 0.012619 86.797 0.17883 1.7109
160.41 0.0083848 87.868 0.17868 1.9141
165.43 0.0052567 88.649 0.17865 1.9609
170.55 0.002121 89.461 0.17844 2.1719
175.58 -0.00016785 90.047 0.17829 2.2656
180.67 -0.00096894 90.243 0.17813 2.375
185.75 -0.00028229 90.063 0.17801 2.4375
189.81 0.0010605 89.727 0.17792 2.4609
195.65 0.0042954 88.899 0.17789 2.5078
200.44 0.007164 88.172 0.17789 2.5547
205.23 0.010506 87.305 0.17786 2.4922
210.07 0.013771 86.493 0.17774 2.5391
215.02 0.01693 85.688 0.17777 2.5625
220.8 0.021393 84.563 0.17767 2.5313
225.5 0.024262 83.836 0.17764 2.6563
230.33 0.028351 82.821 0.17764 2.5547
235.29 0.031548 82.024 0.17758 2.6328
240.1 0.034836 81.204 0.17752 2.6563
244.97 0.038872 80.235 0.17755 2.5938
249.86 0.042496 79.329 0.17761 2.5313
254.93 0.046326 78.399 0.17771 2.4375
259.85 0.048744 77.829 0.17771 2.4609
265.19 0.051529 77.141 0.17801 2.2344
270.38 0.051407 77.18 0.17813 2.1484
275.55 0.04879 77.813 0.1781 2.1953
280.55 0.046044 78.477 0.17819 2.2109
285.57 0.043854 79.024 0.17825 2.0625
290.77 0.040764 79.751 0.17825 2.0156
295.75 0.037926 80.469 0.17832 1.9688
