##Alpha(50mT) X DEG X DEG
0.2 -1.1444E-5 -90.61 0.15039 0.57813
5.01 1.3352E-5 -89.188 0.15045 0.4375
9.78 -6.6758E-6 -90.454 0.15057 0.42969
14.66 -2.9564E-5 -91.727 0.15057 0.41406
20.55 -9.4414E-5 -95.836 0.15051 0.40625
25.1 -0.00013542 -98.415 0.15045 0.48438
29.95 -0.00022316 -103.23 0.15051 0.40625
34.87 -0.00028038 -106.59 0.15051 0.48438
40.29 -0.00034428 -110.22 0.15045 0.45313
45.28 -0.00040817 -114.11 0.15039 0.55469
49.72 -0.00052071 -118.83 0.15039 0.55469
55.38 -0.0005827 -121.99 0.15039 0.59375
60.13 -0.00065422 -125.09 0.15039 0.59375
64.95 -0.00073719 -128.21 0.15033 0.61719
70.47 -0.00081921 -131.27 0.15045 0.60938
75.53 -0.00089074 -133.56 0.15039 0.59375
80.51 -0.00091744 -134.96 0.15027 0.71875
85.78 -0.00097466 -135.91 0.15039 0.60938
89.74 -0.00097275 -136.08 0.15051 0.61719
95.07 -0.00095845 -135.73 0.15033 0.64063
100.31 -0.00091649 -134.96 0.15045 0.59375
105.56 -0.00090409 -133.59 0.15045 0.65625
109.76 -0.0008688 -132.82 0.15039 0.65625
115.28 -0.00078488 -130.03 0.15033 0.60938
120.24 -0.00074006 -128.13 0.15039 0.65625
125.66 -0.00066471 -125.34 0.15039 0.64063
130.64 -0.00060559 -122.99 0.15039 0.60938
134.96 -0.000556 -120.57 0.15045 0.55469
139.98 -0.00047684 -116.92 0.15033 0.60938
145.04 -0.00042534 -114.12 0.15039 0.50782
150.13 -0.00033856 -109.77 0.15033 0.51563
155.11 -0.00026036 -105.43 0.15039 0.59375
160.13 -0.00019646 -101.63 0.15039 0.60938
165.31 -0.00013161 -97.844 0.15051 0.46094
170.46 -7.8202E-5 -94.672 0.15039 0.61719
175.41 -2.2888E-5 -91.258 0.15045 0.61719
180.5 -1.2398E-5 -90.766 0.15039 0.63282
185.59 4.1962E-5 -87.407 0.15027 0.67188
189.73 0 -89.922 0.15045 0.74219
195.59 -4.8638E-5 -92.852 0.15039 0.61719
200.58 -8.5831E-5 -95.172 0.15039 0.5625
204.76 -0.00012112 -97.43 0.15045 0.63282
210.64 -0.00022888 -103.47 0.15039 0.67188
215.29 -0.00030041 -107.42 0.15033 0.59375
220 -0.0003624 -110.95 0.15039 0.57813
225.07 -0.00043011 -114.52 0.15039 0.55469
230.76 -0.00054646 -119.91 0.15039 0.59375
235.66 -0.00060749 -122.8 0.15045 0.5625
240.44 -0.00067807 -125.75 0.15051 0.61719
245.47 -0.00076008 -128.76 0.15051 0.55469
250.29 -0.00083542 -131.43 0.15051 0.53907
255.27 -0.00091172 -133.95 0.15045 0.64063
260.31 -0.00094033 -135.12 0.15039 0.53907
265.31 -0.00099755 -136.86 0.15045 0.60938
270.42 -0.0010023 -136.88 0.15051 0.48438
275.43 -0.00098706 -136.47 0.15057 0.53125
280.53 -0.00097848 -135.84 0.15057 0.55469
285.7 -0.00094605 -134.78 0.15045 0.59375
289.81 -0.00090599 -133.64 0.15051 0.64063
295.59 -0.00084114 -131.78 0.15039 0.67188
299.91 -0.00079823 -129.79 0.15045 0.5625
304.84 -0.00071621 -127.46 0.15045 0.55469
309.79 -0.00065613 -124.91 0.15045 0.69532
315.08 -0.00059319 -121.98 0.15045 0.64063
320.33 -0.0004921 -117.83 0.15039 0.57813
325.3 -0.0004015 -113.6 0.15033 0.67969
330.31 -0.00035095 -110.68 0.15039 0.60938
335.64 -0.00030422 -107.5 0.15033 0.64063
340.66 -0.00022888 -103.38 0.15051 0.51563
345.61 -0.00014401 -98.672 0.15039 0.61719
350.69 -9.2507E-5 -95.485 0.15045 0.64063
354.75 -6.2943E-5 -93.633 0.15045 0.57813
360.21 -2.861E-5 -91.672 0.15039 0.51563
0.2 -1.6213E-5 -90.977 0.15039 0.59375
5.01 6.6758E-6 -89.555 0.15057 0.45313
9.78 -4.1008E-5 -92.422 0.15027 0.71875
14.66 -7.5341E-5 -94.516 0.15039 0.5625
20.55 -0.00011253 -96.711 0.15057 0.59375
25.1 -0.00016308 -99.672 0.15051 0.59375
29.95 -0.0002327 -103.57 0.15064 0.40625
34.87 -0.00028038 -106.55 0.15051 0.55469
40.29 -0.00034905 -110.39 0.15051 0.55469
45.28 -0.00045204 -115.13 0.1507 0.48438
49.72 -0.00052739 -119.11 0.15051 0.59375
55.38 -0.00059414 -122.39 0.15045 0.60938
60.13 -0.00067425 -125.79 0.15045 0.71875
64.95 -0.00075341 -128.99 0.15045 0.57813
70.47 -0.00082684 -131.18 0.15045 0.59375
75.53 -0.00087452 -133.43 0.15051 0.63282
80.51 -0.00096035 -135.55 0.15057 0.67969
85.78 -0.00099946 -136.43 0.15051 0.57813
89.74 -0.0010023 -136.52 0.15057 0.53907
95.07 -0.001008 -136.52 0.15057 0.5625
100.31 -0.00098134 -135.27 0.15057 0.5625
105.56 -0.00092221 -134 0.15051 0.59375
109.76 -0.00087738 -132.7 0.15057 0.61719
115.28 -0.00081158 -130.39 0.15057 0.59375
120.24 -0.00073243 -127.9 0.15051 0.60938
125.66 -0.00068093 -125.64 0.15057 0.59375
130.64 -0.00063134 -123.27 0.1507 0.5625
134.96 -0.00060559 -121.48 0.15057 0.61719
139.98 -0.00050354 -117.8 0.15057 0.60938
145.04 -0.00043392 -114.35 0.15045 0.65625
150.13 -0.00036526 -110.78 0.15051 0.59375
155.11 -0.00029373 -107.07 0.15051 0.64063
160.13 -0.00021744 -102.82 0.15051 0.60938
165.31 -0.00016022 -99.446 0.15064 0.57813
170.46 -0.00010204 -95.961 0.15064 0.60938
175.41 -3.3379E-5 -91.993 0.15057 0.61719
180.5 -6.6758E-6 -90.399 0.15045 0.65625
185.59 -9.5368E-7 -90.04 0.15057 0.64063
189.73 -2.4796E-5 -91.516 0.15051 0.57813
195.59 -5.2452E-5 -93.18 0.15045 0.75782
200.58 -0.00011253 -96.649 0.15045 0.67969
204.76 -0.00016594 -99.727 0.15057 0.57813
210.64 -0.00023747 -103.98 0.15051 0.63282
215.29 -0.00031281 -107.92 0.15057 0.63282
220 -0.00037384 -111.27 0.15057 0.67969
225.07 -0.00046349 -115.56 0.15076 0.53907
230.76 -0.00054837 -119.88 0.15057 0.61719
235.66 -0.00059414 -122.18 0.15064 0.64063
240.44 -0.00070668 -126.23 0.15076 0.65625
245.47 -0.00076199 -128.81 0.15064 0.70313
250.29 -0.0008421 -131.65 0.15064 0.60938
255.27 -0.00091839 -134.26 0.15064 0.74219
260.31 -0.00098134 -135.59 0.1507 0.67969
265.31 -0.00099183 -136.61 0.15057 0.65625
270.42 -0.0010195 -137.06 0.1507 0.60938
275.43 -0.0010119 -136.74 0.15064 0.67188
280.53 -0.00099755 -136.29 0.1507 0.65625
285.7 -0.00094223 -134.66 0.15057 0.69532
289.81 -0.00091458 -133.51 0.15057 0.63282
295.59 -0.00085259 -131.88 0.15051 0.67969
299.91 -0.00080014 -129.77 0.15064 0.63282
304.84 -0.00074673 -127.71 0.15051 0.67969
309.79 -0.00069428 -125.53 0.15057 0.63282
315.08 -0.00060559 -122.23 0.15064 0.63282
320.33 -0.0005169 -118.62 0.15057 0.64063
325.3 -0.00043869 -114.81 0.15051 0.64063
330.31 -0.00039292 -112.04 0.15057 0.60938
335.64 -0.00030327 -107.76 0.15057 0.77344
