I2(45deg) X DEG X DEG
9.9 -0.0044804 126.72 0.96637 -0.22656
9.8 -0.0045872 127.45 0.96619 -0.23438
9.7 -0.0045872 127.16 0.96625 -0.22656
9.6 -0.0043936 126.37 0.96613 -0.21875
9.5 -0.0046234 127.52 0.96631 -0.22656
9.4 -0.0045243 127.2 0.96601 -0.23438
9.3 -0.0047865 128.38 0.96613 -0.22656
9.2 -0.0046988 128.05 0.96601 -0.21875
9.1 -0.00492 129.52 0.96613 -0.21875
9 -0.0046568 127.84 0.96625 -0.22656
8.9 -0.0046263 127.73 0.96631 -0.22656
8.8 -0.0048294 129 0.96619 -0.21875
8.7 -0.0047379 127.98 0.96619 -0.23438
8.6 -0.0049601 129.53 0.96643 -0.23438
8.5 -0.0046921 128.1 0.96631 -0.22656
8.4 -0.00488 129.39 0.96625 -0.21875
8.3 -0.0046387 127.77 0.96595 -0.22656
8.2 -0.0047531 128.84 0.96619 -0.21875
8.1 -0.0046502 128.04 0.96613 -0.21094
8 -0.0050955 130.41 0.9665 -0.21875
7.9 -0.0046082 127.82 0.96625 -0.21094
7.8 -0.0048266 129.09 0.96662 -0.21094
7.7 -0.0044527 126.75 0.96625 -0.21875
7.6 -0.0045214 126.73 0.96619 -0.23438
7.5 -0.004941 129.39 0.9665 -0.22656
7.4 -0.0042706 125.85 0.96613 -0.21875
7.3 -0.0046301 127.73 0.96637 -0.21875
7.2 -0.0046149 127.67 0.96637 -0.23438
7.1 -0.0043793 126.37 0.96619 -0.21094
7 -0.0043183 126.06 0.96625 -0.21875
6.9 -0.0046673 128.24 0.96613 -0.21875
6.8 -0.0045443 127.17 0.96619 -0.21875
6.7 -0.004817 128.88 0.96656 -0.21875
6.6 -0.0046788 127.77 0.96613 -0.21875
6.5 -0.0046873 128.08 0.96631 -0.22656
6.4 -0.004365 126.27 0.96631 -0.22656
6.3 -0.0047417 128.26 0.96631 -0.22656
6.2 -0.0047226 128.27 0.96637 -0.22656
6.1 -0.0047293 128.36 0.96637 -0.22656
6 -0.0047665 128.59 0.96625 -0.21875
5.9 -0.0047446 128.64 0.96625 -0.21875
5.8 -0.0051575 130.61 0.96643 -0.22656
5.7 -0.0045605 127.48 0.96631 -0.22656
5.6 -0.0048027 128.77 0.96631 -0.22656
5.5 -0.0049696 129.4 0.96643 -0.22656
5.4 -0.0044232 126.59 0.96601 -0.21875
5.3 -0.0046435 127.8 0.96631 -0.21094
5.2 -0.0045614 127.46 0.96595 -0.21875
5.1 -0.0049115 129.46 0.96637 -0.22656
5 -0.0046644 127.84 0.96613 -0.22656
4.9 -0.0048199 128.59 0.96637 -0.23438
4.8 -0.0045815 127.33 0.96613 -0.23438
4.7 -0.004591 127.5 0.96625 -0.22656
4.6 -0.004529 127.02 0.96607 -0.22656
4.5 -0.0045472 127.03 0.96613 -0.23438
4.4 -0.0046187 127.63 0.96619 -0.22656
4.3 -0.0044985 126.71 0.96625 -0.23438
4.2 -0.0042668 125.23 0.96589 -0.23438
4.1 -0.0043507 126.16 0.96607 -0.22656
4 -0.004077 124.27 0.96613 -0.22656
3.9 -0.0045271 127.24 0.96625 -0.23438
3.8 -0.0043564 126.42 0.96619 -0.23438
3.7 -0.004303 126.02 0.96631 -0.23438
3.6 -0.0043144 125.77 0.96613 -0.23438
3.5 -0.0045004 126.78 0.96637 -0.23438
3.4 -0.0042162 125.33 0.96607 -0.23438
3.3 -0.0043745 126.39 0.96601 -0.22656
3.2 -0.0043974 126.31 0.96589 -0.22656
3.1 -0.0044413 126.53 0.96637 -0.23438
3 -0.0043154 126.1 0.96595 -0.23438
2.9 -0.0042591 125.59 0.96607 -0.22656
2.8 -0.0041256 124.61 0.96619 -0.23438
2.7 -0.004324 125.63 0.96619 -0.23438
2.6 -0.0039864 123.67 0.96595 -0.23438
2.5 -0.0042343 125.07 0.96625 -0.23438
2.4 -0.0043926 126.09 0.96613 -0.23438
2.3 -0.0045262 127.32 0.96601 -0.23438
2.2 -0.0047808 128.28 0.96613 -0.23438
2.1 -0.0046559 127.97 0.96601 -0.23438
2 -0.0045719 127.45 0.96595 -0.23438
1.9 -0.0050555 130.2 0.96625 -0.22656
1.8 -0.0045042 127 0.96601 -0.23438
1.7 -0.0043478 125.98 0.96595 -0.23438
1.6 -0.0046644 127.71 0.96582 -0.23438
1.5 -0.0044594 126.67 0.96601 -0.23438
1.4 -0.0045328 127.18 0.96601 -0.23438
1.3 -0.0046406 127.83 0.96613 -0.23438
1.2 -0.004426 126.65 0.96582 -0.23438
1.1 -0.0044928 126.54 0.96619 -0.23438
1 -0.0043593 125.88 0.96601 -0.23438
0.9 -0.004364 126 0.96619 -0.23438
