I2(45deg) X DEG X DEG
-10 -0.00013161 91.329 0.96375 -0.14063
-9.9 -0.00035381 93.633 0.96375 -0.14063
-9.8 -0.00033093 93.43 0.96375 -0.13281
-9.7 -0.00031853 93.211 0.96369 -0.13281
-9.6 -0.00039482 94.024 0.96393 -0.14063
-9.5 -0.00023174 92.391 0.96357 -0.13281
-9.4 -0.00021553 92.157 0.96357 -0.13281
-9.3 -0.00029755 93.024 0.96387 -0.13281
-9.2 -0.00020695 92.157 0.96375 -0.13281
-9.1 -0.00019074 91.946 0.96363 -0.13281
-9 -0.00040817 94.141 0.96387 -0.13281
-8.9 -0.0002966 93.04 0.96381 -0.13281
-8.8 -0.00027085 92.774 0.96363 -0.13281
-8.7 -0.00023937 92.524 0.96375 -0.13281
-8.6 -0.00028134 92.868 0.96393 -0.13281
-8.5 -0.00030422 93.172 0.96381 -0.125
-8.4 -0.00035286 93.665 0.96387 -0.13281
-8.3 -0.00047493 94.774 0.96387 -0.13281
-8.2 -0.00046921 94.829 0.96381 -0.13281
-8.1 -0.0005455 95.594 0.96405 -0.13281
-8 -0.00064278 96.626 0.96412 -0.14063
-7.9 -0.00060273 96.157 0.96399 -0.13281
-7.8 -0.00079537 98.102 0.96393 -0.14063
-7.7 -0.00085259 98.719 0.96405 -0.14063
-7.6 -0.00079918 98.126 0.96405 -0.14063
-7.5 -0.00079537 98.032 0.96436 -0.14844
-7.4 -0.00058079 95.907 0.96412 -0.14063
-7.3 -0.0006485 96.579 0.96424 -0.13281
-7.2 -0.00042534 94.274 0.96412 -0.14063
-7.1 -0.00047875 94.977 0.96412 -0.14063
-7 -0.00036144 93.657 0.96405 -0.14844
-6.9 -0.00044251 94.563 0.96418 -0.14063
-6.8 -0.0005312 95.36 0.96412 -0.14063
-6.7 -0.00065804 96.782 0.96412 -0.14844
-6.6 -0.00064755 96.657 0.96418 -0.13281
-6.5 -0.00071145 97.024 0.96424 -0.14063
-6.4 -0.00083447 98.454 0.96418 -0.14844
-6.3 -0.00086976 98.852 0.96466 -0.14063
-6.2 -0.00081921 98.313 0.9643 -0.14063
-6.1 -0.00093556 99.461 0.96436 -0.14063
-6 -0.0011082 101.18 0.96454 -0.14844
-5.9 -0.00095272 99.735 0.96442 -0.14844
-5.8 -0.0012808 102.73 0.96466 -0.14063
-5.7 -0.0011768 101.8 0.96448 -0.15625
-5.6 -0.0012779 102.87 0.96448 -0.14844
-5.5 -0.0013094 103.02 0.96454 -0.14844
-5.4 -0.0014515 104.41 0.96448 -0.14063
-5.3 -0.0015326 105.27 0.96442 -0.15625
-5.2 -0.0013619 103.66 0.96448 -0.15625
-5.1 -0.0014591 104.44 0.96454 -0.15625
-5 -0.0014563 104.52 0.9646 -0.15625
-4.9 -0.0014801 104.96 0.96454 -0.15625
-4.8 -0.001421 104.17 0.96454 -0.15625
-4.7 -0.001689 106.48 0.96473 -0.16406
-4.6 -0.0017834 107.57 0.9646 -0.15625
-4.5 -0.0017061 106.74 0.96485 -0.15625
-4.4 -0.0019989 109.44 0.96491 -0.15625
-4.3 -0.0018492 108.02 0.96473 -0.16406
-4.2 -0.0017214 107 0.96473 -0.16406
-4.1 -0.0016098 105.86 0.96442 -0.15625
-4 -0.0018892 108.29 0.96485 -0.17969
-3.9 -0.0018806 108.24 0.96479 -0.17188
-3.8 -0.0019083 108.63 0.96473 -0.16406
-3.7 -0.0021801 110.93 0.96491 -0.16406
-3.6 -0.0018282 107.8 0.96473 -0.17969
-3.5 -0.0020418 109.79 0.96491 -0.17969
-3.4 -0.0019074 108.57 0.96473 -0.17188
-3.3 -0.0020552 109.85 0.96503 -0.17969
-3.2 -0.0020676 109.89 0.96491 -0.17188
-3.1 -0.0021391 110.63 0.96485 -0.17188
-3 -0.0021982 111.03 0.96491 -0.17188
-2.9 -0.0023585 112.45 0.96509 -0.17969
-2.8 -0.0025034 113.88 0.96509 -0.17188
-2.7 -0.0022354 111.25 0.96479 -0.1875
-2.6 -0.0025816 114.34 0.96509 -0.1875
-2.5 -0.0024061 112.86 0.96503 -0.1875
-2.4 -0.0023804 112.66 0.96497 -0.1875
-2.3 -0.0025959 114.36 0.96521 -0.1875
-2.2 -0.0027018 115.31 0.96509 -0.1875
-2.1 -0.0025807 114.24 0.96509 -0.1875
-2 -0.0025807 114.16 0.96491 -0.1875
-1.9 -0.0026856 115.13 0.96521 -0.19531
-1.8 -0.0027914 115.77 0.96515 -0.19531
-1.7 -0.0027228 115.33 0.96491 -0.19531
-1.6 -0.0026102 114.27 0.96491 -0.19531
-1.5 -0.0027409 115.27 0.96515 -0.20313
-1.4 -0.0028448 116.36 0.9654 -0.1875
-1.3 -0.0028467 116.29 0.96521 -0.19531
-1.2 -0.0028477 116.1 0.96527 -0.19531
-1.1 -0.002964 117.11 0.9654 -0.20313
-1 -0.003047 117.9 0.96521 -0.1875
-0.9 -0.0031967 118.96 0.96534 -0.1875
-0.8 -0.0028601 116.29 0.96497 -0.1875
-0.7 -0.0029488 116.95 0.96515 -0.19531
-0.6 -0.0027847 115.74 0.96521 -0.19531
-0.5 -0.0027542 115.43 0.96534 -0.21094
-0.4 -0.0029221 116.84 0.96546 -0.20313
-0.3 -0.0031405 118.52 0.96546 -0.19531
-0.2 -0.0029354 116.72 0.9654 -0.1875
-0.1 -0.0029726 117.14 0.96552 -0.19531
5.5511151E-16 -0.0028811 116.45 0.9654 -0.19531
0.1 -0.002799 115.63 0.9654 -0.19531
0.2 -0.0026255 114.53 0.96527 -0.21094
0.3 -0.0027666 115.51 0.96564 -0.19531
0.4 -0.0025606 113.93 0.96527 -0.20313
0.5 -0.0027256 115.02 0.96521 -0.20313
0.6 -0.0029192 116.59 0.9654 -0.21094
0.7 -0.0030499 118.02 0.9654 -0.19531
0.8 -0.0033169 119.84 0.96552 -0.19531
0.9 -0.0033903 120.19 0.96546 -0.20313
1 -0.0032416 118.97 0.96564 -0.20313
1.1 -0.0032034 118.84 0.96552 -0.17188
1.2 -0.0034113 120.27 0.96558 -0.15625
1.3 -0.0036059 122.02 0.96558 -0.14844
1.4 -0.0035486 121.68 0.96558 -0.14844
1.5 -0.0035553 121.34 0.96552 -0.15625
1.6 -0.0037336 122.38 0.96564 -0.15625
1.7 -0.0038262 123.49 0.96576 -0.15625
1.8 -0.0032587 119.47 0.96558 -0.16406
1.9 -0.0035811 121.71 0.96552 -0.16406
2 -0.0036564 122.09 0.96552 -0.17188
2.1 -0.0038271 123.16 0.96564 -0.16406
2.2 -0.0036984 122.39 0.96582 -0.16406
2.3 -0.0039587 124.02 0.9657 -0.17188
2.4 -0.0039482 124.17 0.96582 -0.16406
2.5 -0.0037546 122.88 0.9657 -0.17188
2.6 -0.0038357 123.31 0.96576 -0.17188
2.7 -0.0040074 124.3 0.96582 -0.1875
2.8 -0.0041533 125.38 0.96595 -0.1875
2.9 -0.0039921 124.35 0.96582 -0.17969
3 -0.0042954 126.13 0.96595 -0.19531
3.1 -0.0041046 124.95 0.96595 -0.1875
3.2 -0.0043564 126.54 0.96601 -0.1875
3.3 -0.0041762 125.54 0.96595 -0.1875
3.4 -0.0042916 125.9 0.96613 -0.1875
3.5 -0.0045567 127.56 0.96607 -0.1875
3.6 -0.0046254 128.09 0.96601 -0.1875
3.7 -0.0044775 127.02 0.96595 -0.1875
3.8 -0.0040722 124.5 0.96589 -0.1875
3.9 -0.0040608 124.34 0.96582 -0.20313
4 -0.0041895 125.35 0.96601 -0.1875
4.1 -0.0042792 126 0.96619 -0.19531
4.2 -0.0040064 124.18 0.96619 -0.1875
4.3 -0.0041867 125.33 0.96613 -0.19531
4.4 -0.0042897 125.85 0.96613 -0.19531
4.5 -0.0043192 126.19 0.96595 -0.19531
4.6 -0.0042572 125.81 0.96607 -0.19531
4.7 -0.0041142 124.76 0.96589 -0.20313
4.8 -0.0043841 126.34 0.96601 -0.21094
4.9 -0.0043373 126.06 0.96601 -0.19531
5 -0.0044108 126.55 0.96607 -0.21094
5.1 -0.004488 127.06 0.96619 -0.20313
5.2 -0.0041666 125.02 0.96601 -0.21094
5.3 -0.0044957 127.14 0.96595 -0.20313
5.4 -0.0045347 127.27 0.96619 -0.20313
5.5 -0.0045262 127.1 0.96619 -0.21094
5.6 -0.004263 125.43 0.96613 -0.22656
5.7 -0.0045262 127.36 0.96595 -0.21094
5.8 -0.0046969 128.38 0.96625 -0.21094
5.9 -0.004694 128.39 0.96613 -0.20313
6 -0.0045309 127.32 0.96625 -0.20313
6.1 -0.0044346 126.76 0.96613 -0.21094
6.2 -0.0044127 126.57 0.96625 -0.21094
6.3 -0.0047675 128.91 0.96631 -0.20313
6.4 -0.004364 126.21 0.96613 -0.20313
6.5 -0.00455 127.4 0.96613 -0.21094
6.6 -0.00453 127.4 0.96613 -0.20313
6.7 -0.0044413 126.76 0.96613 -0.20313
6.8 -0.004592 127.59 0.96619 -0.20313
6.9 -0.004654 127.84 0.96613 -0.21094
7 -0.0048619 129.18 0.96625 -0.20313
7.1 -0.0047188 128.24 0.96625 -0.20313
7.2 -0.0049792 129.91 0.9665 -0.21094
7.3 -0.0048275 129.06 0.96619 -0.21094
7.4 -0.0048361 129.06 0.96637 -0.21094
7.5 -0.0047732 128.7 0.96631 -0.20313
7.6 -0.0048075 129.13 0.96656 -0.21094
7.7 -0.0049229 129.78 0.96637 -0.21094
7.8 -0.0049839 129.83 0.96631 -0.21094
7.9 -0.0046769 128.22 0.96637 -0.21094
8 -0.0046244 128.1 0.96637 -0.21094
8.1 -0.0048209 128.83 0.96625 -0.21094
8.2 -0.0046463 127.95 0.96637 -0.21875
8.3 -0.0043936 126.54 0.96619 -0.21875
8.4 -0.004859 129.26 0.96637 -0.21875
8.5 -0.0047312 128.38 0.96613 -0.21875
8.6 -0.0048609 128.91 0.96631 -0.21875
8.7 -0.0048933 129.66 0.9665 -0.20313
8.8 -0.0050297 130.12 0.96631 -0.21094
8.9 -0.0049248 129.52 0.96631 -0.21094
9 -0.0047875 128.76 0.96625 -0.21094
9.1 -0.0048132 128.77 0.96631 -0.21094
9.2 -0.0051852 130.91 0.96668 -0.20313
9.3 -0.0051022 130.32 0.96668 -0.21875
9.4 -0.0050154 130.05 0.96662 -0.21875
9.5 -0.005354 131.91 0.96643 -0.21094
9.6 -0.0052214 130.92 0.9665 -0.22656
9.7 -0.0052166 131.13 0.96656 -0.21875
9.8 -0.0052128 131 0.9665 -0.22656
9.9 -0.0049181 129.23 0.96637 -0.23438
