Alpha(207mT) X DEG X DEG
0.33 -3.8147E-5 90.18 0.51801 -5.2266
4.95 -0.00016403 90.829 0.51813 -5.1797
10.74 -0.0004158 92.079 0.51825 -5.0703
15.51 -0.00060273 93.032 0.51844 -5.0469
20.33 -0.00071335 93.594 0.51856 -5.0235
25.03 -0.00098801 94.938 0.51862 -4.9532
29.88 -0.0011139 95.555 0.51874 -4.8672
35.78 -0.0012512 96.251 0.51874 -4.8282
40.62 -0.0013886 96.93 0.51874 -4.8125
45.24 -0.001442 97.165 0.51874 -4.8047
50.19 -0.0015144 97.516 0.51886 -4.7735
55.1 -0.0015335 97.641 0.51886 -4.6875
59.87 -0.0014992 97.469 0.51862 -4.8594
65.74 -0.0013886 96.891 0.51874 -4.9453
70.61 -0.0012779 96.383 0.51856 -5.0703
75.67 -0.0010796 95.415 0.51844 -5.1172
80.63 -0.00097275 94.899 0.51838 -5.2422
84.84 -0.00087357 94.407 0.51844 -5.1328
90.17 -0.00063706 93.219 0.51831 -5.2813
95.43 -0.00043869 92.227 0.51795 -5.3828
100.55 -0.00031662 91.586 0.51783 -5.4375
105.52 -1.9074E-5 90.079 0.51764 -5.6407
110.74 0.0001297 89.321 0.51764 -5.5703
115.67 0.00028992 88.461 0.51758 -5.6953
120.83 0.0004158 87.852 0.51746 -5.7188
124.87 0.00048065 87.485 0.51746 -5.6485
129.94 0.00063706 86.626 0.5174 -5.7422
134.97 0.00066758 86.493 0.5174 -5.7735
140.15 0.00073624 86.11 0.51703 -5.9063
145.31 0.00072861 86.18 0.51709 -5.7813
150.33 0.00077057 85.899 0.51703 -6.0235
155.35 0.00067139 86.469 0.51728 -5.7891
160.41 0.00062561 86.766 0.51758 -5.6407
165.43 0.00055695 87.079 0.51764 -5.5782
170.55 0.00039292 87.961 0.51795 -5.4063
175.58 0.00018692 89.04 0.51807 -5.3125
180.67 2.2888E-5 89.852 0.51813 -5.25
185.75 -0.00024033 91.219 0.51844 -4.961
189.81 -0.00038529 91.946 0.51838 -5.0078
195.65 -0.00056076 92.829 0.51856 -4.9766
200.44 -0.00077439 93.86 0.51862 -4.9453
205.23 -0.00092316 94.594 0.51856 -4.9453
210.07 -0.0010796 95.376 0.51856 -4.8985
215.02 -0.0012055 96.024 0.51856 -4.836
220.8 -0.0013771 96.797 0.51874 -4.8516
225.5 -0.0014534 97.196 0.5188 -4.7032
230.33 -0.0014534 97.196 0.51874 -4.8203
235.29 -0.0014458 97.172 0.51868 -4.8125
240.1 -0.001461 97.227 0.51856 -4.7344
244.97 -0.0013771 96.829 0.51856 -4.8672
249.86 -0.0012322 96.133 0.5185 -4.9532
254.93 -0.0011101 95.516 0.5185 -4.961
259.85 -0.00094986 94.719 0.51813 -5.2032
265.19 -0.00076294 93.829 0.51795 -5.25
270.38 -0.00053406 92.672 0.51783 -5.375
275.55 -0.00042343 92.149 0.5177 -5.336
280.55 -0.00025177 91.297 0.51764 -5.5157
285.57 -3.4332E-5 90.165 0.51752 -5.4375
290.77 0.00013352 89.274 0.51734 -5.625
295.75 0.00031281 88.368 0.51734 -5.6016
299.81 0.00040436 87.938 0.51722 -5.6953
304.92 0.00047302 87.532 0.51722 -5.7344
310 0.00055313 87.086 0.51703 -5.7735
315.24 0.00070572 86.321 0.51691 -5.875
320.32 0.00078965 85.93 0.51709 -5.9219
325.41 0.00073243 86.18 0.51716 -5.875
330.43 0.0007248 86.258 0.51709 -5.9375
335.31 0.00067139 86.532 0.51703 -5.8594
340.56 0.00057984 86.993 0.51728 -5.7188
345.36 0.00046158 87.602 0.51764 -5.5547
350.51 0.00031662 88.399 0.51783 -5.3516
355.65 0.00020218 88.977 0.51801 -5.2813
360.33 -1.1444E-5 90.04 0.51813 -5.1407
0.33 -2.6703E-5 90.11 0.51825 -5.0469
4.95 -0.00021362 91.055 0.51838 -5.1485
10.74 -0.0004921 92.493 0.51838 -5.0235
15.51 -0.00061035 93.071 0.51856 -4.9375
20.33 -0.00079727 94.008 0.51844 -5
25.03 -0.00098039 94.922 0.51874 -4.836
29.88 -0.0010872 95.438 0.51856 -5.0157
35.78 -0.0012436 96.211 0.5185 -4.9141
40.62 -0.0013542 96.758 0.51856 -4.8594
45.24 -0.0014153 97.063 0.51868 -4.8907
50.19 -0.0015335 97.618 0.51886 -4.6094
55.1 -0.0016251 98.024 0.51886 -4.5938
59.87 -0.0015602 97.711 0.51886 -4.711
65.74 -0.0013962 96.922 0.51886 -4.7657
70.61 -0.0012894 96.43 0.51874 -4.9297
75.67 -0.0011101 95.516 0.51874 -4.9688
80.63 -0.00099946 95.008 0.5185 -4.9844
84.84 -0.00083542 94.204 0.51844 -5.0703
90.17 -0.0006485 93.297 0.51825 -5.2188
95.43 -0.00044251 92.258 0.51795 -5.2813
100.55 -0.00023651 91.211 0.51783 -5.4375
105.52 -5.3406E-5 90.235 0.51783 -5.4688
110.74 4.9591E-5 89.727 0.51801 -5.3907
115.67 0.00020218 88.946 0.51776 -5.5157
120.83 0.0003891 87.969 0.5177 -5.4375
124.87 0.00044632 87.657 0.51758 -5.6016
129.94 0.00059891 86.899 0.51734 -5.7578
134.97 0.00071717 86.243 0.5174 -5.7266
140.15 0.0007515 86.055 0.51734 -5.8125
145.31 0.00071717 86.235 0.51752 -5.6407
150.33 0.00069809 86.344 0.51722 -5.8985
155.35 0.00074387 86.102 0.5174 -5.8203
160.41 0.00057221 87.008 0.51764 -5.6563
165.43 0.00046921 87.571 0.51795 -5.4219
170.55 0.00031662 88.383 0.51819 -5.2032
175.58 0.0001297 89.313 0.51831 -5.125
180.67 -5.3406E-5 90.243 0.5185 -4.9688
185.75 -0.0002327 91.172 0.51856 -4.9844
189.81 -0.00035858 91.797 0.51856 -4.9375
195.65 -0.00060273 93.016 0.51856 -4.8907
200.44 -0.0008545 94.305 0.51868 -4.7891
205.23 -0.00093461 94.688 0.51862 -4.7891
210.07 -0.0010452 95.211 0.51856 -4.8047
215.02 -0.0012169 96.024 0.5188 -4.7422
220.8 -0.0013428 96.665 0.51868 -4.836
225.5 -0.0013886 96.883 0.5188 -4.6875
230.33 -0.0014343 97.063 0.51886 -4.6563
235.29 -0.0015183 97.493 0.51868 -4.6641
240.1 -0.0014496 97.172 0.51862 -4.711
244.97 -0.0013886 96.86 0.51856 -4.7735
249.86 -0.0013008 96.438 0.51831 -5.0078
254.93 -0.0011101 95.501 0.51825 -5.086
259.85 -0.00094223 94.743 0.51795 -5.375
265.19 -0.0007515 93.782 0.51758 -5.5
270.38 -0.00071335 93.563 0.51807 -4.7188
275.55 -0.00047684 92.383 0.51801 -4.7657
280.55 -0.00020599 90.993 0.51734 -5.6172
