Alpha(207mT) X DEG X DEG
0.33 0.00014305 -88.188 0.13269 0.57032
4.95 0.00013733 -88.258 0.13263 0.70313
10.74 0.00010872 -88.571 0.13263 0.82813
15.51 5.7221E-5 -89.251 0.13269 0.65625
20.33 8.2017E-5 -88.954 0.13263 0.71875
25.03 6.6758E-5 -89.11 0.13269 0.74219
29.88 2.4796E-5 -89.633 0.13269 0.67188
35.78 4.0055E-5 -89.493 0.13275 0.58594
40.62 2.861E-5 -89.633 0.13275 0.64063
45.24 1.3352E-5 -89.766 0.13275 0.64063
50.19 0 -90.001 0.13263 0.67188
55.1 3.4332E-5 -89.594 0.13269 0.72657
59.87 3.0518E-5 -89.579 0.13269 0.77344
65.74 2.4796E-5 -89.633 0.13281 0.64063
70.61 5.5313E-5 -89.297 0.13275 0.63282
75.67 8.2017E-5 -88.93 0.13281 0.65625
80.63 7.6294E-5 -89.001 0.13281 0.61719
84.84 9.7275E-5 -88.743 0.13281 0.58594
90.17 0.00014305 -88.204 0.13287 0.55469
95.43 0.00016022 -87.93 0.13294 0.5
100.55 0.00018692 -87.61 0.13306 0.52344
105.52 0.0002079 -87.399 0.13306 0.45313
110.74 0.00022698 -87.118 0.13312 0.53907
115.67 0.00021935 -87.188 0.13312 0.61719
120.83 0.00022316 -87.172 0.13312 0.46875
124.87 0.00023079 -87.094 0.13318 0.51563
129.94 0.00025559 -86.751 0.13306 0.5
134.97 0.00024414 -86.899 0.13312 0.48438
140.15 0.00024987 -86.876 0.13318 0.42969
145.31 0.00024796 -86.883 0.13306 0.48438
150.33 0.00022316 -87.172 0.13318 0.39844
155.35 0.00021744 -87.251 0.13306 0.33594
160.41 0.00021553 -87.282 0.13294 0.40625
165.43 0.00019264 -87.532 0.13287 0.58594
170.55 0.00015831 -87.946 0.13281 0.46875
175.58 0.00013924 -88.243 0.13281 0.58594
180.67 0.00011826 -88.485 0.13263 0.6875
185.75 7.8202E-5 -88.954 0.13257 0.67188
189.81 5.7221E-5 -89.274 0.13263 0.58594
