Alpha(50mT) X DEG X DEG
0.2 -5.7221E-5 90.329 0.51319 -5.9532
5.01 -0.0003891 92.274 0.51325 -5.9453
9.78 -0.00062561 93.657 0.51331 -5.8828
14.66 -0.00082779 94.836 0.51319 -5.8985
20.55 -0.0010796 96.266 0.51331 -5.8516
25.1 -0.0012016 96.938 0.51331 -5.8125
29.95 -0.0012474 97.204 0.51343 -5.7266
34.87 -0.0013237 97.672 0.51325 -5.8125
40.29 -0.0012817 97.43 0.51331 -5.7969
45.28 -0.0012169 97.016 0.51331 -5.7266
49.72 -0.0011406 96.602 0.51343 -5.7735
55.38 -0.0011253 96.524 0.51313 -5.7969
60.13 -0.0010071 95.829 0.51343 -5.6719
64.95 -0.00083924 94.844 0.51343 -5.6719
70.47 -0.00053788 93.11 0.51343 -5.6719
75.53 -0.00039673 92.274 0.51343 -5.6563
80.51 -8.0109E-5 90.446 0.51325 -5.7969
85.78 0.00028992 88.274 0.51331 -5.7266
89.74 0.00052643 86.836 0.51325 -5.8516
95.07 0.00082398 85.118 0.51331 -5.7735
100.31 0.0010491 83.805 0.51337 -5.7891
105.56 0.0012322 82.618 0.51325 -5.7578
109.76 0.0012817 82.313 0.51331 -5.7032
115.28 0.0014305 81.461 0.51325 -5.7735
120.24 0.0015564 80.719 0.51337 -5.6719
125.66 0.0015793 80.493 0.51331 -5.7188
130.64 0.0014992 80.977 0.51331 -5.7813
134.96 0.0014763 81.141 0.51325 -5.7735
139.98 0.0014649 81.188 0.51331 -5.7032
145.04 0.001461 81.266 0.51331 -5.8438
150.13 0.0013847 81.79 0.51337 -5.8282
155.11 0.0011864 82.922 0.51331 -5.7188
160.13 0.00095368 84.196 0.51325 -5.7813
165.31 0.0008049 85.219 0.51349 -5.6953
170.46 0.00060273 86.446 0.51343 -5.7891
175.41 0.00028992 88.251 0.51337 -5.8125
180.5 -0.00013352 90.758 0.51349 -5.586
185.59 -0.00042725 92.493 0.51331 -5.7422
189.73 -0.00060273 93.532 0.51343 -5.7188
195.59 -0.00088501 95.157 0.51331 -5.8985
200.58 -0.0011368 96.649 0.51319 -5.8438
204.76 -0.001133 96.547 0.51331 -5.8516
210.64 -0.0012665 97.399 0.51325 -5.8438
215.29 -0.0013733 97.954 0.51313 -5.8907
220 -0.0013771 97.969 0.51331 -5.7188
225.07 -0.0013237 97.633 0.51331 -5.6797
230.76 -0.0012474 97.227 0.51313 -5.8672
235.66 -0.0012703 97.383 0.51325 -5.711
240.44 -0.0010529 96.149 0.51306 -5.8672
245.47 -0.0009079 95.313 0.51306 -5.7969
250.29 -0.00073624 94.258 0.51313 -5.7735
255.27 -0.00046921 92.751 0.51325 -5.8047
260.31 -0.00014114 90.821 0.51319 -5.8203
265.31 0.00011826 89.243 0.51313 -5.836
270.42 0.00046921 87.219 0.51306 -5.9297
275.43 0.00075531 85.54 0.51331 -5.7969
280.53 0.00097657 84.165 0.51325 -5.75
285.7 0.0010796 83.547 0.51319 -5.7891
289.81 0.0012131 82.766 0.51325 -5.7422
295.59 0.0014229 81.579 0.51331 -5.7813
299.91 0.0014305 81.446 0.51331 -5.7657
304.84 0.0014229 81.477 0.51319 -5.8282
309.79 0.0015068 81.04 0.51331 -5.711
315.08 0.0014839 81.04 0.51306 -5.8516
320.33 0.0013657 81.852 0.51313 -5.7344
325.3 0.0013161 82.165 0.513 -5.8203
330.31 0.0011864 82.868 0.51319 -5.6875
335.64 0.0011292 83.211 0.51306 -5.9219
340.66 0.00088883 84.68 0.51313 -5.8516
345.61 0.00068283 85.93 0.51337 -5.6719
350.69 0.00050354 86.961 0.51331 -5.7188
354.75 0.00019836 88.813 0.51331 -5.711
360.21 -0.0001297 90.758 0.51331 -5.7422
0.2 -0.0001297 90.758 0.51331 -5.7735
5.01 -0.00041962 92.477 0.51313 -5.8438
9.78 -0.00070572 94.118 0.51325 -5.8985
14.66 -0.00094986 95.485 0.51337 -5.7266
20.55 -0.0011406 96.586 0.51331 -5.7578
25.1 -0.0012169 97.094 0.51313 -5.9297
29.95 -0.0013466 97.766 0.51313 -5.8672
34.87 -0.0013352 97.704 0.51331 -5.7422
40.29 -0.0013504 97.836 0.51313 -5.7969
45.28 -0.0013542 97.852 0.51325 -5.7344
