##Alpha(50mT) X DEG X DEG
0.2 0.00011826 89.102 0.32941 0.58594
5.01 -0.00012589 90.969 0.32941 0.5625
9.78 -0.00026036 92.086 0.32953 0.61719
14.66 -0.00028229 92.172 0.32935 0.63282
20.55 -0.00040722 93.266 0.32947 0.59375
25.1 -0.00045491 93.555 0.32953 0.57032
29.95 -0.00055409 94.383 0.32953 0.48438
34.87 -0.00046921 93.61 0.32947 0.63282
40.29 -0.00047398 93.782 0.32953 0.58594
45.28 -0.00051499 93.977 0.32953 0.51563
49.72 -0.00057984 94.508 0.32947 0.625
55.38 -0.00061226 94.766 0.32953 0.77344
60.13 -0.00040913 93.165 0.32929 0.71875
64.95 -0.0004015 93.141 0.32953 0.61719
70.47 -0.00025368 91.946 0.32947 0.73438
75.53 -3.2425E-5 90.18 0.32947 0.66407
80.51 0.00035095 87.266 0.32965 0.57813
85.78 0.00042534 86.688 0.32947 0.57813
89.74 0.00056363 85.649 0.32953 0.5625
95.07 0.00081063 83.649 0.32977 0.60938
100.31 0.00081539 83.54 0.32953 0.64063
105.56 0.0010367 81.938 0.32953 0.59375
109.76 0.0010634 81.782 0.32959 0.63282
115.28 0.0012131 80.336 0.32953 0.64844
120.24 0.0010386 81.876 0.32947 0.63282
125.66 0.0012665 80.11 0.32959 0.50782
130.64 0.001379 79.485 0.32971 0.71094
134.96 0.0012102 80.649 0.32953 0.64063
139.98 0.0012178 80.571 0.32965 0.60938
145.04 0.0011864 80.876 0.32965 0.63282
150.13 0.0010319 81.821 0.32977 0.60938
155.11 0.00093842 82.516 0.32965 0.59375
160.13 0.0009079 82.977 0.32971 0.60938
165.31 0.00086308 83.258 0.32977 0.59375
170.46 0.00068665 84.618 0.32953 0.625
175.41 0.00058461 85.446 0.32965 0.53907
180.5 0.00026226 87.993 0.32947 0.65625
185.59 0.0003233 87.422 0.32947 0.54688
189.73 -0.00012112 90.938 0.32947 0.61719
195.59 -0.00024605 91.946 0.32941 0.59375
200.58 -0.00030613 92.422 0.32947 0.67188
204.76 -0.00035381 92.836 0.32941 0.65625
210.64 -0.00048733 93.751 0.32935 0.58594
215.29 -0.00057602 94.501 0.32953 0.53907
220 -0.00048352 93.758 0.32959 0.69532
225.07 -0.00058747 94.563 0.32935 0.57032
230.76 -0.00051213 94.024 0.32971 0.70313
235.66 -0.00032234 92.586 0.32947 0.59375
240.44 -0.00025654 91.961 0.32971 0.59375
245.47 -0.00017738 91.368 0.32965 0.63282
250.29 -0.0001154 90.961 0.32971 0.60938
255.27 3.0518E-5 89.704 0.32953 0.77344
260.31 2.1935E-5 89.829 0.32959 0.61719
265.31 0.00041676 86.672 0.32947 0.60938
270.42 0.00049401 86.063 0.32965 0.64844
275.43 0.00062848 84.954 0.32947 0.57032
280.53 0.00083256 83.571 0.32947 0.67969
285.7 0.0010271 81.985 0.32959 0.44531
289.81 0.00096512 82.618 0.32947 0.49219
295.59 0.001214 80.524 0.32947 0.55469
299.91 0.001174 80.766 0.32941 0.625
