##Alpha(50mT) X DEG X DEG
0.2 8.0109E-5 89.461 0.331 0.52344
5.01 7.9155E-5 89.438 0.331 0.375
9.78 -0.00036621 92.469 0.33112 0.57032
14.66 -0.00051308 93.524 0.33087 0.51563
20.55 -0.00054074 93.524 0.33106 0.50782
25.1 -0.00076485 95.18 0.33087 0.48438
29.95 -0.00090218 96.11 0.33094 0.66407
34.87 -0.00090504 96.04 0.33106 0.53907
40.29 -0.00088406 95.93 0.331 0.53907
45.28 -0.00088501 96.008 0.33118 0.57032
49.72 -0.00080681 95.368 0.33112 0.4375
55.38 -0.00075245 95.094 0.33106 0.5
60.13 -0.00064564 94.376 0.33112 0.59375
64.95 -0.00047779 93.18 0.33112 0.60157
70.47 -0.00034142 92.251 0.33112 0.58594
75.53 -4.2916E-5 90.305 0.33112 0.55469
80.51 -2.9564E-5 90.165 0.33118 0.63282
85.78 0.0002203 88.547 0.331 0.66407
89.74 0.00070191 85.251 0.33124 0.50782
95.07 0.00068951 85.376 0.33106 0.63282
100.31 0.00099469 83.336 0.33112 0.63282
105.56 0.0010471 82.915 0.33124 0.5
109.76 0.0013027 81.438 0.33118 0.51563
115.28 0.0012293 81.907 0.33106 0.53125
120.24 0.0013418 81.118 0.33094 0.41406
125.66 0.0013971 80.782 0.33118 0.59375
130.64 0.001379 80.79 0.33118 0.41406
134.96 0.0013828 80.883 0.331 0.39063
139.98 0.0012608 81.665 0.33094 0.45313
145.04 0.0014153 80.594 0.33094 0.50782
150.13 0.001255 81.641 0.33112 0.47656
155.11 0.0011654 82.126 0.331 0.50782
160.13 0.0010529 83.055 0.331 0.50782
165.31 0.0010901 82.766 0.33112 0.41406
170.46 0.00077725 84.805 0.331 0.53907
175.41 0.00050831 86.579 0.331 0.59375
180.5 0.00025368 88.274 0.331 0.57813
185.59 0.00014782 89.008 0.33118 0.38281
189.73 -3.3379E-5 90.204 0.33106 0.44531
195.59 -0.00038815 92.594 0.331 0.57813
200.58 -0.00051785 93.524 0.33112 0.5625
204.76 -0.00046826 93.086 0.33112 0.46094
210.64 -0.00070954 94.782 0.33112 0.50782
215.29 -0.00063992 94.274 0.33112 0.51563
220 -0.00078965 95.336 0.331 0.54688
225.07 -0.00076771 95.172 0.331 0.5625
230.76 -0.0006485 94.305 0.33094 0.53907
235.66 -0.00066758 94.493 0.331 0.52344
240.44 -0.00062561 94.141 0.331 0.61719
245.47 -0.00032234 92.18 0.33106 0.49219
250.29 -0.00032139 92.133 0.33112 0.48438
255.27 -6.5804E-5 90.454 0.331 0.53907
260.31 3.8147E-6 89.961 0.33087 0.48438
265.31 0.00021458 88.555 0.33087 0.57813
270.42 0.00046826 86.883 0.331 0.53907
275.43 0.00085926 84.196 0.331 0.48438
280.53 0.0010033 83.282 0.33112 0.51563
285.7 0.0010929 82.711 0.33112 0.58594
289.81 0.0011015 82.657 0.33087 0.51563
295.59 0.0012417 81.711 0.33112 0.48438
299.91 0.0013285 81.165 0.33124 0.39063
