#Alpha(207mT) X DEG X DEG
0.33 -0.0026169 90.735 0.17709 1.3203
4.95 -0.0045395 91.274 0.17706 1.4531
10.74 -0.0054703 91.532 0.177 1.5
15.51 -0.0063324 91.782 0.177 1.4922
20.33 -0.0066681 91.876 0.177 1.4688
25.03 -0.0067368 91.883 0.17706 1.4219
29.88 -0.0072098 92.032 0.17697 1.4688
35.78 -0.007164 92.016 0.17685 1.4844
40.62 -0.0083924 92.36 0.17676 1.625
45.24 -0.0082246 92.305 0.17664 1.6016
50.19 -0.0080949 92.282 0.17676 1.5938
55.1 -0.0080872 92.274 0.17673 1.6406
59.87 -0.0084229 92.368 0.1767 1.7031
65.74 -0.0071182 92.001 0.17673 1.5938
70.61 -0.0053177 91.501 0.1767 1.4219
75.67 -0.0046006 91.297 0.17676 1.4219
80.63 -0.0026245 90.735 0.17682 1.2344
84.84 -0.0008545 90.243 0.17685 1.1875
90.17 0.00035858 89.891 0.17685 1.1563
95.43 0.0015793 89.547 0.17688 1.1719
100.55 0.0026779 89.235 0.17694 1.0938
105.52 0.0038376 88.907 0.17719 0.98438
110.74 0.0050354 88.571 0.17728 0.89844
115.67 0.0048294 88.641 0.17731 1.0078
120.83 0.0049897 88.586 0.17734 0.96875
124.87 0.0057221 88.383 0.17743 0.88282
129.94 0.0058594 88.344 0.17746 0.875
134.97 0.0063858 88.196 0.17752 0.80469
140.15 0.0064774 88.165 0.17764 0.74219
145.31 0.0063782 88.196 0.17764 0.74219
150.33 0.0065461 88.157 0.17783 0.66407
155.35 0.0054779 88.461 0.17783 0.74219
160.41 0.0047608 88.649 0.1778 0.79688
165.43 0.0028992 89.18 0.17777 0.97657
170.55 0.0012741 89.633 0.17764 1.1484
175.58 -0.00020599 90.055 0.17764 1.2422
180.67 -0.0019074 90.524 0.17764 1.3047
185.75 -0.0031052 90.86 0.17755 1.3672
189.81 -0.0049515 91.391 0.17746 1.5078
195.65 -0.0061722 91.727 0.1774 1.5703
200.44 -0.0067063 91.876 0.17737 1.5313
205.23 -0.0071793 92.016 0.17731 1.5078
210.07 -0.007988 92.235 0.17725 1.5703
215.02 -0.0074387 92.086 0.17725 1.4688
220.8 -0.0085145 92.391 0.17719 1.5859
225.5 -0.0089265 92.493 0.17706 1.625
230.33 -0.0088273 92.477 0.17713 1.6328
235.29 -0.009575 92.688 0.17697 1.7266
240.1 -0.0085068 92.383 0.177 1.6016
244.97 -0.008812 92.469 0.177 1.6172
249.86 -0.0076981 92.157 0.177 1.5625
254.93 -0.0062943 91.766 0.17713 1.4531
259.85 -0.0050049 91.399 0.17706 1.3516
265.19 -0.0032807 90.915 0.17713 1.2734
270.38 -0.0011749 90.321 0.17719 1.1406
275.55 0.00045777 89.868 0.17731 1.0781
280.55 0.00061035 89.821 0.17731 1.1094
285.57 0.0021744 89.376 0.17746 1.0078
290.77 0.0019989 89.43 0.17743 1.1016
295.75 0.0030213 89.141 0.17755 0.95313
299.81 0.0035019 89.001 0.17764 0.92969
304.92 0.0038758 88.907 0.17764 0.89063
310 0.0040894 88.844 0.17771 0.85157
315.24 0.0042267 88.805 0.17774 0.85157
320.32 0.004776 88.649 0.17792 0.70313
325.41 0.0053711 88.477 0.17804 0.61719
330.43 0.0054398 88.461 0.17807 0.55469
335.31 0.0041581 88.821 0.17804 0.75
340.56 0.0028687 89.196 0.17792 0.94532
345.36 0.0013809 89.602 0.17789 1.0391
350.51 0.00064087 89.813 0.17786 1.1016
355.65 -0.0012055 90.329 0.1778 1.25
360.33 -0.0025711 90.719 0.1778 1.2969
0.33 -0.0027466 90.758 0.17774 1.3906
4.95 -0.0043335 91.219 0.17767 1.5
10.74 -0.0052185 91.461 0.17767 1.4688
15.51 -0.0057984 91.626 0.17761 1.4609
20.33 -0.0071946 92.024 0.17752 1.5391
25.03 -0.0073624 92.063 0.17746 1.5313
29.88 -0.0078507 92.211 0.17752 1.5078
35.78 -0.0086365 92.422 0.17737 1.6016
40.62 -0.008606 92.407 0.17737 1.6016
45.24 -0.0083085 92.336 0.17734 1.5938
50.19 -0.0080338 92.258 0.17725 1.6094
55.1 -0.0082093 92.305 0.17722 1.6328
59.87 -0.0077591 92.18 0.17722 1.6172
65.74 -0.0065842 91.844 0.17722 1.4922
70.61 -0.0058213 91.641 0.17725 1.4453
75.67 -0.0048294 91.352 0.17719 1.4531
80.63 -0.0040436 91.133 0.17713 1.4922
84.84 -0.0017243 90.469 0.17725 1.2891
90.17 -6.1036E-5 90.008 0.17725 1.2344
95.43 0.0015412 89.563 0.17737 1.1953
100.55 0.0028381 89.188 0.17746 1.0781
105.52 0.0042496 88.797 0.17752 0.97657
110.74 0.0040131 88.86 0.17749 1.1094
115.67 0.0046616 88.688 0.17755 1.0469
120.83 0.0054398 88.461 0.17771 0.92969
124.87 0.0059204 88.329 0.17783 0.85157
129.94 0.0061264 88.266 0.17792 0.82032
134.97 0.0061188 88.274 0.17789 0.79688
140.15 0.0055084 88.446 0.17789 0.85157
145.31 0.005394 88.477 0.17792 0.77344
150.33 0.0057526 88.383 0.17801 0.76563
155.35 0.0056916 88.399 0.17807 0.73438
160.41 0.0044861 88.727 0.1781 0.82813
165.43 0.0028458 89.204 0.17795 1.0391
170.55 0.00086976 89.751 0.17789 1.1875
175.58 -0.00093842 90.266 0.17783 1.3438
180.67 -0.0024414 90.68 0.1778 1.3906
