I1(135deg) X DEG X DEG
-10 0.0044585 7.3672 0.90302 -0.49219
-9.9 0.0044909 6.8282 0.90375 -0.44531
-9.8 0.0046063 7.3438 0.90381 -0.46094
-9.7 0.0045643 5.8672 0.90326 -0.49219
-9.6 0.0043002 7.9453 0.90418 -0.44531
-9.5 0.004036 6.7266 0.90369 -0.46875
-9.4 0.0042649 7.9063 0.90436 -0.44531
-9.3 0.0041437 7.625 0.90381 -0.46875
-9.2 0.0041151 5.9922 0.90339 -0.46875
-9.1 0.0039177 8.5001 0.90393 -0.46094
-9 0.0038691 8.4219 0.90369 -0.46875
-8.9 0.0037947 8.5157 0.90363 -0.46094
-8.8 0.0039759 7.5469 0.904 -0.44531
-8.7 0.0040551 6.7578 0.90339 -0.46875
-8.6 0.0039091 8.7032 0.90363 -0.46094
-8.5 0.0039196 8.8282 0.90491 -0.42969
-8.4 0.0038281 8.9923 0.90473 -0.4375
-8.3 0.004077 8.4766 0.90436 -0.4375
-8.2 0.0039339 8.4298 0.90375 -0.46094
-8.1 0.0040999 8.0001 0.9043 -0.44531
-8 0.0042305 6.2422 0.90363 -0.45313
-7.9 0.0040455 6.5938 0.90332 -0.46875
-7.8 0.0039349 6.6407 0.9029 -0.47656
-7.7 0.0037804 6.1016 0.90296 -0.48438
-7.6 0.0036383 4.8985 0.90247 -0.50782
-7.5 0.0035524 7.211 0.90314 -0.46875
-7.4 0.0035524 6.4063 0.90302 -0.47656
-7.3 0.0037336 6.2266 0.9032 -0.48438
-7.2 0.0037594 8.086 0.90461 -0.44531
-7.1 0.0036831 7.5469 0.90393 -0.46875
-7 0.0039711 7.7735 0.90467 -0.45313
-6.9 0.0039549 7.0078 0.90406 -0.46094
-6.8 0.0040198 5.875 0.90503 -0.4375
-6.7 0.0038204 5.9297 0.90345 -0.46875
-6.6 0.0038872 4.5078 0.90302 -0.49219
-6.5 0.0037489 5.6797 0.90284 -0.49219
-6.4 0.0038796 6.5625 0.90381 -0.46094
-6.3 0.0039339 5.8438 0.90381 -0.46875
-6.2 0.0039482 4.7032 0.90339 -0.47656
-6.1 0.0038185 5.5078 0.90332 -0.46875
-6 0.0040741 5.375 0.90393 -0.46875
-5.9 0.0040818 4.5625 0.90302 -0.49219
-5.8 0.0042572 5.6641 0.90406 -0.46094
-5.7 0.0039425 5.8125 0.90332 -0.46875
-5.6 0.0040799 5.0078 0.90308 -0.49219
-5.5 0.0037804 4.3907 0.90259 -0.49219
-5.4 0.0037298 5.4532 0.90308 -0.48438
-5.3 0.0038758 4.6563 0.9029 -0.49219
-5.2 0.0039931 4.7813 0.90302 -0.47656
-5.1 0.003974 4.7969 0.90302 -0.48438
-5 0.0039864 4.9063 0.90375 -0.46875
-4.9 0.0040045 3.3438 0.90296 -0.49219
-4.8 0.0039425 3.8594 0.9029 -0.49219
-4.7 0.0039282 4.7578 0.90332 -0.46875
-4.6 0.003973 3.5859 0.90253 -0.49219
-4.5 0.004117 2.2422 0.90192 -0.52344
-4.4 0.0039959 3.6172 0.90253 -0.49219
-4.3 0.0041399 4.3907 0.90308 -0.46875
-4.2 0.0041723 4.0078 0.90241 -0.49219
-4.1 0.0041104 4.3438 0.90271 -0.47656
-4 0.0041104 3.4844 0.90198 -0.49219
-3.9 0.0042992 3.1641 0.9018 -0.5
-3.8 0.00422 1.6016 0.90131 -0.53125
-3.7 0.0039444 2.5 0.90216 -0.50782
-3.6 0.0037852 1.4688 0.90168 -0.51563
-3.5 0.0036278 1.9609 0.90155 -0.52344
-3.4 0.0035544 2.5703 0.90162 -0.52344
-3.3 0.0033856 3.9922 0.90192 -0.50782
-3.2 0.0032273 2.1641 0.90149 -0.51563
-3.1 0.0028095 3.6406 0.90149 -0.5
-3 0.0028248 4.8125 0.90192 -0.49219
-2.9 0.003027 4.5547 0.90204 -0.5
-2.8 0.0032501 3.8594 0.90155 -0.52344
-2.7 0.0033798 3.4688 0.90186 -0.50782
-2.6 0.0034924 3.3594 0.90235 -0.49219
-2.5 0.0034161 0.95313 0.90125 -0.52344
-2.4 0.0037031 2.2891 0.90162 -0.50782
-2.3 0.0037308 3.125 0.9021 -0.5
-2.2 0.0035315 1.5469 0.90155 -0.51563
-2.1 0.0035887 2.5078 0.90186 -0.49219
-2 0.0033713 1.4766 0.90125 -0.52344
-1.9 0.0035973 3.5234 0.90229 -0.49219
-1.8 0.0037603 2.7656 0.90204 -0.49219
-1.7 0.0036555 1.5938 0.90137 -0.50782
-1.6 0.003726 0.97657 0.90143 -0.51563
-1.5 0.0036736 0.67969 0.90119 -0.52344
-1.4 0.003809 0.50782 0.90113 -0.52344
-1.3 0.003665 0.28125 0.90101 -0.52344
-1.2 0.003603 3.0703 0.90192 -0.49219
-1.1 0.0033369 1.8672 0.90119 -0.5
-1 0.0031939 2.4531 0.90149 -0.48438
-0.9 0.0032673 2.1484 0.90131 -0.50782
-0.8 0.0030985 1.0938 0.90125 -0.5
-0.7 0.0031586 2.4141 0.90143 -0.49219
-0.6 0.0034304 1.1797 0.90113 -0.5
-0.5 0.0034685 4.7813 0.90204 -0.48438
-0.4 0.0034466 2.2266 0.90149 -0.48438
-0.3 0.0034485 1.1328 0.90107 -0.5
-0.2 0.0036488 1.8828 0.90155 -0.49219
-0.1 0.0037079 2.0234 0.90125 -0.49219
5.5511151E-16 0.0036726 -1.1484 0.90033 -0.52344
0.1 0.003954 1.5781 0.90088 -0.51563
0.2 0.0038672 -0.63282 0.90046 -0.52344
0.3 0.0039578 -1.7188 0.90039 -0.52344
0.4 0.0039864 -0.054688 0.90107 -0.50782
0.5 0.0039416 0.21875 0.90113 -0.52344
0.6 0.0038805 -0.34375 0.90094 -0.51563
0.7 0.003933 1.6797 0.90198 -0.47656
0.8 0.0037031 1.9844 0.90216 -0.49219
0.9 0.0023575 -0.46094 0.90113 -0.52344
1 -0.0018234 -178.45 0.90113 -0.50782
1.1 0.0027981 1.3594 0.90198 -0.48438
1.2 0.0039282 0.39063 0.90162 -0.50782
1.3 0.0038376 -0.46875 0.90131 -0.50782
1.4 0.0035639 -1.7656 0.90119 -0.52344
1.5 0.0038367 0.14844 0.9018 -0.49219
1.6 0.0038052 0.125 0.9018 -0.49219
1.7 0.0037174 -2.9453 0.90143 -0.52344
1.8 0.0039702 0.39063 0.9021 -0.49219
1.9 0.0038252 -0.3125 0.90192 -0.5
2 0.0038157 -1.0859 0.90168 -0.49219
2.1 0.0039015 0.47656 0.90259 -0.46875
2.2 0.004015 -0.10156 0.90235 -0.48438
2.3 0.0036659 -3.0703 0.90137 -0.52344
2.4 0.0034456 -1.1953 0.90168 -0.49219
2.5 0.0035391 -1.0234 0.90198 -0.49219
2.6 0.0032864 0.35938 0.90229 -0.5
2.7 0.0032683 -1.3047 0.90204 -0.49219
2.8 0.0032997 0.32031 0.90259 -0.47656
2.9 0.0033989 -2.8203 0.9021 -0.50782
3 0.0036545 -0.054688 0.90277 -0.49219
3.1 0.0035372 -1.7891 0.90223 -0.5
3.2 0.0038471 0.30469 0.90277 -0.49219
3.3 0.0039139 -0.093751 0.90265 -0.48438
3.4 0.0036497 -1.7578 0.90229 -0.5
3.5 0.0034981 -1.8906 0.90241 -0.49219
3.6 0.003685 -0.21094 0.90277 -0.48438
3.7 0.0035114 -3.6563 0.90186 -0.50782
3.8 0.0035324 -2.9453 0.90241 -0.49219
3.9 0.0038576 -1.7578 0.90271 -0.5
4 0.0038462 -0.70313 0.90265 -0.49219
4.1 0.0039664 0.35938 0.90363 -0.44531
4.2 0.0041266 0.39063 0.90332 -0.45313
4.3 0.0041991 -0.23438 0.90277 -0.48438
4.4 0.0041819 -0.90625 0.90277 -0.47656
4.5 0.0041857 -1.6953 0.90271 -0.48438
4.6 0.0042944 -0.60938 0.9029 -0.48438
4.7 0.0041037 -2.1875 0.90265 -0.49219
4.8 0.0039931 -1.8203 0.90277 -0.48438
4.9 0.0039864 -1.5547 0.9029 -0.48438
5 0.0040026 -1.1328 0.90314 -0.46875
5.1 0.0038462 -1.5313 0.90326 -0.47656
5.2 0.0038405 -1.1172 0.90375 -0.46875
5.3 0.0038605 -1.8281 0.9032 -0.49219
5.4 0.0039206 -1.3047 0.90339 -0.46875
5.5 0.0038252 -0.625 0.90375 -0.46875
5.6 0.0040198 -2.1797 0.90345 -0.46875
5.7 0.0040579 -2 0.90332 -0.47656
5.8 0.0039521 -0.67969 0.90418 -0.45313
5.9 0.0038758 -1.4453 0.9043 -0.44531
6 0.0038557 -1.4141 0.9043 -0.45313
6.1 0.0034781 -3.4766 0.90363 -0.46875
6.2 0.0033312 -3.3984 0.90381 -0.47656
6.3 0.0037632 1.2813 0.90607 -0.41406
6.4 0.0035544 -1.8359 0.90393 -0.46875
6.5 0.0037308 -0.82032 0.90473 -0.44531
6.6 0.0038099 -1.8203 0.90479 -0.46094
6.7 0.0040007 -2.4688 0.90485 -0.45313
6.8 0.0039635 -2.5313 0.90455 -0.46875
6.9 0.004118 -3.0234 0.90516 -0.44531
7 0.0041466 -2.875 0.90491 -0.46875
7.1 0.0041561 -2.6797 0.90491 -0.46875
7.2 0.0040331 -2.9688 0.90491 -0.46875
7.3 0.0041819 -2.9688 0.90509 -0.46875
7.4 0.0042601 -2.7422 0.90564 -0.46875
7.5 0.0042611 -2.4453 0.90534 -0.46875
7.6 0.0041561 -3.0469 0.90558 -0.45313
7.7 0.0045386 -1.7344 0.90638 -0.46094
7.8 0.0043555 -3.4609 0.90546 -0.48438
7.9 0.0043946 -3.5938 0.90577 -0.45313
8 0.0044814 -2.6328 0.90601 -0.44531
8.1 0.0045472 -1.1172 0.90631 -0.44531
8.2 0.004468 -1.8672 0.90601 -0.44531
8.3 0.0046158 -0.28906 0.90656 -0.41406
8.4 0.0044585 -0.98438 0.90564 -0.44531
8.5 0.0047379 -0.57032 0.90625 -0.42969
8.6 0.0047808 -0.92969 0.90638 -0.42188
8.7 0.0048123 -0.61719 0.9065 -0.4375
8.8 0.0048151 -0.79688 0.90607 -0.45313
8.9 0.0049677 -1.2031 0.90619 -0.44531
9 0.0048294 -1.5156 0.90595 -0.44531
9.1 0.0050364 -0.85938 0.90625 -0.44531
9.2 0.004961 -1.7031 0.90558 -0.46875
9.3 0.0050526 -0.59375 0.90656 -0.42188
9.4 0.0051604 -1.6172 0.90613 -0.4375
9.5 0.0051384 -2.0938 0.90589 -0.4375
9.6 0.0051222 -2.7109 0.90583 -0.45313
9.7 0.0050955 -2.3438 0.90601 -0.45313
9.8 0.005107 -1.3672 0.90668 -0.42969
9.9 0.0051537 -2.7422 0.90619 -0.44531
