I1(135deg) X DEG X DEG
9.9 0.004879 -1.8672 0.90772 -0.39844
9.8 0.0051604 -1.6563 0.90815 -0.39063
9.7 0.0048476 -3.5234 0.90692 -0.4375
9.6 0.0050297 -1.4453 0.90815 -0.41406
9.5 0.0049439 -1.7656 0.90778 -0.39844
9.4 0.0048218 -2.6953 0.90772 -0.41406
9.3 0.0049467 -3.0547 0.90796 -0.41406
9.2 0.0049038 -2.5469 0.90735 -0.40625
9.1 0.0049105 -3.4922 0.90711 -0.42969
9 0.0050135 -3.5234 0.90705 -0.42969
8.9 0.0050679 -3.7813 0.9068 -0.44531
8.8 0.0052681 -3.3984 0.90692 -0.42188
8.7 0.005271 -2.9922 0.90705 -0.42969
8.6 0.0054503 -3.1875 0.90711 -0.42188
8.5 0.0054798 -3.0859 0.9068 -0.42969
8.4 0.0054121 -4.1563 0.90692 -0.42188
8.3 0.0057898 -2.0625 0.90839 -0.39063
8.2 0.0055981 -3.2031 0.90711 -0.41406
8.1 0.0055151 -3.4063 0.90729 -0.41406
8 0.0053683 -3.9531 0.90748 -0.42188
7.9 0.00521 -5.6563 0.90686 -0.44531
7.8 0.0052939 -3.2422 0.90741 -0.41406
7.7 0.0053139 -3.375 0.90748 -0.41406
7.6 0.0051489 -4.3047 0.90729 -0.42188
7.5 0.0052338 -2.7188 0.9079 -0.39844
7.4 0.0052309 -3.1953 0.90766 -0.41406
7.3 0.0053683 -3.6484 0.9079 -0.40625
7.2 0.0053578 -3.9766 0.90748 -0.41406
7.1 0.0054245 -2.8359 0.9076 -0.40625
7 0.0054598 -2.3828 0.90827 -0.38281
6.9 0.0053387 -3.875 0.90735 -0.41406
6.8 0.0055495 -2.9375 0.90778 -0.39844
6.7 0.0055857 -3.3594 0.90766 -0.39844
6.6 0.0055657 -4.7891 0.90748 -0.41406
6.5 0.0055943 -3.4766 0.90772 -0.39844
6.4 0.0055971 -2.9141 0.9076 -0.39063
6.3 0.0055542 -3.375 0.9079 -0.39063
6.2 0.0054703 -3.7969 0.90796 -0.39063
6.1 0.0055418 -2.3984 0.90839 -0.36719
6 0.0055924 -2.6563 0.90863 -0.36719
5.9 0.005621 -4.6875 0.90772 -0.39063
5.8 0.0057898 -3.0781 0.90845 -0.38281
5.7 0.0058203 -2.8359 0.90845 -0.36719
5.6 0.0057097 -3.6563 0.90827 -0.39063
5.5 0.0058718 -3.5703 0.90888 -0.36719
5.4 0.0061474 -2.7109 0.90931 -0.35938
5.3 0.0060349 -2.9922 0.90906 -0.35938
5.2 0.0060377 -3.1172 0.90906 -0.375
5.1 0.0060492 -3.3438 0.90863 -0.39063
5 0.0059843 -3.6406 0.90833 -0.375
4.9 0.0062647 -2.6406 0.90961 -0.35938
4.8 0.0060826 -3.8516 0.90857 -0.375
4.7 0.0061064 -3.6484 0.90851 -0.36719
4.6 0.0060587 -4.0782 0.90827 -0.39063
4.5 0.0061026 -3.75 0.90863 -0.38281
4.4 0.0061083 -3.3906 0.90863 -0.36719
4.3 0.005991 -2.9766 0.90863 -0.36719
4.2 0.0060387 -3.375 0.90894 -0.36719
4.1 0.0062123 -2.9531 0.90912 -0.35938
4 0.0061732 -3.625 0.90857 -0.375
3.9 0.0061655 -3.7734 0.90876 -0.36719
3.8 0.006217 -4.7266 0.90888 -0.39063
3.7 0.0063563 -3.2656 0.90925 -0.35938
3.6 0.0062857 -3.3828 0.90882 -0.36719
3.5 0.0063877 -2.6172 0.90973 -0.35156
3.4 0.0063391 -3.7266 0.90888 -0.375
3.3 0.0064125 -3.2344 0.90912 -0.36719
3.2 0.0063534 -3.7344 0.90906 -0.36719
3.1 0.0063429 -3.625 0.90949 -0.36719
3 0.0063124 -4.0938 0.909 -0.36719
2.9 0.0063477 -3.0078 0.90973 -0.35156
2.8 0.0063477 -3.3203 0.90986 -0.34375
2.7 0.0061779 -3.6641 0.90949 -0.35938
2.6 0.0061322 -3.5313 0.90943 -0.36719
2.5 0.0060978 -4.2578 0.90925 -0.36719
2.4 0.0062418 -3.2656 0.91022 -0.33594
2.3 0.0061598 -3.2188 0.90986 -0.34375
2.2 0.0060768 -4.0235 0.90906 -0.36719
2.1 0.0063143 -2.1953 0.91053 -0.32813
2 0.0063277 -3.2188 0.90986 -0.34375
1.9 0.0065241 -2.6172 0.91046 -0.32031
1.8 0.0066471 -1.5703 0.91156 -0.29688
1.7 0.0063696 -3.0313 0.91016 -0.34375
1.6 0.0064841 -2.2422 0.91083 -0.32813
1.5 0.0063391 -3.2734 0.9101 -0.34375
1.4 0.0063343 -3.5 0.91034 -0.34375
1.3 0.0064488 -2.5156 0.91089 -0.32031
1.2 0.0064049 -3.6016 0.91028 -0.34375
1.1 0.0062542 -3.9922 0.90979 -0.35156
1 0.0062285 -3.875 0.91016 -0.34375
0.9 0.006423 -3.5078 0.9101 -0.34375
0.8 0.0061655 -4.2266 0.90961 -0.34375
0.7 0.006361 -2.6016 0.91102 -0.3125
0.6 0.0064049 -3.4219 0.91053 -0.34375
0.5 0.006383 -2.7578 0.91053 -0.32813
0.4 0.0063992 -4.2422 0.90961 -0.35156
0.3 0.006568 -3.5234 0.91034 -0.34375
0.2 0.0066357 -3.0859 0.91016 -0.34375
0.1 0.0067435 -3.6875 0.91016 -0.34375
5.5511151E-16 0.0066653 -3.7031 0.9101 -0.34375
-0.1 0.0066605 -3.7578 0.9101 -0.34375
-0.2 0.0066023 -3.8047 0.9101 -0.34375
-0.3 0.0066805 -3.2578 0.91053 -0.32813
-0.4 0.0067006 -4.6563 0.90998 -0.34375
-0.5 0.006897 -2.8359 0.91059 -0.32031
-0.6 0.0067406 -2.8828 0.91046 -0.32031
-0.7 0.0068436 -2.7031 0.9112 -0.3125
-0.8 0.0068159 -2.9766 0.91083 -0.3125
-0.9 0.0063515 -3.7266 0.91034 -0.32031
-1 0.0013313 -16.578 0.9104 -0.3125
-1.1 0.0027838 -9.1329 0.91028 -0.34375
-1.2 0.0061531 -3.4141 0.91046 -0.32031
-1.3 0.0066176 -3.7578 0.91022 -0.32031
-1.4 0.0066099 -3.8594 0.91034 -0.32031
-1.5 0.0064392 -3.4453 0.91022 -0.32813
-1.6 0.006423 -3.2969 0.91046 -0.3125
-1.7 0.0064669 -3.75 0.91089 -0.3125
-1.8 0.0064946 -2.9766 0.91138 -0.30469
-1.9 0.0064192 -4.0313 0.91059 -0.32031
-2 0.0066099 -2.8125 0.91163 -0.28906
-2.1 0.0065699 -3.1875 0.91144 -0.29688
-2.2 0.0065098 -3.3281 0.91126 -0.32031
-2.3 0.0065422 -3.3516 0.91126 -0.30469
-2.4 0.0065823 -2.8047 0.91175 -0.29688
-2.5 0.0065556 -2.9844 0.91175 -0.28906
-2.6 0.0065422 -3.1172 0.91163 -0.29688
-2.7 0.0064802 -3.4688 0.91132 -0.30469
-2.8 0.0065594 -3.3438 0.91144 -0.30469
-2.9 0.006794 -1.8359 0.91315 -0.26563
-3 0.0066252 -2.7656 0.91163 -0.28906
-3.1 0.0067377 -2.5234 0.91199 -0.28125
-3.2 0.0068827 -2.9922 0.91205 -0.28906
-3.3 0.0068837 -2.6641 0.91156 -0.28906
-3.4 0.0070238 -1.9375 0.91248 -0.26563
-3.5 0.0070124 -2.3906 0.91199 -0.27344
-3.6 0.0071383 -2.2109 0.91187 -0.28906
-3.7 0.0072432 -2.1719 0.91211 -0.28125
-3.8 0.0072108 -2.6641 0.91169 -0.28906
-3.9 0.0074931 -2.4063 0.91205 -0.28125
-4 0.0075665 -1.9453 0.9123 -0.26563
-4.1 0.0075312 -2.7266 0.91144 -0.28906
-4.2 0.0074864 -2.6719 0.91163 -0.28906
-4.3 0.0077458 -2.6484 0.91193 -0.28125
-4.4 0.0076971 -2.7266 0.9112 -0.28906
-4.5 0.0077877 -2.3281 0.91199 -0.28125
-4.6 0.0080538 -1.8672 0.91333 -0.24219
-4.7 0.0077992 -2.6172 0.91114 -0.28906
-4.8 0.007825 -2.375 0.91156 -0.28906
-4.9 0.0079394 -2.2969 0.91205 -0.28125
-5 0.0080205 -2.7578 0.91163 -0.28906
-5.1 0.0079318 -2.0703 0.91205 -0.26563
-5.2 0.0079966 -2.4844 0.91199 -0.28125
-5.3 0.0079489 -2.2266 0.91175 -0.27344
-5.4 0.0080567 -2.0859 0.91169 -0.27344
-5.5 0.0081406 -2.0625 0.91217 -0.26563
-5.6 0.0083457 -1.4844 0.91291 -0.24219
-5.7 0.0082188 -1.6797 0.9123 -0.26563
-5.8 0.0083047 -1.8125 0.91272 -0.25781
-5.9 0.008338 -1.5781 0.91285 -0.25
-6 0.0083504 -1.7109 0.91248 -0.26563
-6.1 0.0082303 -1.6641 0.91248 -0.25
-6.2 0.0081626 -2.0859 0.91199 -0.26563
