Time X DEG X DEG
0 -0.00016022 -91.415 0.61066 1.6484
1.0089999 -9.0361E-5 -90.743 0.6106 1.6484
1.9999998 -4.7922E-5 -90.407 0.6106 1.6484
3.0000001 -3.9339E-5 -90.352 0.6106 1.6484
4.0009998 -0.00011301 -90.946 0.6106 1.6484
4.9999999 2.6941E-5 -89.758 0.61066 1.6484
6.0000001 -0.00010467 -90.891 0.61066 1.6484
6.9999998 -4.673E-5 -90.422 0.61072 1.6484
8 -0.00024963 -92.18 0.61066 1.6484
9.0000002 -0.00025487 -92.219 0.61066 1.6484
9.9999998 -0.00026965 -92.321 0.61066 1.6484
11 -0.00021649 -91.899 0.61066 1.6484
12 -0.00019598 -91.696 0.61066 1.6484
13 -0.000278 -92.415 0.61066 1.6484
14 -0.00018883 -91.579 0.61066 1.6484
15 -0.00017953 -91.547 0.61066 1.6484
16 -0.00010514 -90.915 0.61072 1.6484
17 -0.00011134 -90.977 0.61066 1.6484
18 -0.00020051 -91.719 0.61072 1.6484
19 -0.00010967 -90.977 0.61072 1.6484
20 -0.00011969 -91.032 0.61072 1.6484
21 -0.00012636 -91.133 0.61078 1.6484
22 -0.00011706 -91.047 0.61072 1.6484
23 -0.00012851 -91.126 0.61072 1.6484
24 -0.00011921 -91.001 0.61078 1.6563
25 -0.00019932 -91.719 0.61072 1.6484
26 -0.00018001 -91.579 0.61072 1.6484
27 -0.00015474 -91.29 0.61072 1.6484
28 3.624E-5 -89.68 0.61066 1.6484
29 -0.00011754 -91.024 0.61078 1.6484
30 -0.00016499 -91.422 0.61084 1.6484
31 -0.00015807 -91.36 0.61072 1.6563
32 -0.00019431 -91.657 0.61072 1.6484
33 -0.00020671 -91.774 0.61084 1.6563
34 -0.00013089 -91.086 0.61078 1.6563
35 -7.0572E-5 -90.626 0.61078 1.6563
36 -0.00018334 -91.579 0.61072 1.6563
37 -0.00018787 -91.618 0.61072 1.6563
38 -0.00016451 -91.422 0.61066 1.6563
39 -0.00034666 -93.016 0.61091 1.6563
40 -0.00027037 -92.36 0.61091 1.6563
41 -0.00036979 -93.251 0.61097 1.6484
42 -0.00030351 -92.657 0.61084 1.6563
43 -0.00033236 -92.876 0.61084 1.6563
44 -0.00020051 -91.79 0.61091 1.6563
45 -0.00030113 -92.626 0.61084 1.6563
46 -0.00027418 -92.344 0.61091 1.6563
47.001 -0.00027371 -92.399 0.61084 1.6484
48 -0.00024271 -92.141 0.61091 1.6563
49 -0.00037122 -93.251 0.61084 1.6563
50 -0.0002904 -92.532 0.61078 1.6641
51 -0.00040603 -93.501 0.61084 1.6563
52 -0.00040841 -93.508 0.61097 1.6484
53 -0.00039172 -93.352 0.61103 1.6484
54 -0.00038028 -93.274 0.61097 1.6563
55 -0.00025606 -92.243 0.61103 1.6563
56 -0.00022125 -91.961 0.61091 1.6641
57 -0.00023508 -92.008 0.61091 1.6563
58 -0.0002594 -92.251 0.61097 1.6641
59 -0.0002532 -92.211 0.61091 1.6563
60 -0.0001061 -90.891 0.61091 1.6563
61 -7.1526E-5 -90.688 0.61097 1.6641
62 -0.00028682 -92.501 0.61109 1.6484
63 -0.0003016 -92.626 0.61103 1.6484
64 -0.0002861 -92.454 0.61109 1.6563
65 -0.00024009 -92.118 0.61103 1.6484
66 -0.00028062 -92.399 0.61103 1.6484
67 -0.00041652 -93.563 0.61097 1.6484
68 -0.00032187 -92.836 0.61121 1.6484
69 -0.00036025 -93.11 0.61103 1.6563
70 -0.00036717 -93.196 0.61103 1.6484
71 -0.0004611 -93.985 0.61109 1.6484
72 -0.00046301 -94.032 0.61109 1.6484
73 -0.00050164 -94.344 0.61103 1.6563
74 -0.00052453 -94.501 0.61109 1.6563
75 -0.00057984 -94.985 0.61115 1.6563
76 -0.00058389 -95.024 0.61127 1.6563
77 -0.00053573 -94.633 0.61115 1.6484
78 -0.00044155 -93.805 0.61109 1.6484
79 -0.00029707 -92.571 0.61103 1.6563
80 -0.00026536 -92.297 0.61115 1.6484
81 -0.00031257 -92.696 0.61115 1.6484
82.001 -0.00027633 -92.368 0.61121 1.6563
83 -0.00030065 -92.579 0.61115 1.6484
84 -0.00034523 -92.977 0.61121 1.6484
85 -0.00036001 -93.102 0.61115 1.6484
86 -0.00039554 -93.407 0.61121 1.6484
87 -0.00033808 -92.891 0.61115 1.6484
88 -0.00033403 -92.891 0.61127 1.6484
89 -0.0003829 -93.383 0.61127 1.6484
90.001 -0.0004344 -93.743 0.61127 1.6484
91 -0.00040364 -93.485 0.61127 1.6563
92 -0.00049401 -94.204 0.61133 1.6484
93 -0.00035954 -93.024 0.61133 1.6484
94 -0.000314 -92.704 0.61127 1.6484
95 -0.00036836 -93.172 0.61127 1.6563
96 -0.00031829 -92.735 0.61133 1.6563
97 -0.00040126 -93.399 0.61133 1.6484
98 -0.00022268 -91.868 0.61133 1.6484
99 -0.00018001 -91.555 0.61139 1.6484
100 -0.00018835 -91.618 0.61139 1.6484
101 -0.00021839 -91.93 0.61139 1.6484
102 -0.00022268 -91.891 0.61139 1.6563
103 -0.00026798 -92.344 0.61139 1.6484
104 -0.00035 -93.024 0.61139 1.6484
105 -0.00019836 -91.696 0.61139 1.6484
106 -0.00017285 -91.477 0.61139 1.6484
107 -0.00023341 -92.024 0.61145 1.6484
108 -0.00024271 -92.063 0.61145 1.6563
109 -0.00030947 -92.61 0.61145 1.6484
110 -0.00033665 -92.883 0.61145 1.6484
111 -0.00027657 -92.376 0.61133 1.6484
112 -0.00040102 -93.415 0.61151 1.6484
113 -0.00027967 -92.407 0.61139 1.6484
