I1(135deg) X DEG X DEG
-2 0.00019455 26.758 0.86774 1.7031
-1.9 6.2943E-5 62.469 0.86786 1.7031
-1.8 0.0001564 28.602 0.86719 1.7188
-1.7 0.00034142 17.68 0.86737 1.7109
-1.6 0.00040054 14.93 0.86731 1.7109
-1.5 0.00052643 13.609 0.86743 1.7109
-1.4 0.00052643 12.25 0.86743 1.7109
-1.3 0.0004654 14.688 0.86634 1.7266
-1.2 0.00060845 10.078 0.86762 1.7031
-1.1 0.00057602 9.2969 0.86725 1.7266
-1 0.00056649 13.359 0.8675 1.7109
-0.9 0.00050545 11.774 0.86756 1.7109
-0.8 0.00056458 14.539 0.86792 1.7031
-0.7 0.00021553 23.399 0.86811 1.7031
-0.6 0.00038719 18.43 0.86762 1.7109
-0.5 0.00053978 11.953 0.86817 1.6953
-0.4 0.00046158 16.625 0.86743 1.7188
-0.3 0.00035286 19.078 0.86731 1.7109
-0.2 0.00026322 25.235 0.86725 1.7109
-0.1 0.0004158 15.055 0.86737 1.7031
1.110223E-16 0.0003376 21.75 0.86676 1.7188
0.1 0.00021744 29.086 0.86658 1.7188
0.2 0.00028992 24.438 0.86682 1.7109
0.3 0.00062561 14.102 0.86689 1.7031
0.4 0.00055695 16.727 0.86731 1.7031
0.5 0.0006218 15.492 0.86756 1.6953
0.6 0.0010719 6.5625 0.86676 1.7188
0.7 0.006033 2.3594 0.86597 1.7266
0.8 0.0062313 2.7031 0.86609 1.7031
0.9 0.0061913 2.2656 0.86585 1.7031
1 0.0063267 2.1719 0.86603 1.7031
1.1 0.0060673 2.5313 0.86585 1.7109
1.2 0.00073052 12.297 0.86566 1.7266
1.3 0.00035095 24.086 0.86689 1.6953
1.4 0.00038719 20.899 0.86652 1.7031
1.5 0.00061417 12.953 0.86676 1.7031
1.6 0.00057984 14.297 0.86646 1.7031
1.7 0.00049973 14.57 0.86695 1.7031
1.8 0.00048447 18.141 0.8667 1.7031
1.9 0.00033951 20.235 0.86652 1.7031
