I1(135deg) X DEG X DEG
-2 5.5313E-5 87.477 0.86054 1.6406
-1.9 0.00014114 84.477 0.86036 1.6484
-1.8 9.3461E-5 86.149 0.85993 1.6641
-1.7 8.7738E-5 86.407 0.85993 1.6719
-1.6 -1.1444E-5 90.516 0.86072 1.6484
-1.5 -2.6703E-5 90.813 0.86072 1.6484
-1.4 -8.3924E-5 93.219 0.86029 1.6563
-1.3 9.5368E-5 86.18 0.86017 1.6563
-1.2 7.6294E-5 86.594 0.86078 1.6484
-1.1 -0.00016022 95.961 0.86139 1.6484
-1 2.861E-5 89.219 0.86084 1.6484
-0.9 -8.0109E-5 93.063 0.86145 1.6484
-0.8 -0.00023461 98.993 0.86115 1.6484
-0.7 -0.00026512 100.42 0.86127 1.6484
-0.6 -0.00023651 98.938 0.8617 1.6406
-0.5 -0.00012398 95.016 0.86133 1.6484
-0.4 -0.00017548 96.571 0.8617 1.6484
-0.3 -0.0001564 95.954 0.86109 1.6484
-0.2 0 89.727 0.86066 1.6719
-0.1 -0.00019836 97.516 0.86109 1.6484
1.110223E-16 -0.00030709 101.79 0.86097 1.6484
0.1 -0.00037003 104.08 0.86109 1.6484
0.2 -0.00039101 104.88 0.86097 1.6484
0.3 -0.0003891 104.96 0.86109 1.6484
0.4 -0.00050354 108.37 0.86115 1.6484
0.5 -0.000597 111.87 0.86121 1.6563
0.6 -0.00092698 122.1 0.86121 1.6484
0.7 -0.0030728 154.97 0.86097 1.6484
0.8 -0.00317 155.34 0.86066 1.6484
0.9 -0.0031834 154.89 0.86036 1.6484
1 -0.0029183 153.64 0.86048 1.6484
1.1 -0.0026093 150.5 0.86005 1.6563
1.2 -0.00016213 95.977 0.8606 1.6406
1.3 -7.8202E-5 93.079 0.86084 1.6484
1.4 -8.3924E-5 93.321 0.86121 1.6484
1.5 9.1553E-5 86.79 0.86133 1.6484
1.6 7.0572E-5 87.399 0.86133 1.6484
1.7 -5.3406E-5 91.844 0.86115 1.6484
1.8 0 89.805 0.86152 1.6484
1.9 7.4387E-5 87.032 0.86133 1.6563
