I1(135deg) X DEG X DEG
1.9 -0.0005436 121.59 0.8686 1.6563
1.8 -0.00055504 121.08 0.86884 1.6484
1.7 -0.00052453 119.42 0.86933 1.6484
1.6 -0.00042153 114.65 0.86927 1.6484
1.5 -0.00052071 118.44 0.86878 1.6563
1.4 -0.00036812 112.02 0.8686 1.6641
1.3 -0.00049019 118.37 0.8689 1.6484
1.2 -0.00029183 107.88 0.8686 1.6563
1.1 -0.00050354 117.22 0.86939 1.6406
1 -0.00034905 109.62 0.86914 1.6484
0.9 -0.00032616 108.88 0.86896 1.6484
0.8 -0.00044251 114.85 0.86872 1.6484
0.7 -0.00048256 118.14 0.86866 1.6563
0.6 -0.00041008 114.31 0.86829 1.6641
0.5 -0.00056839 121.67 0.86823 1.6719
0.4 -0.00042153 115.17 0.86817 1.6719
0.3 -0.00029564 108.23 0.86786 1.6641
0.2 -0.00045014 118.67 0.8675 1.6719
0.1 -0.00035095 111.96 0.86719 1.6797
1.110223E-16 -0.00046921 118.32 0.86762 1.6797
-0.1 -0.00054932 121.62 0.86811 1.6641
-0.2 -0.00027657 108.09 0.86768 1.6797
-0.3 -0.00024223 105.52 0.86768 1.6797
-0.4 -0.0002594 106.5 0.86762 1.6797
-0.5 -0.00022507 104 0.86768 1.6797
-0.6 0.0016403 30.094 0.8678 1.6719
-0.7 0.0029965 18.602 0.86725 1.6563
-0.8 0.0032463 17.195 0.86743 1.6484
-0.9 0.003418 17.367 0.8675 1.6563
-1 0.0032311 18.102 0.86719 1.6563
-1.1 -0.00015259 99.407 0.86805 1.6563
-1.2 -0.0001564 99.454 0.86835 1.6641
-1.3 3.2425E-5 88.477 0.86841 1.6641
-1.4 -0.00025559 104.26 0.8686 1.6563
-1.5 -0.00021362 103.05 0.86878 1.6484
-1.6 -0.00029755 107.83 0.86853 1.6563
-1.7 -0.00021744 103.38 0.86841 1.6641
-1.8 -0.00030518 108.84 0.86835 1.6719
-1.9 -0.00026512 105.83 0.86835 1.6797
-2 -0.00010681 96.626 0.86792 1.6797
