I1(135deg) X DEG X DEG
-2 -9.9183E-5 92.93 0.8512 1.5703
-1.9 -3.624E-5 90.969 0.85199 1.5547
-1.8 2.4796E-5 89.438 0.85236 1.5469
-1.7 0.0001564 85.305 0.85248 1.5469
-1.6 3.8147E-6 90.18 0.85248 1.5469
-1.5 5.7221E-5 88.118 0.85266 1.5469
-1.4 -1.3352E-5 90.321 0.85352 1.5469
-1.3 9.5368E-6 89.946 0.85321 1.5469
-1.2 0.00016785 85.118 0.85297 1.5469
-1.1 0.00020599 84.079 0.85303 1.5469
-1 0.00012016 86.594 0.85248 1.5625
-0.9 0.00013352 86.251 0.85242 1.5703
-0.8 0.0003357 80.829 0.85254 1.5625
-0.7 0.0001545 85.954 0.8526 1.5703
-0.6 4.0055E-5 89.251 0.85303 1.5547
-0.5 0.00016785 85.196 0.85273 1.5625
-0.4 -0.00014687 94.008 0.85236 1.5703
-0.3 -4.5777E-5 91.235 0.85218 1.5781
-0.2 3.4332E-5 89.266 0.85212 1.5703
-0.1 -3.624E-5 90.743 0.8523 1.5703
1.110223E-16 -7.8202E-5 92.016 0.85309 1.5547
0.1 -0.00022507 96.407 0.85285 1.5547
0.2 -0.00021744 95.868 0.85236 1.5703
0.3 -0.00038338 100.52 0.8526 1.5703
0.4 -0.00019646 95.36 0.85285 1.5625
0.5 -0.00028038 97.876 0.85285 1.5547
0.6 -0.00084496 112.87 0.85285 1.5625
0.7 -0.0064507 163.48 0.85309 1.5547
0.8 -0.0066643 164.14 0.85358 1.5469
0.9 -0.0066433 163.45 0.85334 1.5469
1 -0.0066376 163.77 0.85352 1.5625
1.1 -0.0066033 163.96 0.85376 1.5547
1.2 -0.00047302 102.17 0.8537 1.5469
1.3 -0.00013733 93.571 0.85389 1.5469
1.4 0.00010109 87.094 0.85382 1.5547
1.5 0.00033951 80.93 0.8545 1.5313
1.6 0.00021362 84.086 0.85407 1.5391
1.7 0.00018311 84.969 0.85425 1.5469
1.8 2.0981E-5 89.438 0.85382 1.5547
1.9 0.00032616 81.157 0.85401 1.5469
