I1(135deg) X DEG X DEG
1.9 3.8147E-5 73.438 0.86591 1.7266
1.8 0.00016403 35.914 0.86628 1.7266
1.7 0.00022125 34.875 0.86652 1.7188
1.6 0.00020981 30.078 0.86664 1.7188
1.5 0.00022316 28.242 0.86628 1.7188
1.4 0.0004654 16.961 0.86621 1.7266
1.3 0.0001564 38.289 0.8664 1.7188
1.2 0.00028038 29.633 0.86628 1.7266
1.1 0.00027085 27.828 0.86628 1.7266
1 0.0002594 24.797 0.86621 1.7266
0.9 0.00027085 24.149 0.86591 1.7344
0.8 0.00027657 27.406 0.86585 1.7344
0.7 0.00038529 19.758 0.86603 1.75
0.6 0.00039864 19.57 0.86609 1.7422
0.5 0.00019836 30.485 0.86603 1.75
0.4 0.00038147 19.742 0.86634 1.7422
0.3 0.00023651 30.61 0.86603 1.7422
0.2 0.00025749 30.688 0.86603 1.7344
0.1 0.00014877 32.063 0.86597 1.7344
1.110223E-16 0.00061035 14.063 0.86621 1.7266
-0.1 0.00027657 27.813 0.86615 1.7266
-0.2 0.00038719 17.774 0.86609 1.7422
-0.3 0.00045967 14.078 0.86609 1.7344
-0.4 0.00038147 22.313 0.86658 1.7266
-0.5 0.00069809 11.438 0.8664 1.7266
-0.6 0.0036335 3.5781 0.86658 1.7266
-0.7 0.006197 2.3359 0.86609 1.7188
-0.8 0.0063648 2.4375 0.86591 1.7188
-0.9 0.0063343 2.3281 0.86554 1.7266
-1 0.0057927 2.3594 0.86554 1.7266
-1.1 0.00047302 15.352 0.86554 1.7266
-1.2 0.0004654 13.547 0.86621 1.7188
-1.3 0.00039864 16.477 0.86615 1.7344
-1.4 0.00050736 12.094 0.86628 1.7188
-1.5 0.00048638 16.711 0.8667 1.7109
-1.6 0.00039864 17.578 0.86652 1.7188
-1.7 0.00058175 13.688 0.86628 1.7188
-1.8 0.00068665 11.945 0.86615 1.7266
-1.9 0.00062752 15.133 0.86628 1.7188
-2 0.00051308 16.86 0.86621 1.7266
