#Alpha(207mT) X DEG X DEG
0.33 -0.0012856 90.235 0.15686 0.99219
4.95 -0.0045891 90.836 0.15692 0.94532
10.74 -0.0078965 91.438 0.15692 0.94532
15.51 -0.010529 91.922 0.15692 0.90625
20.33 -0.01281 92.336 0.15686 1.0391
25.03 -0.013901 92.532 0.15692 0.95313
29.88 -0.015419 92.821 0.15692 1.0313
35.78 -0.016316 92.985 0.15698 0.97657
40.62 -0.01743 93.188 0.15698 1.1406
45.24 -0.017571 93.211 0.15698 1.1016
50.19 -0.017826 93.251 0.15698 1.1641
55.1 -0.018047 93.297 0.15698 1.3594
59.87 -0.016857 93.079 0.1571 1.2344
65.74 -0.015369 92.805 0.15723 1.1719
70.61 -0.012993 92.36 0.15729 1.0547
75.67 -0.010315 91.868 0.15735 1.0156
80.63 -0.0066262 91.196 0.15735 0.90625
84.84 -0.0032845 90.586 0.15741 0.94532
90.17 0.0012398 89.766 0.15747 0.88282
95.43 0.0053101 89.024 0.15747 0.71094
100.55 0.0081063 88.516 0.15747 0.64844
105.52 0.010586 88.071 0.15753 0.61719
110.74 0.012005 87.813 0.15747 0.64063
115.67 0.01334 87.579 0.15747 0.5625
120.83 0.014107 87.43 0.15741 0.50782
124.87 0.014675 87.329 0.15741 0.49219
129.94 0.015652 87.149 0.15747 0.4375
134.97 0.015576 87.165 0.15741 0.35938
140.15 0.015465 87.188 0.15735 0.33594
145.31 0.0154 87.196 0.15741 0.28125
150.33 0.014202 87.407 0.15741 0.38281
155.35 0.013779 87.493 0.15741 0.27344
160.41 0.011154 87.961 0.15729 0.53907
165.43 0.0090409 88.352 0.1571 0.65625
170.55 0.006382 88.829 0.1571 0.67188
175.58 0.0027008 89.501 0.1571 0.75
180.67 -0.0017281 90.305 0.15698 0.94532
185.75 -0.0060692 91.102 0.15692 1.0547
189.81 -0.0083733 91.524 0.15698 1.0078
195.65 -0.01189 92.172 0.15698 1.0859
200.44 -0.013313 92.43 0.15704 1.0313
205.23 -0.015335 92.805 0.1571 1.0391
210.07 -0.016533 93.024 0.15704 1.0625
215.02 -0.017395 93.18 0.15704 1.0156
220.8 -0.018883 93.446 0.15704 1.1797
225.5 -0.018978 93.469 0.1571 1.1094
230.33 -0.019768 93.61 0.15704 1.2969
235.29 -0.019085 93.485 0.1571 1.2344
240.1 -0.018612 93.399 0.15717 1.1875
244.97 -0.017609 93.211 0.15717 1.1953
249.86 -0.015347 92.797 0.15729 1.0313
254.93 -0.012486 92.258 0.15735 0.89844
259.85 -0.0088845 91.61 0.15735 0.875
265.19 -0.003727 90.672 0.15753 0.67188
270.38 0.00020981 89.954 0.15747 0.71875
275.55 0.0039559 89.274 0.15759 0.71875
280.55 0.0065766 88.797 0.15747 0.74219
285.57 0.0092011 88.321 0.15753 0.59375
290.77 0.010819 88.032 0.15753 0.60157
295.75 0.011795 87.852 0.15759 0.59375
299.81 0.012867 87.657 0.15753 0.51563
304.92 0.013989 87.454 0.15759 0.35938
310 0.014019 87.454 0.15747 0.46094
315.24 0.014858 87.297 0.15759 0.27344
320.32 0.01471 87.321 0.15753 0.20313
325.41 0.014416 87.376 0.15753 0.25781
330.43 0.0136 87.524 0.15747 0.25
335.31 0.012264 87.758 0.15729 0.375
340.56 0.010487 88.086 0.15723 0.53125
345.36 0.0081025 88.516 0.15717 0.67188
350.51 0.0053063 89.024 0.15704 0.71875
355.65 0.0017281 89.68 0.15698 0.79688
360.33 -0.001255 90.219 0.15698 0.85938
