 2.70000000e+02 1.00006722e+00 1.00084648e+00 1.00034574e+00 1.00081386e+00 1.00040510e+00 1.00116258e+00 1.00068457e+00 1.00062850e+00 1.00232410e+00 1.00097301e+00 9.98661394e-01 1.00101964e+00
 2.64980000e+02 1.00058409e+00 1.00043097e+00 1.00043380e+00 1.00003736e+00 9.99955763e-01 1.00134732e+00 1.00013662e+00 1.00044042e+00 1.00232410e+00 1.00090183e+00 9.98614005e-01 1.00092504e+00
 2.60110000e+02 9.99908639e-01 1.00117399e+00 9.99929900e-01 1.00051899e+00 1.00019772e+00 1.00073317e+00 1.00068457e+00 1.00081274e+00 1.00265649e+00 1.00087415e+00 9.98298085e-01 1.00063338e+00
 2.55180000e+02 1.00000849e+00 1.00060695e+00 1.00058546e+00 1.00081386e+00 1.00025203e+00 1.00070321e+00 1.00062425e+00 1.00044426e+00 1.00244141e+00 1.00107187e+00 9.98708782e-01 1.00049149e+00
 2.50270000e+02 1.00055179e+00 1.00025011e+00 1.00034574e+00 1.00019463e+00 1.00031622e+00 1.00097783e+00 1.00050360e+00 1.00046345e+00 1.00220287e+00 1.00104419e+00 9.98878589e-01 1.00080286e+00
 2.45330000e+02 1.00049599e+00 1.00039675e+00 1.00025279e+00 1.00036664e+00 9.99802691e-01 1.00091792e+00 1.00031760e+00 1.00070143e+00 1.00244141e+00 1.00046684e+00 9.98515280e-01 1.00070432e+00
 2.40370000e+02 1.00022581e+00 1.00054829e+00 1.00014027e+00 1.00034206e+00 1.00040510e+00 1.00045855e+00 1.00071473e+00 1.00063234e+00 1.00224980e+00 1.00094137e+00 9.98562668e-01 1.00029836e+00
 2.35270000e+02 9.99744181e-01 1.00033810e+00 1.00046316e+00 1.00036664e+00 1.00010390e+00 1.00103775e+00 1.00062425e+00 1.00090870e+00 1.00196433e+00 1.00094928e+00 9.98756170e-01 1.00046390e+00
 2.30290000e+02 1.00019350e+00 1.00003991e+00 1.00022833e+00 1.00009634e+00 9.99684183e-01 1.00088296e+00 1.00019192e+00 1.00072446e+00 1.00184311e+00 1.00034821e+00 9.98661394e-01 1.00012888e+00
 2.25270000e+02 1.00031685e+00 1.00045541e+00 1.00037510e+00 1.00051899e+00 1.00037548e+00 1.00070820e+00 1.00022711e+00 1.00116204e+00 1.00217941e+00 1.00026912e+00 9.98487637e-01 9.99821449e-01
 2.20350000e+02 1.00006429e+00 1.00016212e+00 1.00019897e+00 1.00090724e+00 1.00040510e+00 1.00125245e+00 1.00050360e+00 1.00131173e+00 1.00203863e+00 1.00051034e+00 9.98949671e-01 9.99746562e-01
 2.15310000e+02 1.00004960e+00 1.00000569e+00 1.00001796e+00 1.00039612e+00 1.00016315e+00 1.00115759e+00 1.00028744e+00 1.00093557e+00 1.00112750e+00 1.00068038e+00 9.99162918e-01 1.00008158e+00
 2.10400000e+02 1.00022874e+00 1.00027944e+00 1.00016473e+00 1.00003736e+00 1.00001008e+00 1.00067325e+00 1.00065441e+00 1.00140002e+00 1.00141687e+00 1.00034425e+00 9.98902283e-01 9.99793859e-01
 2.05500000e+02 9.99996741e-01 9.99863932e-01 1.00011091e+00 1.00057796e+00 1.00010883e+00 1.00070820e+00 1.00034776e+00 1.00170709e+00 1.00163195e+00 1.00015049e+00 9.98827252e-01 9.99648027e-01
