##Alpha(207mT) X DEG X DEG
0.33 0.00014877 -88.18 0.13184 0.054688
4.95 0.00016976 -87.946 0.13196 -0.03125
10.74 0.00023651 -87.196 0.13202 0.070313
15.51 0.00034142 -85.883 0.13196 0.054688
20.33 0.0004158 -85.001 0.13196 0.039063
25.03 0.00053025 -83.688 0.13202 0
29.88 0.0006733 -81.993 0.13184 0.023438
35.78 0.00084114 -79.977 0.1319 0.054688
40.62 0.0009842 -78.368 0.13184 -0.046875
45.24 0.0011215 -76.813 0.13184 0.10156
50.19 0.0012894 -74.907 0.13196 0.125
55.1 0.0014134 -73.469 0.13202 0.039063
59.87 0.0015335 -72.141 0.1319 0.10156
65.74 0.0017109 -70.321 0.13196 0.039063
70.61 0.0018024 -69.274 0.13196 -0.046875
75.67 0.0018635 -68.641 0.1319 0.023438
80.63 0.0019512 -67.86 0.13208 -0.085938
84.84 0.0019741 -67.571 0.13208 -0.046875
90.17 0.0019455 -67.805 0.13208 -0.078126
95.43 0.0018997 -68.321 0.13214 -0.062501
100.55 0.0018673 -68.665 0.13214 -0.03125
105.52 0.00177 -69.665 0.13214 -0.078126
110.74 0.0016499 -70.977 0.1322 -0.10938
115.67 0.0015564 -71.969 0.13214 -0.046875
120.83 0.0014153 -73.461 0.1322 -0.078126
124.87 0.0012856 -74.938 0.13232 -0.10938
129.94 0.0011521 -76.407 0.13232 -0.13281
134.97 0.0010491 -77.649 0.13232 -0.085938
140.15 0.00086785 -79.704 0.1322 -0.11719
145.31 0.00071907 -81.461 0.13226 -0.078126
150.33 0.00058175 -83.086 0.13232 -0.085938
155.35 0.00048638 -84.227 0.13232 -0.085938
160.41 0.00034142 -85.93 0.13226 -0.046875
165.43 0.00023842 -87.149 0.1322 -0.085938
170.55 0.00017548 -87.891 0.13208 0
175.58 0.00014496 -88.235 0.13214 -0.03125
180.67 0.00011826 -88.571 0.13208 -0.062501
185.75 0.00012589 -88.524 0.13196 0.054688
189.81 0.00017929 -87.821 0.13196 0.039063
195.65 0.00025559 -86.907 0.13202 0.10156
200.44 0.00034523 -85.852 0.13202 -0.015625
205.23 0.00047493 -84.329 0.1319 0.039063
210.07 0.00059891 -82.844 0.13202 0.054688
215.02 0.00073052 -81.274 0.1319 -0.03125
220.8 0.00089264 -79.446 0.13196 -0.03125
225.5 0.0010719 -77.368 0.13184 -0.03125
230.33 0.0011883 -75.969 0.13184 0.039063
235.29 0.001339 -74.313 0.13178 0.023438
240.1 0.0014668 -72.899 0.13178 0.039063
244.97 0.0016136 -71.344 0.1319 -0.03125
249.86 0.0017071 -70.266 0.1319 0
254.93 0.0017948 -69.469 0.13184 -0.10938
259.85 0.0018635 -68.735 0.13196 0.0078126
265.19 0.0018883 -68.485 0.13202 -0.085938
270.38 0.001894 -68.446 0.13202 -0.062501
275.55 0.0018597 -68.868 0.13214 -0.13281
280.55 0.001812 -69.313 0.13214 -0.15625
285.57 0.0017147 -70.313 0.13214 -0.13281
290.77 0.0016136 -71.415 0.13208 -0.21875
295.75 0.0015144 -72.469 0.13202 -0.21875
299.81 0.0013981 -73.696 0.13208 -0.1875
304.92 0.0012722 -75.102 0.13208 -0.28125
310 0.0011425 -76.618 0.13208 -0.28906
