##Alpha(207mT) X DEG X DEG
0.33 0.00016213 -88.204 0.13287 0.64063
4.95 0.00019646 -87.821 0.13287 0.71875
10.74 0.00018501 -87.891 0.133 0.64063
15.51 0.00016213 -88.188 0.13287 0.53907
20.33 0.00014496 -88.391 0.13281 0.61719
25.03 7.4387E-5 -89.149 0.13287 0.58594
29.88 -4.0055E-5 -90.446 0.13294 0.53907
35.78 -0.00016403 -91.86 0.13287 0.58594
40.62 -0.00025177 -92.797 0.13275 0.65625
45.24 -0.00038719 -94.282 0.13306 0.55469
50.19 -0.00052262 -95.821 0.13294 0.61719
55.1 -0.00067521 -97.532 0.13287 0.67188
59.87 -0.00075722 -98.352 0.13294 0.71875
65.74 -0.00096322 -100.63 0.13287 0.69532
70.61 -0.0010967 -102.09 0.13287 0.71875
75.67 -0.0011673 -102.77 0.13294 0.57032
80.63 -0.0012646 -103.73 0.13312 0.625
84.84 -0.0013275 -104.4 0.13312 0.52344
90.17 -0.0013428 -104.55 0.13312 0.53907
95.43 -0.0013638 -104.72 0.13318 0.61719
100.55 -0.001379 -104.89 0.13318 0.5
105.52 -0.0013218 -104.32 0.13318 0.39844
110.74 -0.0012608 -103.62 0.13318 0.625
115.67 -0.0012131 -103.15 0.13318 0.51563
120.83 -0.0011101 -102.13 0.1333 0.36719
124.87 -0.00103 -101.23 0.1333 0.48438
129.94 -0.00091744 -99.993 0.13336 0.38281
134.97 -0.00082207 -98.93 0.13348 0.36719
140.15 -0.00068665 -97.571 0.13342 0.33594
145.31 -0.00055313 -96.063 0.13355 0.38281
150.33 -0.00041771 -94.571 0.13355 0.33594
155.35 -0.00031853 -93.485 0.13355 0.40625
160.41 -0.00018692 -92.086 0.13348 0.4375
165.43 -9.1553E-5 -90.977 0.13342 0.52344
170.55 3.8147E-6 -89.946 0.13342 0.40625
175.58 8.9646E-5 -89.001 0.13336 0.46875
180.67 0.0001545 -88.258 0.13324 0.61719
185.75 0.00016785 -88.102 0.13312 0.64063
189.81 0.00015259 -88.29 0.13318 0.67188
195.65 0.00013542 -88.493 0.13318 0.64063
200.44 7.8202E-5 -89.094 0.13312 0.625
205.23 -9.5368E-6 -90.118 0.13306 0.64063
210.07 -9.1553E-5 -91.024 0.13312 0.67188
215.02 -0.00017929 -92.001 0.13306 0.65625
220.8 -0.00035858 -93.969 0.13287 0.64063
225.5 -0.00047302 -95.258 0.13287 0.52344
230.33 -0.00063515 -97.086 0.13281 0.60157
235.29 -0.00074768 -98.251 0.13281 0.63282
240.1 -0.00091172 -100.05 0.13287 0.57032
244.97 -0.00103 -101.33 0.13281 0.5
249.86 -0.0011349 -102.39 0.13287 0.51563
254.93 -0.001255 -103.64 0.13294 0.48438
259.85 -0.0013638 -104.81 0.13287 0.36719
265.19 -0.0013924 -105.07 0.13294 0.53907
270.38 -0.0014267 -105.31 0.13306 0.38281
275.55 -0.0014687 -105.81 0.13306 0.42969
280.55 -0.0014668 -105.79 0.13312 0.4375
285.57 -0.0014115 -105.19 0.13324 0.42969
290.77 -0.0013638 -104.67 0.13324 0.40625
295.75 -0.0012836 -103.85 0.13324 0.3125
299.81 -0.0012016 -103 0.1333 0.38281
304.92 -0.0010948 -101.81 0.1333 0.39844
310 -0.00098801 -100.66 0.13342 0.30469
315.24 -0.00087166 -99.485 0.13348 0.33594
320.32 -0.0007 -97.641 0.13348 0.32813
325.41 -0.00060845 -96.602 0.13342 0.38281
330.43 -0.00046921 -95.126 0.13336 0.35156
335.31 -0.00031662 -93.461 0.13348 0.28125
340.56 -0.00019836 -92.141 0.13324 0.38281
345.36 -0.00010109 -91.102 0.13324 0.36719
350.51 9.5368E-6 -89.915 0.13306 0.46875
355.65 0.00010109 -88.876 0.13306 0.57032
360.33 0.00013352 -88.493 0.13306 0.51563
0.33 0.00013542 -88.469 0.13318 0.51563
4.95 0.00015831 -88.243 0.13306 0.60157
10.74 0.00016785 -88.165 0.13306 0.60157
15.51 0.00016785 -88.11 0.13306 0.53907
20.33 8.0109E-5 -89.079 0.133 0.58594
25.03 3.4332E-5 -89.633 0.133 0.61719
29.88 -4.5777E-5 -90.524 0.13294 0.57032
35.78 -0.00020027 -92.188 0.13294 0.61719
40.62 -0.00031853 -93.516 0.13294 0.67188
45.24 -0.00042534 -94.711 0.133 0.58594
50.19 -0.00053406 -95.907 0.13294 0.6875
55.1 -0.00068283 -97.54 0.13306 0.69532
59.87 -0.00083542 -99.251 0.13281 0.67188
65.74 -0.00096131 -100.57 0.13294 0.69532
70.61 -0.0011063 -102.12 0.13294 0.625
75.67 -0.0012016 -103.07 0.133 0.65625
80.63 -0.0012817 -103.94 0.13306 0.58594
84.84 -0.0013294 -104.39 0.13306 0.59375
90.17 -0.0013561 -104.66 0.13312 0.51563
95.43 -0.0013886 -105.09 0.13318 0.46875
100.55 -0.0013752 -104.94 0.13318 0.45313
105.52 -0.0013313 -104.39 0.1333 0.52344
110.74 -0.0013008 -104.06 0.13336 0.53907
115.67 -0.0011902 -102.95 0.13342 0.36719
120.83 -0.0010929 -101.83 0.13348 0.48438
124.87 -0.00103 -101.19 0.13355 0.49219
129.94 -0.0009327 -100.2 0.13348 0.39844
134.97 -0.00076294 -98.344 0.13348 0.46875
140.15 -0.00065995 -97.188 0.13361 0.45313
145.31 -0.00055123 -96.04 0.13367 0.33594
150.33 -0.00042343 -94.672 0.13367 0.29688
155.35 -0.00027847 -93.071 0.13361 0.39844
160.41 -0.00016403 -91.79 0.13361 0.45313
165.43 -9.1553E-5 -91.024 0.13355 0.49219
170.55 4.0055E-5 -89.555 0.13348 0.58594
175.58 0.00011444 -88.704 0.13336 0.59375
180.67 0.00012779 -88.571 0.13324 0.61719
185.75 0.00018883 -87.899 0.1333 0.64063
189.81 0.00016022 -88.196 0.13306 0.69532
195.65 0.00016785 -88.102 0.13306 0.59375
200.44 8.5831E-5 -89.055 0.13294 0.64063
205.23 3.8147E-5 -89.594 0.13287 0.61719
210.07 -5.7221E-5 -90.618 0.13306 0.64063
215.02 -0.00016594 -91.844 0.13294 0.60157
220.8 -0.00029183 -93.274 0.13306 0.60157
225.5 -0.00041771 -94.602 0.13294 0.625
230.33 -0.00056649 -96.258 0.13294 0.6875
235.29 -0.00073433 -98.118 0.13294 0.69532
240.1 -0.00087166 -99.649 0.13281 0.65625
244.97 -0.0010109 -101.11 0.13281 0.63282
249.86 -0.0011292 -102.33 0.13294 0.52344
254.93 -0.0012112 -103.17 0.13306 0.51563
259.85 -0.0013085 -104.13 0.13294 0.51563
265.19 -0.0013924 -104.96 0.13318 0.38281
270.38 -0.0014534 -105.69 0.13318 0.39844
275.55 -0.0014401 -105.52 0.13306 0.42969
280.55 -0.0014076 -105.09 0.13324 0.35938
285.57 -0.0014115 -105.2 0.13324 0.38281
290.77 -0.0013332 -104.34 0.13318 0.38281
295.75 -0.0012589 -103.52 0.1333 0.45313
299.81 -0.001215 -103.13 0.13324 0.4375
304.92 -0.0011082 -101.99 0.1333 0.4375
310 -0.00097275 -100.54 0.1333 0.32813
315.24 -0.00086785 -99.407 0.1333 0.30469
320.32 -0.00071907 -97.86 0.13324 0.25781
325.41 -0.00058937 -96.454 0.13324 0.24219
330.43 -0.00043679 -94.774 0.13342 0.17969
335.31 -0.00033379 -93.626 0.13348 0.23438
340.56 -0.00020027 -92.235 0.1333 0.32813
345.36 -7.6294E-5 -90.844 0.13342 0.36719
350.51 1.1444E-5 -89.836 0.1333 0.48438
355.65 7.0572E-5 -89.204 0.13318 0.46875
360.33 0.00015068 -88.344 0.13318 0.5
0.33 0.00013161 -88.563 0.13318 0.4375
4.95 0.00017166 -88.086 0.1333 0.53907
10.74 0.00016785 -88.118 0.13324 0.55469
15.51 0.00013352 -88.516 0.13306 0.58594
20.33 0.00013161 -88.555 0.13312 0.55469
25.03 6.6758E-5 -89.219 0.13318 0.57032
29.88 -4.0055E-5 -90.446 0.13318 0.59375
35.78 -0.00016403 -91.852 0.13306 0.65625
40.62 -0.00028229 -93.118 0.13306 0.71875
45.24 -0.00043297 -94.774 0.13275 0.72657
50.19 -0.00056839 -96.352 0.13275 0.60157
55.1 -0.00069428 -97.727 0.13287 0.67188
59.87 -0.00082779 -99.118 0.13275 0.5625
65.74 -0.00097848 -100.77 0.13281 0.625
70.61 -0.0010967 -102.07 0.13287 0.52344
75.67 -0.0012035 -103.13 0.13287 0.55469
80.63 -0.0013123 -104.21 0.13306 0.55469
84.84 -0.0013485 -104.6 0.13306 0.48438
90.17 -0.0013695 -104.8 0.13318 0.52344
95.43 -0.0013886 -104.97 0.13318 0.52344
100.55 -0.0013962 -105.12 0.1333 0.4375
105.52 -0.0013447 -104.51 0.1333 0.42188
110.74 -0.0012684 -103.75 0.13348 0.39844
115.67 -0.0012264 -103.24 0.13348 0.49219
120.83 -0.0011368 -102.38 0.13342 0.4375
124.87 -0.0010242 -101.17 0.13348 0.4375
129.94 -0.00091553 -99.946 0.13348 0.48438
134.97 -0.00083542 -99.133 0.13361 0.40625
140.15 -0.00068856 -97.563 0.13361 0.42188
145.31 -0.0005436 -95.954 0.13361 0.49219
150.33 -0.00041962 -94.579 0.13361 0.39844
155.35 -0.00032616 -93.579 0.13361 0.4375
160.41 -0.00018883 -92.086 0.13355 0.48438
165.43 -8.2017E-5 -90.883 0.13342 0.52344
170.55 -1.5259E-5 -90.149 0.13324 0.5
175.58 7.4387E-5 -89.188 0.1333 0.4375
180.67 0.00014114 -88.446 0.13318 0.58594
185.75 0.00014877 -88.313 0.13318 0.5
189.81 0.00013733 -88.469 0.13318 0.57032
195.65 0.00014496 -88.376 0.13324 0.4375
200.44 8.5831E-5 -89.016 0.13312 0.55469
205.23 1.9074E-6 -89.969 0.13312 0.52344
210.07 -6.6758E-5 -90.782 0.13318 0.48438
215.02 -0.00018311 -92.024 0.13306 0.53907
220.8 -0.00033951 -93.743 0.13306 0.51563
225.5 -0.00049782 -95.54 0.13306 0.48438
230.33 -0.0005951 -96.586 0.13294 0.53907
235.29 -0.00075531 -98.321 0.13287 0.67188
240.1 -0.00092698 -100.23 0.13294 0.58594
244.97 -0.0010242 -101.24 0.13306 0.5
249.86 -0.0011158 -102.15 0.13312 0.58594
254.93 -0.0012474 -103.54 0.13306 0.52344
259.85 -0.0013428 -104.55 0.13306 0.4375
265.19 -0.001379 -104.88 0.13312 0.36719
270.38 -0.0014076 -105.09 0.13318 0.39844
275.55 -0.0014515 -105.56 0.13306 0.39844
280.55 -0.0014267 -105.33 0.13312 0.32813
285.57 -0.0013733 -104.77 0.13306 0.40625
290.77 -0.0013294 -104.29 0.13318 0.24219
295.75 -0.001255 -103.53 0.1333 0.29688
299.81 -0.0011692 -102.67 0.13324 0.33594
304.92 -0.0010624 -101.5 0.13342 0.22656
310 -0.00097848 -100.62 0.1333 0.28125
315.24 -0.00084687 -99.196 0.13342 0.25781
320.32 -0.00071145 -97.743 0.13348 0.26563
325.41 -0.00058175 -96.321 0.13355 0.25781
330.43 -0.00046349 -95.071 0.13348 0.23438
335.31 -0.00034332 -93.743 0.13361 0.23438
340.56 -0.00020599 -92.211 0.13348 0.30469
345.36 -9.3461E-5 -91.032 0.13342 0.36719
