#Alpha(207mT) X DEG X DEG
0.33 -0.0053215 92.618 0.12802 0.71094
4.95 -0.0058136 92.829 0.12796 0.875
10.74 -0.0070267 93.422 0.12798 0.89844
15.51 -0.0068436 93.321 0.128 0.92969
20.33 -0.0095101 94.633 0.12797 1.0078
25.03 -0.013847 96.766 0.12801 1.0078
29.88 -0.014313 96.915 0.12804 1.0156
35.78 -0.017407 98.407 0.12804 1.0078
40.62 -0.018814 99.133 0.12805 1.0156
45.24 -0.021412 100.33 0.12807 1.0703
50.19 -0.024143 101.63 0.12804 1.1875
55.1 -0.025333 102.14 0.12804 1.1641
59.87 -0.029526 104.13 0.12806 1.1094
65.74 -0.033158 105.79 0.12809 0.95313
70.61 -0.037857 107.91 0.12804 0.96875
75.67 -0.040981 109.31 0.12809 0.8125
80.63 -0.042332 109.95 0.12801 0.82032
84.84 -0.046036 111.55 0.12808 0.72657
90.17 -0.047329 112.13 0.12801 0.69532
95.43 -0.04818 112.52 0.12802 0.625
100.55 -0.049156 113.04 0.12796 0.63282
105.52 -0.045033 111.24 0.12795 0.53907
110.74 -0.043328 110.54 0.12792 0.58594
115.67 -0.041569 109.81 0.12795 0.4375
120.83 -0.039166 108.73 0.12786 0.55469
124.87 -0.037846 108.21 0.1279 0.45313
129.94 -0.036438 107.57 0.12797 0.30469
134.97 -0.035073 106.96 0.12796 0.34375
140.15 -0.031765 105.47 0.12799 0.20313
145.31 -0.030701 104.95 0.12798 0.28125
150.33 -0.025818 102.66 0.12797 0.21094
155.35 -0.023186 101.42 0.12797 0.22656
160.41 -0.019501 99.571 0.12798 0.28906
165.43 -0.016289 98.032 0.12795 0.41406
170.55 -0.012054 95.899 0.12797 0.48438
175.58 -0.010639 95.235 0.12798 0.61719
180.67 -0.0068398 93.336 0.1279 0.71875
185.75 -0.0068016 93.329 0.12792 0.92969
189.81 -0.0071526 93.508 0.12795 0.92969
195.65 -0.0080262 93.922 0.12798 0.89844
200.44 -0.009533 94.61 0.12795 1.0391
205.23 -0.010933 95.336 0.12795 1.0234
210.07 -0.012909 96.297 0.12797 1.0781
215.02 -0.014145 96.852 0.12799 1.0391
220.8 -0.016197 97.86 0.12801 1.0625
225.5 -0.018467 98.93 0.12798 1.0625
230.33 -0.02026 99.782 0.12797 1.1484
235.29 -0.026081 102.56 0.12798 1.1406
240.1 -0.025574 102.29 0.12792 1.2031
244.97 -0.030747 104.7 0.12797 1.1094
249.86 -0.03468 106.47 0.12801 1.0078
254.93 -0.038029 108.03 0.12804 0.92969
259.85 -0.043122 110.26 0.12802 0.92969
265.19 -0.044487 110.88 0.128 0.84375
270.38 -0.046131 111.56 0.12803 0.69532
275.55 -0.046173 111.68 0.12805 0.64063
280.55 -0.045189 111.32 0.12795 0.71094
285.57 -0.045029 111.29 0.12797 0.63282
290.77 -0.042683 110.25 0.12795 0.5
295.75 -0.040539 109.36 0.12792 0.53907
299.81 -0.040024 109.17 0.128 0.53907
304.92 -0.038029 108.27 0.12802 0.4375
310 -0.034939 106.9 0.12808 0.30469
315.24 -0.033539 106.28 0.12804 0.32031
320.32 -0.032616 105.84 0.12808 0.22656
325.41 -0.029686 104.45 0.12808 0.20313
330.43 -0.026424 102.92 0.12809 0.21094
335.31 -0.024441 102.01 0.12808 0.28906
340.56 -0.020142 99.922 0.12804 0.33594
345.36 -0.016804 98.282 0.12804 0.40625
350.51 -0.012676 96.227 0.12801 0.61719
355.65 -0.0088769 94.329 0.12797 0.77344
360.33 -0.0079232 93.86 0.12799 0.79688
0.33 -0.0075264 93.657 0.12798 0.83594
4.95 -0.0054398 92.672 0.12804 0.84375
10.74 -0.0075264 93.665 0.12803 1
15.51 -0.0090829 94.43 0.12812 0.86719
20.33 -0.011639 95.657 0.12808 0.95313
25.03 -0.010735 95.188 0.12806 0.97657
