##Alpha(50mT) X DEG X DEG
0.2 0.00037003 86.235 0.54084 1.1328
5.01 0.00058365 84.305 0.54096 1.1172
9.78 0.0010529 79.836 0.54084 1.125
14.66 0.0012131 78.172 0.54084 1.0859
20.55 0.0013886 76.594 0.54077 1.0625
25.1 0.0015831 74.907 0.54084 1.1094
29.95 0.001751 73.305 0.54084 1.0391
34.87 0.001709 73.626 0.54084 1.1016
40.29 0.0019264 71.883 0.54084 1.1328
45.28 0.0018997 72.118 0.54084 1.1172
49.72 0.0019684 71.415 0.5409 1.0859
55.38 0.0018845 72.336 0.54096 1.125
60.13 0.0017815 73.204 0.54096 1.0078
64.95 0.0016861 73.969 0.5409 1.1094
70.47 0.0015488 75.219 0.54102 1.1016
75.53 0.0013008 77.571 0.54096 1.1484
80.51 0.0010529 79.852 0.54096 1.1641
85.78 0.00073624 82.805 0.54102 1.1016
89.74 0.00053788 84.735 0.54108 1.0938
95.07 0.00016022 88.43 0.5412 1.0859
100.31 -7.6295E-6 90.063 0.54108 1.1016
105.56 -0.00031281 93.032 0.54096 1.1094
109.76 -0.00040436 93.907 0.5412 1.0625
115.28 -0.00050354 94.977 0.5412 1.1094
120.24 -0.00061035 95.946 0.54108 1.1172
125.66 -0.00066758 96.469 0.5412 1.1094
130.64 -0.00076676 97.415 0.54132 1.0469
134.96 -0.0007782 97.633 0.54126 1.0625
139.98 -0.00082779 98.141 0.54126 1.0547
145.04 -0.00090027 98.805 0.5412 1.0313
150.13 -0.00081253 97.954 0.5412 1.0156
155.11 -0.00072098 97.071 0.54132 1.0313
160.13 -0.00069046 96.774 0.54126 1.0859
165.31 -0.00045395 94.485 0.5412 0.85157
170.46 -0.00017929 91.735 0.54108 1.1094
175.41 4.5777E-5 89.532 0.54108 1.1016
180.5 0.00030518 86.985 0.54102 1.1016
185.59 0.00067902 83.438 0.5412 1.0938
189.73 0.00087738 81.329 0.54102 1.1641
195.59 0.001236 77.961 0.54096 1.0547
200.58 0.0014191 76.368 0.5412 1.0469
204.76 0.001545 75.032 0.54102 1.0859
210.64 0.0017395 73.243 0.54108 1.0313
215.29 0.0017777 73.016 0.54096 1.0859
220 0.00177 73.219 0.54102 1.1719
225.07 0.0018463 72.485 0.54096 1.1641
230.76 0.0018578 72.376 0.54102 1.0938
235.66 0.0018387 72.594 0.54096 1.1641
240.44 0.0017891 72.844 0.54108 1.0391
245.47 0.0017548 73.282 0.54102 1.2109
250.29 0.0015793 74.969 0.5412 1.0859
255.27 0.0014115 76.586 0.54108 1.1953
260.31 0.0011063 79.29 0.54114 1.2109
265.31 0.00083924 81.899 0.54114 1.1719
270.42 0.0005188 84.969 0.54114 1.1875
275.43 0.00027847 87.243 0.5412 1.1094
280.53 1.9074E-5 89.797 0.54126 1.0078
285.7 -0.00027847 92.735 0.54139 1.1094
289.81 -0.00029373 92.915 0.54132 1.0313
295.59 -0.00047684 94.602 0.54126 1.1094
299.91 -0.00067902 96.649 0.5412 1.1406
304.84 -4.5777E-5 90.141 0.54114 1.2031
309.79 -0.00074006 97.274 0.54126 1.1328
315.08 -0.00081253 97.93 0.54132 1.1172
320.33 -0.00082398 98.047 0.54132 1.1094
325.3 -0.00088883 98.704 0.54126 1.0938
330.31 -0.00074387 97.258 0.54126 1.1328
335.64 -0.00071335 96.907 0.54126 1.1328
340.66 -0.00051499 95.001 0.5412 1.1641
345.61 -0.00045014 94.438 0.54132 1.1328
350.69 -9.1553E-5 90.836 0.54132 1.1016
354.75 -7.6295E-6 90.063 0.54139 1.0156
360.21 0.00027847 87.251 0.5412 1.1094
0.2 0.00043869 85.79 0.54132 1.1563
5.01 0.00071335 83.001 0.54126 1.125
9.78 0.00088883 81.321 0.54126 1.0703
14.66 0.0011177 79.282 0.54126 1.1641
20.55 0.0013962 76.594 0.54132 1.1406
25.1 0.0015106 75.391 0.54126 1.0938
29.95 0.0016022 74.743 0.54139 1.1406
34.87 0.0017929 72.961 0.54126 1.0313
40.29 0.0017395 73.461 0.54126 1.1406
45.28 0.0018196 72.797 0.5412 1.1328
49.72 0.0018234 72.766 0.5412 1.1328
55.38 0.0017586 73.282 0.54126 1.2188
60.13 0.0016899 73.829 0.54132 1.1719
64.95 0.0014687 75.836 0.54145 1.1172
70.47 0.0014496 76.141 0.54132 1.1328
75.53 0.001194 78.352 0.54145 1.1094
