##Alpha(50mT) X DEG X DEG
0.2 -0.00016022 91.227 0.56781 2.6484
5.01 -0.00023651 91.719 0.56788 2.5781
9.78 -0.00025177 91.829 0.56781 2.6875
14.66 -0.00029373 92.18 0.56788 2.7109
20.55 -0.00025559 91.899 0.56788 2.6641
25.1 -0.00031281 92.29 0.56806 2.5859
29.95 -0.00034332 92.524 0.568 2.6875
34.87 -0.00039292 92.93 0.56806 2.7969
40.29 -0.00035095 92.586 0.56794 2.7344
45.28 -0.00040436 92.985 0.56812 2.6484
49.72 -0.00042343 93.188 0.56781 2.6875
55.38 -0.00037766 92.836 0.56788 2.7266
60.13 -0.00043106 93.204 0.56794 2.6719
64.95 -0.00035095 92.594 0.56794 2.6484
70.47 -0.00041199 93.063 0.56806 2.7109
75.53 -0.00037003 92.751 0.56781 2.7656
80.51 -0.00039673 92.899 0.56794 2.6094
85.78 -0.00044632 93.313 0.56781 2.6875
89.74 -0.0003357 92.485 0.56788 2.6406
95.07 -0.00030899 92.258 0.56788 2.7109
100.31 -0.00031281 92.321 0.56763 2.7656
105.56 -0.0003624 92.719 0.56769 2.8281
109.76 -0.00024414 91.805 0.56781 2.7578
115.28 -0.00036621 92.665 0.56788 2.7031
120.24 -0.00035858 92.696 0.56769 2.6797
125.66 -0.00031662 92.352 0.56788 2.6328
130.64 -0.00029755 92.196 0.56788 2.6172
134.96 -0.00033951 92.508 0.56788 2.6719
139.98 -0.00026703 91.985 0.56788 2.7578
145.04 -0.0002594 91.876 0.568 2.6563
150.13 -0.00024033 91.727 0.56788 2.7031
155.11 -0.00024796 91.844 0.56788 2.7656
160.13 -0.00024414 91.852 0.56775 2.7422
165.31 -0.00029755 92.18 0.56788 2.7031
170.46 -0.00032044 92.368 0.568 2.7188
175.41 -0.00027466 92.055 0.56788 2.7031
180.5 -0.00026703 91.985 0.56788 2.7891
185.59 -0.00037766 92.79 0.56788 2.7109
189.73 -0.0003891 92.868 0.56775 2.8125
195.59 -0.00037003 92.774 0.56806 2.7031
200.58 -0.00039292 92.883 0.568 2.7422
204.76 -0.00046921 93.477 0.56818 2.6875
210.64 -0.00044632 93.313 0.56794 2.7734
215.29 -0.00035477 92.633 0.568 2.6797
220 -0.00045014 93.282 0.568 2.6328
225.07 -0.00041199 93.04 0.56788 2.7813
230.76 -0.00040817 93.047 0.56781 2.75
235.66 -0.00040054 92.946 0.56794 2.7188
240.44 -0.00039673 92.969 0.56788 2.6719
245.47 -0.00045395 93.391 0.56788 2.8281
250.29 -0.00041199 93.032 0.56781 2.7109
255.27 -0.00038529 92.868 0.56788 2.75
260.31 -0.00048065 93.586 0.56781 2.7031
265.31 -0.00034332 92.547 0.56763 2.7344
270.42 -0.00032044 92.399 0.56769 2.7422
275.43 -0.00039673 92.993 0.56763 2.6875
280.53 -0.00031662 92.36 0.56794 2.6953
