Ieff(90deg) X DEG X DEG
-20.37 -3.9637E-6 -153.56 -9.5368E-7 179.99
-14.61 5.1223E-8 -91.133 0 -45
-9.82 3.6312E-6 -11.805 0 -45
-5.07 1.9465E-7 -84.797 0 0
-0.02 3.7439E-7 -5.1094 0 -90.001
4.78 2.7604E-6 3.0703 0 44.992
10.1 -8.2609E-7 -133.49 -9.5368E-7 134.99
14.52 2.5928E-6 -5.8047 0 -45
19.33 -1.2564E-6 -155.74 -9.5368E-7 179.99
