#Alpha(207mT) X DEG X DEG
0.33 0.00019169 -87.329 0.13666 3.3594
4.95 0.00023937 -86.68 0.13654 3.4609
10.74 0.00026703 -86.344 0.1366 3.4141
15.51 0.00027943 -86.086 0.13648 3.5313
20.33 0.00022888 -86.813 0.13648 3.4063
25.03 0.00015736 -87.844 0.13654 3.4766
29.88 0.00013924 -88.102 0.13654 3.5313
35.78 1.9074E-6 -89.954 0.1366 3.4844
40.62 -9.1553E-5 -91.274 0.13654 3.5391
45.24 -0.00021172 -92.899 0.1366 3.5156
50.19 -0.00030041 -94.063 0.13635 3.6328
55.1 -0.0004015 -95.407 0.13648 3.5859
59.87 -0.00052643 -97.102 0.13635 3.5469
65.74 -0.00066376 -98.813 0.13642 3.5938
70.61 -0.00078297 -100.27 0.13654 3.4688
75.67 -0.00088024 -101.41 0.13672 3.3594
80.63 -0.00098706 -102.82 0.13654 3.4453
84.84 -0.00099946 -102.88 0.13654 3.3906
90.17 -0.00105 -103.46 0.1366 3.4844
95.43 -0.0010986 -104.07 0.13666 3.3594
100.55 -0.0010843 -103.91 0.13654 3.4375
105.52 -0.0010481 -103.34 0.13678 3.3438
110.74 -0.0010414 -103.37 0.1366 3.3203
115.67 -0.00095749 -102.32 0.13654 3.3281
120.83 -0.00090313 -101.63 0.1366 3.4141
124.87 -0.00080872 -100.43 0.13672 3.3594
129.94 -0.00075627 -99.844 0.13666 3.3047
134.97 -0.00062657 -98.204 0.13672 3.25
140.15 -0.00055027 -97.188 0.1369 3.2266
145.31 -0.00043774 -95.821 0.13678 3.1641
150.33 -0.00033379 -94.438 0.13672 3.2188
155.35 -0.00019741 -92.626 0.13684 3.2266
160.41 -0.00010491 -91.391 0.13684 3.2813
165.43 -1.812E-5 -90.266 0.13672 3.3594
170.55 0.00013924 -88.133 0.13666 3.5156
175.58 0.0001688 -87.672 0.13666 3.4141
180.67 0.00021458 -87.086 0.1366 3.4844
185.75 0.00024605 -86.641 0.1366 3.4453
189.81 0.00027657 -86.196 0.13654 3.5703
195.65 0.00022793 -86.852 0.1366 3.5156
200.44 0.00021744 -87.032 0.13648 3.4219
205.23 0.00016785 -87.711 0.13654 3.4609
210.07 9.7275E-5 -88.618 0.13648 3.4844
215.02 -1.3352E-5 -90.188 0.13648 3.4609
220.8 -0.00014782 -92.04 0.13654 3.4688
225.5 -0.00022602 -93.047 0.13648 3.4609
230.33 -0.00038242 -95.219 0.13642 3.3672
235.29 -0.00047016 -96.407 0.13642 3.4375
240.1 -0.00061131 -98.305 0.13611 3.5625
244.97 -0.00074387 -99.977 0.13629 3.4844
249.86 -0.00079346 -100.63 0.13648 3.3203
254.93 -0.00094986 -102.64 0.13642 3.3281
259.85 -0.0010166 -103.43 0.13642 3.3672
265.19 -0.0011177 -104.67 0.13629 3.3828
270.38 -0.0011768 -105.38 0.13629 3.2813
275.55 -0.0011892 -105.51 0.13654 3.1641
280.55 -0.001194 -105.64 0.13648 3.1719
285.57 -0.0012369 -106.21 0.13635 3.2734
290.77 -0.001174 -105.5 0.13642 3.3281
295.75 -0.0010948 -104.47 0.13635 3.2422
299.81 -0.0010061 -103.26 0.1366 3.1641
304.92 -0.00091839 -102.17 0.13654 3.1719
310 -0.00086785 -101.56 0.13654 3.1484
315.24 -0.00075818 -100.14 0.13672 3.1484
320.32 -0.00067425 -99.102 0.13666 3.1328
325.41 -0.0005188 -97.055 0.13672 3.0703
330.43 -0.00040245 -95.469 0.13672 3.0781
335.31 -0.00028515 -93.868 0.13666 3.2031
340.56 -0.00018311 -92.547 0.13666 3.1641
345.36 -3.624E-5 -90.485 0.13654 3.2891
350.51 5.3406E-5 -89.227 0.13666 3.3828
355.65 0.00013352 -88.133 0.13642 3.4609
360.33 0.00018311 -87.469 0.13654 3.4063
0.33 0.00020123 -87.227 0.13648 3.4844
