#Alpha(207mT) X DEG X DEG
0.33 0.00014782 -87.836 0.1355 2.7031
4.95 0.00022698 -86.665 0.13562 2.6406
10.74 0.00029087 -85.727 0.13562 2.6953
15.51 0.00042439 -83.805 0.13568 2.6875
20.33 0.00056172 -81.743 0.13568 2.6875
25.03 0.00065518 -80.321 0.13562 2.6563
29.88 0.00075722 -78.93 0.13562 2.6875
35.78 0.00094891 -76.11 0.13556 2.6719
40.62 0.0010433 -74.688 0.13568 2.5938
45.24 0.0011416 -73.321 0.13562 2.6875
50.19 0.0013085 -71.024 0.13562 2.7813
55.1 0.0014076 -69.618 0.13556 2.6875
59.87 0.001462 -68.876 0.13562 2.7109
65.74 0.0015459 -67.766 0.13568 2.6094
70.61 0.0016089 -67.001 0.13562 2.6875
75.67 0.0015555 -67.571 0.13568 2.625
80.63 0.0015478 -67.743 0.13568 2.6094
84.84 0.001545 -67.821 0.13574 2.6094
90.17 0.0014639 -68.899 0.13574 2.625
95.43 0.0013771 -70.055 0.13574 2.4844
100.55 0.0012436 -71.907 0.13574 2.5078
105.52 0.0011397 -73.446 0.13574 2.4531
110.74 0.001029 -74.946 0.1358 2.5234
115.67 0.00089646 -76.852 0.13574 2.5938
120.83 0.00075913 -78.844 0.1358 2.4375
124.87 0.00067139 -80.086 0.13574 2.5
129.94 0.00052453 -82.235 0.13593 2.4297
134.97 0.00041199 -83.961 0.13593 2.3672
140.15 0.00028992 -85.751 0.13574 2.4844
145.31 0.00018311 -87.29 0.13605 2.3359
150.33 7.0572E-5 -88.969 0.13599 2.3125
155.35 -5.7221E-6 -90.094 0.1358 2.3594
160.41 -4.673E-5 -90.688 0.13587 2.5391
165.43 -0.00011158 -91.586 0.13593 2.4297
170.55 -0.00012684 -91.852 0.13593 2.5234
175.58 -7.6294E-5 -91.149 0.1358 2.5
180.67 -0.00010872 -91.579 0.13574 2.5781
185.75 5.7221E-6 -89.891 0.1358 2.5
189.81 0.00012207 -88.235 0.13568 2.5313
195.65 0.00026512 -86.086 0.13587 2.6328
200.44 0.00037384 -84.415 0.1355 2.6016
205.23 0.00048733 -82.751 0.13544 2.6172
210.07 0.00061035 -80.946 0.1358 2.5547
215.02 0.00075531 -78.743 0.13568 2.625
220.8 0.0009079 -76.501 0.13562 2.6016
225.5 0.001071 -74.251 0.13562 2.6094
230.33 0.0011911 -72.469 0.13568 2.5938
235.29 0.0012684 -71.313 0.13562 2.6016
240.1 0.0013752 -69.891 0.13556 2.5469
244.97 0.0014486 -68.876 0.13538 2.5313
249.86 0.0015183 -67.813 0.1355 2.3984
254.93 0.0015144 -67.969 0.1355 2.4219
259.85 0.0015059 -68.118 0.1355 2.3516
265.19 0.0015039 -68.126 0.13544 2.3906
270.38 0.0014305 -69.172 0.13574 2.2891
275.55 0.0013504 -70.29 0.13556 2.375
280.55 0.0012512 -71.641 0.13544 2.3359
285.57 0.0011425 -73.133 0.13562 2.2734
290.77 0.0009985 -75.243 0.13568 2.1953
295.75 0.00087929 -76.891 0.13538 2.3516
299.81 0.00079632 -78.172 0.1355 2.2344
304.92 0.00065804 -80.157 0.13556 2.2188
310 0.00051594 -82.329 0.13574 2.1094
315.24 0.00041866 -83.79 0.13574 2.2188
320.32 0.00030041 -85.493 0.13568 2.2734
325.41 0.00017834 -87.313 0.13562 2.1953
330.43 0.00011158 -88.36 0.13574 2.1641
335.31 3.9101E-5 -89.415 0.1358 2.1406
340.56 -3.3379E-5 -90.454 0.13568 2.2188
345.36 -4.7684E-5 -90.719 0.13587 2.2031
350.51 -5.9128E-5 -90.891 0.13562 2.4531
355.65 -3.1472E-5 -90.415 0.13562 2.4453
