Ieff(0deg) X DEG X DEG
-9.82 -0.00081826 -91.547 0.58576 -0.83594
-9.82 -0.00018883 -90.352 0.58582 -0.84375
-9.17 -0.0017891 -93.211 0.58557 -0.82813
-8.55 -0.0010004 -91.751 0.5857 -0.84375
-7.93 -0.0006466 -91.251 0.5857 -0.84375
-7.36 -0.00078297 -91.258 0.58564 -0.84375
-6.76 -0.0019856 -93.547 0.58539 -0.82813
-6.76 -0.0019951 -93.579 0.58539 -0.82813
-6.2 -0.0014506 -92.602 0.58551 -0.83594
-5.6 -0.00027275 -90.454 0.5857 -0.84375
-5.07 -0.00061894 -91.094 0.58557 -0.82813
-4.5 0.0013218 -87.61 0.58594 -0.82813
-3.96 0.0024605 -85.563 0.58606 -0.82813
-3.4 0.0019236 -86.469 0.58594 -0.82813
-2.86 0.0011778 -87.922 0.58564 -0.8125
-2.29 0.0030632 -84.477 0.586 -0.82813
-2.02 0.0019426 -86.477 0.58576 -0.82032
-1.47 0.002142 -86.11 0.58576 -0.82813
-0.93 0.0023251 -85.805 0.5857 -0.82813
-0.52 0.0026159 -85.266 0.5857 -0.82813
-0.02 0.0025139 -85.43 0.58564 -0.84375
0.52 0.0030003 -84.766 0.58539 -0.85157
1 0.001667 -86.938 0.58503 -0.84375
1.49 -0.0019198 -93.352 0.58545 -0.84375
2.01 -0.0029221 -95.211 0.58515 -0.84375
2.56 -0.0021944 -93.977 0.58521 -0.85157
2.97 0.00061799 -88.954 0.58588 -0.85938
3.68 -0.0027275 -94.954 0.58503 -0.84375
4.22 -0.0004654 -90.891 0.58551 -0.85938
4.78 -0.0012589 -92.313 0.58533 -0.83594
4.78 -0.00031948 -90.547 0.58557 -0.83594
5.32 -0.00076199 -91.383 0.58539 -0.84375
5.86 -0.00045872 -90.938 0.58551 -0.84375
6.45 -0.00078392 -91.336 0.58551 -0.85157
7.07 -0.0012322 -92.235 0.58539 -0.84375
7.61 -0.000556 -90.977 0.58551 -0.85938
8.21 0.00030709 -89.383 0.58557 -0.85938
8.21 -2.861E-6 -89.969 0.58551 -0.85157
8.83 -0.00089264 -91.688 0.58539 -0.84375
9.45 0.0013809 -87.571 0.58588 -0.84375
10.1 0.0026322 -85.297 0.58625 -0.83594
