I2(45deg) X DEG X DEG
-2 0.0019655 -86.344 0.60327 -0.75
-1.9 0.0014649 -87.251 0.60315 -0.75
-1.8 0.0022497 -85.922 0.60334 -0.75
-1.7 0.0021305 -86.11 0.60334 -0.75
-1.6 0.0016232 -86.993 0.60309 -0.75
-1.5 0.0011387 -87.922 0.60297 -0.75782
-1.4 0.0012474 -87.727 0.60297 -0.75782
-1.3 0.0016737 -87.001 0.60303 -0.75
-1.2 0.0028505 -84.805 0.60327 -0.75782
-1.1 0.0021811 -85.977 0.60315 -0.75782
-1 0.0022469 -85.946 0.60315 -0.75782
-0.9 0.0022526 -85.836 0.60321 -0.75
-0.8 0.0015459 -87.071 0.60297 -0.75
-0.7 0.0009985 -88.196 0.60279 -0.75
-0.6 0.002223 -85.961 0.60303 -0.75782
-0.5 -0.00052548 -91.016 0.60242 -0.74219
-0.4 0.00094891 -88.235 0.60273 -0.75
-0.3 0.0022917 -85.93 0.60291 -0.76563
-0.2 0.0013514 -87.516 0.60273 -0.75
-0.1 0.0022087 -85.907 0.60291 -0.75782
1.110223E-16 0.0011025 -88.001 0.60273 -0.75
0.1 0.0026465 -85.211 0.60297 -0.75782
0.2 0.0021219 -86.102 0.60291 -0.75782
0.3 0.0019159 -86.438 0.60285 -0.75
0.4 0.002676 -85.18 0.60297 -0.75782
0.5 0.0020819 -86.196 0.60285 -0.75782
0.6 0.0022459 -85.938 0.60285 -0.75782
0.7 0.0018292 -86.68 0.60273 -0.75782
0.8 0.0016995 -86.93 0.60266 -0.76563
0.9 0.0013027 -87.586 0.6026 -0.75782
1 -4.2916E-5 -90.04 0.60224 -0.75782
1.1 0.0010805 -88.094 0.60242 -0.76563
1.2 0.0015574 -87.094 0.6026 -0.76563
1.3 0.00092984 -88.211 0.60248 -0.75
1.4 0.0011664 -87.86 0.60254 -0.75782
1.5 0.0020724 -86.29 0.6026 -0.76563
1.6 0.0025473 -85.36 0.60273 -0.77344
1.7 0.0029965 -84.547 0.60279 -0.78125
1.8 0.0019131 -86.493 0.60266 -0.75782
1.9 0.0017777 -86.735 0.6026 -0.75782
