I2(45deg) X DEG X DEG
1.9 0.0017967 -86.711 0.60138 -0.75
1.8 0.0017862 -86.688 0.60132 -0.75782
1.7 0.0010786 -88.165 0.6012 -0.75
1.6 0.0017786 -86.774 0.60132 -0.75
1.5 0.0010491 -88.079 0.60114 -0.76563
1.4 8.1063E-5 -89.805 0.60096 -0.75
1.3 0.0021553 -86.211 0.60132 -0.76563
1.2 0.00085736 -88.438 0.60108 -0.76563
1.1 0.0016918 -86.922 0.6012 -0.77344
1 0.0012293 -87.743 0.60108 -0.76563
0.9 0.00069905 -88.743 0.60096 -0.76563
0.8 0.00087071 -88.454 0.60096 -0.76563
0.7 0.00051117 -89.094 0.60089 -0.76563
0.6 0.00056649 -89.016 0.60089 -0.76563
0.5 0.0019589 -86.399 0.60114 -0.77344
0.4 0.0014696 -87.282 0.60096 -0.75
0.3 0.0024023 -85.586 0.6012 -0.76563
0.2 0.0024471 -85.54 0.60114 -0.76563
0.1 0.0019426 -86.391 0.60108 -0.75782
1.110223E-16 0.0013542 -87.493 0.60089 -0.75782
-0.1 0.0019245 -86.446 0.60102 -0.76563
-0.2 0.0016966 -86.891 0.60096 -0.75782
-0.3 0.00080395 -88.493 0.60077 -0.75
-0.4 0.00086499 -88.407 0.60077 -0.76563
-0.5 0.0012732 -87.704 0.60083 -0.77344
-0.6 0.001792 -86.68 0.60089 -0.76563
-0.7 0.0030031 -84.626 0.60108 -0.76563
-0.8 0.0021353 -86.196 0.60083 -0.75782
-0.9 0.0018139 -86.618 0.60077 -0.76563
-1 0.00017929 -89.735 0.60041 -0.75
-1.1 0.0011911 -87.954 0.60059 -0.77344
-1.2 0.00079537 -88.532 0.60053 -0.77344
-1.3 0.0012713 -87.711 0.60053 -0.78125
-1.4 0.0010271 -88.102 0.60053 -0.77344
-1.5 0.00070381 -88.782 0.60041 -0.77344
-1.6 0.00088311 -88.313 0.60047 -0.77344
-1.7 0.0013008 -87.665 0.60047 -0.78125
-1.8 0.0012159 -87.883 0.60041 -0.78125
-1.9 0.0023832 -85.766 0.60071 -0.79688
-2 0.00084973 -88.454 0.60041 -0.78125
