Ieff(0deg) X DEG X DEG
-20.37 0.0024357 -85.688 0.58576 -0.80469
-18.83 0.0021458 -86.008 0.58594 -0.78907
-18.83 0.0016432 -86.86 0.58588 -0.78907
-18.83 0.002655 -85.188 0.58588 -0.79688
-17.22 0.0028591 -84.86 0.58606 -0.79688
-17.22 0.0038738 -83.008 0.58625 -0.8125
-17.22 0.0022783 -85.852 0.58588 -0.8125
-17.22 0.0022755 -85.961 0.58588 -0.8125
-15.7 0.0011606 -87.915 0.58564 -0.8125
-15.7 0.0012064 -87.805 0.58557 -0.82032
-14.61 0.0027962 -85.102 0.58594 -0.82813
-14.61 0.0015345 -87.094 0.5857 -0.8125
-13.57 0.0019226 -86.501 0.58576 -0.8125
-13.57 0.0025072 -85.43 0.58588 -0.80469
-12.72 0.0023127 -85.938 0.58576 -0.8125
-12.72 0.0028591 -84.86 0.58588 -0.8125
-11.9 0.0010338 -88.126 0.58551 -0.82032
-11.16 0.002266 -86.118 0.58564 -0.82813
-11.16 0.00072003 -88.672 0.58533 -0.8125
-10.45 0.00067521 -88.805 0.58533 -0.80469
-9.82 0.00022125 -89.735 0.58527 -0.79688
-9.82 0.00018311 -89.727 0.58509 -0.80469
-9.17 0.0020056 -86.336 0.58557 -0.82032
-8.55 0.00030041 -89.477 0.58515 -0.80469
-7.93 0.0022202 -86.071 0.58551 -0.8125
-7.36 0.00036717 -89.36 0.58503 -0.80469
-6.76 0.0016375 -87.047 0.58533 -0.8125
-6.76 0.0026732 -85.274 0.58551 -0.80469
-6.2 0.0027542 -85.157 0.58551 -0.8125
-5.6 0.0025568 -85.407 0.58545 -0.80469
-5.07 0.0015144 -87.157 0.58527 -0.79688
-4.5 0.0025292 -85.532 0.58527 -0.80469
-3.96 0.0023041 -85.774 0.58515 -0.78907
-3.4 0.0027733 -84.977 0.58521 -0.79688
-2.86 0.0036764 -83.352 0.58527 -0.78907
-2.29 0.0047703 -81.61 0.58545 -0.79688
-2.02 0.003665 -83.219 0.58527 -0.78907
-1.47 0.0044661 -81.891 0.58533 -0.78907
-0.93 0.0047207 -81.446 0.58527 -0.78907
-0.52 0.0045281 -81.68 0.58521 -0.78907
-0.02 0.0049477 -80.922 0.58527 -0.78125
0.52 0.0052624 -80.501 0.58509 -0.78125
1 0.0050316 -80.977 0.58503 -0.78907
1.49 -0.00040341 -90.641 0.58496 -0.78125
2.01 -0.00027561 -90.454 0.58509 -0.77344
2.56 0.0016775 -86.961 0.58539 -0.78125
2.97 0.0010786 -87.938 0.58527 -0.77344
3.68 0.0016499 -86.907 0.58539 -0.78125
4.22 0.0025978 -85.157 0.58557 -0.78125
4.78 0.0032539 -84.086 0.58557 -0.79688
4.78 0.0017386 -86.813 0.58521 -0.78907
5.32 0.0018578 -86.602 0.58527 -0.78907
5.86 0.0021896 -86.086 0.58533 -0.79688
6.45 0.0013933 -87.36 0.58527 -0.79688
7.07 0.0020418 -86.321 0.58539 -0.78907
7.61 0.00033665 -89.383 0.58503 -0.78125
8.21 0.001976 -86.43 0.58533 -0.78907
8.21 0.0015659 -87.172 0.58527 -0.78907
8.83 0.0014915 -87.313 0.58533 -0.78125
9.45 0.0019741 -86.399 0.58539 -0.79688
10.1 0.0019579 -86.36 0.58545 -0.78907
10.72 0.0014362 -87.352 0.58527 -0.78907
10.72 0.0010834 -88.079 0.58521 -0.78125
11.4 0.0015431 -87.266 0.58527 -0.79688
12.14 0.00094128 -88.36 0.58515 -0.78907
12.14 0.0013065 -87.618 0.58521 -0.78907
12.88 0.00077916 -88.657 0.58503 -0.78125
13.64 0.00066185 -88.774 0.58503 -0.78125
13.64 -0.00029469 -90.641 0.58484 -0.76563
14.52 0.0012913 -87.696 0.58509 -0.78125
14.52 0.0018177 -86.649 0.58521 -0.78125
15.51 2.9564E-5 -90.024 0.5849 -0.76563
15.51 0.0002985 -89.501 0.58496 -0.77344
16.59 0.00074482 -88.649 0.58503 -0.77344
16.59 0.0021229 -86.094 0.58527 -0.78125
17.85 0.0016975 -86.86 0.58521 -0.77344
17.85 0.0030146 -84.555 0.58545 -0.77344
17.85 0.0018654 -86.547 0.58521 -0.77344
19.33 0.00206 -86.157 0.58527 -0.76563
19.33 0.0040598 -82.649 0.58564 -0.77344
19.33 0.0047875 -81.36 0.58576 -0.78125
