I2(45deg) X DEG X DEG
-2 -4.4585E-5 93.047 0.53156 3.875
-1.9 -6.5923E-5 94.532 0.53138 3.8828
-1.8 -9.0242E-5 96.133 0.53131 3.8828
-1.7 -8.905E-5 96.063 0.53119 3.8984
-1.6 -6.2705E-5 94.321 0.53107 3.8984
-1.5 -8.3447E-5 95.829 0.53113 3.8906
-1.4 -6.9023E-5 94.688 0.53131 3.8828
-1.3 -7.6116E-5 95.204 0.53119 3.8906
-1.2 -8.75E-5 95.946 0.53101 3.8984
-1.1 -7.1407E-5 94.899 0.53107 3.8984
-1 -6.485E-5 94.438 0.53101 3.8984
-0.9 -7.4268E-5 95.133 0.53138 3.8828
-0.8 -7.5818E-5 95.141 0.53095 3.8984
-0.7 -0.00010252 96.954 0.53113 3.8906
-0.6 -9.06E-5 96.235 0.53113 3.8906
-0.5 -0.00012761 98.672 0.53083 3.8984
-0.4 -0.00011909 98.258 0.53089 3.8906
-0.3 -0.00013119 98.985 0.53089 3.8906
-0.2 -0.00015432 100.62 0.53095 3.8906
-0.1 -0.00015623 100.71 0.53095 3.8828
1.110223E-16 -0.00018704 102.88 0.53064 3.8984
0.1 -0.00016481 101.36 0.53095 3.8828
0.2 -0.00018728 102.74 0.5307 3.8984
0.3 -0.00017929 102.42 0.53101 3.8828
0.4 -0.00028688 109.53 0.53077 3.8828
0.5 -0.0010923 169.52 0.53107 3.875
0.6 -0.0010923 175.66 0.53077 3.8828
0.7 -0.0010923 175.52 0.53052 3.8984
0.8 -0.0010923 175.67 0.53064 3.8906
0.9 -0.0010923 175.7 0.53058 3.8984
1 -0.0010923 175.7 0.53052 3.9063
1.1 -0.0010923 175.63 0.5307 3.8906
1.2 -0.00035781 114.06 0.5307 3.8906
1.3 -0.00033802 113.08 0.53058 3.8906
1.4 -0.0003593 114.02 0.53058 3.8906
1.5 -0.00035244 113.89 0.53034 3.8984
1.6 -0.00035453 114.06 0.5304 3.8906
1.7 -0.0003559 113.86 0.5304 3.8984
1.8 -0.00035495 114 0.53034 3.8984
1.9 -0.00035292 113.72 0.53034 3.8984
