Ieff(0deg) X DEG X DEG
20.49 0.0019551 -86.321 0.58515 -0.76563
20.49 0.001811 -86.68 0.58509 -0.76563
18.5 0.0023089 -85.774 0.58515 -0.77344
18.5 0.0017109 -86.805 0.58503 -0.76563
18.5 0.0021601 -86.165 0.58509 -0.77344
17.01 0.0024014 -85.649 0.58509 -0.77344
17.01 0.003047 -84.469 0.58521 -0.78125
17.01 0.0028544 -84.868 0.58521 -0.76563
15.61 0.0027323 -85.063 0.58503 -0.77344
15.61 0.0039349 -82.922 0.58533 -0.78125
14.47 0.0030222 -84.438 0.58515 -0.78125
14.47 0.0025787 -85.352 0.58503 -0.78125
14.47 0.0028677 -84.883 0.58503 -0.78125
13.48 0.0031252 -84.321 0.58503 -0.79688
12.65 0.0022087 -85.993 0.5849 -0.78125
12.65 0.002677 -85.235 0.58496 -0.78125
11.83 0.0033484 -83.946 0.58509 -0.78125
11.83 0.0024328 -85.469 0.58496 -0.76563
11.07 0.0026045 -85.243 0.5849 -0.76563
10.41 0.0036984 -83.368 0.58509 -0.78125
9.76 0.0033064 -83.993 0.58496 -0.77344
9.76 0.001873 -86.563 0.58466 -0.75782
9.14 0.0010262 -88.235 0.58448 -0.75
8.49 0.0013704 -87.43 0.58454 -0.76563
7.9 0.0025273 -85.383 0.58472 -0.76563
7.3 0.0015039 -87.274 0.58448 -0.75782
6.74 0.0014544 -87.376 0.58435 -0.76563
6.74 0.00072194 -88.579 0.58429 -0.74219
6.14 0.00021935 -89.626 0.58417 -0.75
5.49 0.0014229 -87.399 0.58423 -0.75782
5.04 0.0014076 -87.399 0.58423 -0.76563
4.64 0.00065136 -88.696 0.58411 -0.75
3.93 0.0025158 -85.407 0.58429 -0.75782
3.93 0.0023918 -85.547 0.58429 -0.75
3.06 0.0037031 -83.243 0.58435 -0.77344
2.25 0.0028353 -84.758 0.58411 -0.76563
1.9 0.0032225 -84.126 0.58411 -0.76563
1.7 0.0027924 -84.852 0.58393 -0.76563
1.01 0.0038471 -82.985 0.58411 -0.78125
0.51 0.0040102 -82.711 0.58399 -0.77344
0 0.0021525 -86.086 0.58356 -0.75
-0.49 0.0032473 -84.047 0.58374 -0.76563
-0.99 0.0025168 -85.383 0.5835 -0.75
-1.47 -0.00018883 -90.391 0.58381 -0.75782
-2.04 -0.00036812 -90.641 0.58374 -0.75782
-2.57 0.00082207 -88.399 0.58399 -0.76563
-2.86 0.00042439 -89.266 0.58381 -0.75782
-3.68 0.0014591 -87.305 0.58393 -0.75
-4.24 0.0015593 -87.063 0.58387 -0.75
-4.24 0.0014458 -87.36 0.58374 -0.75
-4.78 0.0011988 -87.758 0.58368 -0.75
-5.32 0.00051785 -89.063 0.58362 -0.74219
-5.88 0.0011206 -87.797 0.58381 -0.74219
-6.48 0.00021362 -89.61 0.58356 -0.74219
-7.07 0.0012484 -87.657 0.58374 -0.75
-7.64 0.00054455 -88.868 0.58362 -0.73438
-8.23 0.00030422 -89.454 0.58362 -0.74219
-8.23 -2.6703E-5 -90.141 0.58356 -0.73438
-8.86 -9.8229E-5 -90.118 0.58356 -0.74219
-9.48 0.0011816 -87.868 0.58374 -0.75
-10.13 0.00014496 -89.797 0.58362 -0.74219
-10.78 0.00041771 -89.157 0.58374 -0.75
-10.78 0.001235 -87.704 0.58381 -0.74219
-11.43 0.0019045 -86.547 0.58393 -0.75
-12.17 0.0012484 -87.813 0.58374 -0.75
-12.17 0.0005312 -88.985 0.58362 -0.75
-12.93 0.00084782 -88.313 0.58368 -0.75
-13.66 0.0011368 -87.93 0.58368 -0.75
-13.66 0.00095654 -88.172 0.58362 -0.75
-14.55 0.0018377 -86.532 0.58387 -0.75
-14.55 0.0010138 -88.079 0.58362 -0.75
-15.54 0.0015564 -87.157 0.58368 -0.75
-15.54 0.001379 -87.352 0.58368 -0.75
-16.58 0.001174 -87.751 0.58362 -0.74219
-16.58 0.00055981 -88.977 0.58344 -0.73438
-17.83 0.0019093 -86.391 0.58374 -0.75
-17.83 0.0016213 -86.899 0.58368 -0.75
-17.83 0.0021448 -85.922 0.58374 -0.74219
-19.34 0.0012941 -87.516 0.58356 -0.73438
-19.34 0.0024586 -85.258 0.58381 -0.74219
-19.34 0.0022688 -85.563 0.58374 -0.73438
