I2(45deg) X DEG X DEG
1.9 -0.00032085 112.07 0.5307 3.875
1.8 -0.00033951 112.79 0.53034 3.8984
1.7 -0.00033719 112.95 0.53058 3.8828
1.6 -0.00034517 113.77 0.53034 3.875
1.5 -0.00034809 113.56 0.53016 3.8984
1.4 -0.00034434 113.64 0.5304 3.8828
1.3 -0.00035733 114.34 0.53003 3.8984
1.2 -0.0003618 114.88 0.53028 3.8906
1.1 -0.00037331 115.23 0.53034 3.875
1 -0.00036794 115.2 0.53022 3.8906
0.9 -0.00035829 114.58 0.53034 3.8828
0.8 -0.00035179 114.09 0.53046 3.8828
0.7 -0.00037772 115.56 0.53009 3.8906
0.6 -0.00036568 115.06 0.5304 3.875
0.5 -0.00037122 115.43 0.53022 3.8906
0.4 -0.00037575 115.81 0.53034 3.875
0.3 -0.00038529 116.27 0.52991 3.8984
0.2 -0.00040174 117.03 0.5304 3.875
0.1 -0.00037569 115.65 0.53034 3.875
1.110223E-16 -0.00039053 116.44 0.52997 3.8984
-0.1 -0.00040913 117.47 0.53009 3.8906
-0.2 -0.00041312 117.84 0.53022 3.875
-0.3 -0.00045806 120.5 0.53022 3.875
-0.4 -0.00099177 143.49 0.53009 3.8906
-0.5 -0.0010923 175.48 0.53016 3.8828
-0.6 -0.0010923 175.42 0.53009 3.875
-0.7 -0.0010923 175.56 0.52997 3.8906
-0.8 -0.0010923 175.63 0.53009 3.875
-0.9 -0.0010923 175.72 0.53003 3.8828
-1 -0.0010923 175.72 0.53022 3.875
-1.1 -0.0010923 175.55 0.53028 3.875
-1.2 -0.00023854 106.87 0.52985 3.8906
-1.3 -0.00022161 105.86 0.53022 3.875
-1.4 -0.00020808 104.68 0.52979 3.8984
-1.5 -0.00023592 106.63 0.52979 3.8906
-1.6 -0.00021774 105.33 0.52997 3.8828
-1.7 -0.00021351 105.17 0.52985 3.8828
-1.8 -0.0002076 104.93 0.52979 3.8906
-1.9 -0.00019002 103.7 0.52979 3.8906
-2 -0.00018364 103.23 0.52997 3.8828
