Ieff(0deg) X DEG X DEG
9.76 0.0022965 -86.032 0.58612 -0.8125
9.76 0.0023699 -85.641 0.58612 -0.8125
9.14 0.0026236 -85.157 0.58618 -0.8125
8.49 0.0014591 -87.336 0.58594 -0.8125
7.9 0.0015869 -87.126 0.58588 -0.8125
7.3 0.0033493 -83.985 0.58625 -0.82032
6.74 0.0021811 -86.071 0.58594 -0.82032
6.74 0.002265 -85.876 0.58594 -0.82032
6.14 0.0018473 -86.665 0.58576 -0.8125
5.49 0.0023079 -85.852 0.58582 -0.82032
5.04 0.0026198 -85.469 0.58576 -0.82813
4.64 0.00065232 -88.836 0.58539 -0.8125
3.93 0.0010471 -88.032 0.58539 -0.8125
3.93 0.00086499 -88.516 0.58521 -0.82813
3.06 0.0014439 -87.477 0.58521 -0.82813
2.25 0.0016823 -87.016 0.58521 -0.82813
1.9 0.0028191 -84.938 0.58539 -0.82813
1.7 0.0029745 -84.805 0.58533 -0.82813
1.01 0.0018282 -86.844 0.58503 -0.82032
0.51 0.0011168 -87.93 0.58484 -0.82032
0 0.0023117 -85.782 0.58503 -0.82813
-0.49 0.0028639 -85.094 0.58503 -0.82813
-0.99 0.0029554 -84.751 0.58496 -0.82813
-1.47 -0.00089932 -91.61 0.58503 -0.82813
-2.04 -0.0011635 -92.141 0.58503 -0.82813
-2.57 0.00029373 -89.493 0.58527 -0.82813
-2.86 0.0020189 -86.446 0.58564 -0.82813
-3.68 -0.001029 -91.985 0.58496 -0.79688
-4.24 0.0024405 -85.524 0.58551 -0.8125
-4.24 0.0010061 -88.055 0.58521 -0.80469
-4.78 0.0020237 -86.227 0.58545 -0.8125
-5.32 0.0017691 -86.86 0.58539 -0.82813
-5.88 0.00036812 -89.399 0.58509 -0.82032
-6.48 -0.00057602 -91.04 0.58503 -0.82032
-7.07 0.0015125 -87.274 0.58539 -0.82813
-7.64 0.00088311 -88.469 0.58527 -0.82813
-8.23 0.00056458 -89.024 0.58527 -0.82813
-8.23 0.00098897 -88.172 0.58539 -0.82813
-8.86 0.00042057 -89.219 0.58533 -0.82813
-9.48 -0.00010491 -90.321 0.58521 -0.82813
-10.13 0.00054837 -88.946 0.58545 -0.82813
