I1(135deg) X DEG X DEG
1.9 0.00031662 -89.469 0.61017 -0.71094
1.8 0.00058651 -88.805 0.61023 -0.71875
1.7 -0.00058175 -91.18 0.60999 -0.69532
1.6 3.624E-5 -89.993 0.61005 -0.71094
1.5 -0.00084687 -91.641 0.60993 -0.69532
1.4 -0.0001812 -90.43 0.60993 -0.70313
1.3 -9.2507E-5 -90.258 0.60999 -0.69532
1.2 0.00013924 -89.704 0.60999 -0.70313
1.1 -0.00020218 -90.352 0.60993 -0.69532
1 -0.00026894 -90.665 0.60987 -0.70313
0.9 8.297E-5 -89.883 0.60993 -0.70313
0.8 0.00028324 -89.407 0.60999 -0.71875
0.7 -0.00091553 -91.727 0.60987 -0.70313
0.6 1.2398E-5 -89.938 0.60999 -0.71875
0.5 -2.9564E-5 -90.141 0.60993 -0.71875
0.4 -0.00082875 -91.594 0.60981 -0.69532
0.3 -0.00026894 -90.563 0.60981 -0.70313
0.2 -0.00016117 -90.336 0.60981 -0.71094
0.1 8.5831E-6 -89.969 0.60981 -0.71094
1.110223E-16 0.0001812 -89.672 0.60987 -0.70313
-0.1 0.00074673 -88.594 0.60999 -0.71875
-0.2 0.0004921 -89.126 0.60993 -0.71094
-0.3 0.00011349 -89.758 0.60987 -0.71094
-0.4 -0.00027275 -90.586 0.60975 -0.71875
-0.5 -0.00070286 -91.36 0.60962 -0.70313
-0.6 0.00525 -80.219 0.6095 -0.71094
-0.7 0.0048819 -80.665 0.60938 -0.70313
-0.8 0.006012 -78.876 0.60956 -0.71875
-0.9 0.0064297 -78.251 0.60956 -0.72657
-1 0.0057497 -79.133 0.60944 -0.71875
-1.1 0.0073262 -76.524 0.60968 -0.72657
-1.2 0.0051689 -80.266 0.60932 -0.71094
-1.3 -0.00038529 -90.727 0.60962 -0.72657
-1.4 -0.0010643 -92.001 0.6095 -0.72657
-1.5 -0.0014067 -92.696 0.60944 -0.71875
-1.6 -0.00083638 -91.633 0.6095 -0.72657
-1.7 -0.00082493 -91.516 0.6095 -0.72657
-1.8 -0.0013628 -92.579 0.60944 -0.72657
-1.9 -0.0013676 -92.688 0.60944 -0.71875
-2 -0.0014629 -92.821 0.60938 -0.71875
