I1(135deg) X DEG X DEG
1.9 1.7524E-5 88.727 0.53357 3.8984
1.8 2.8968E-5 87.938 0.53376 3.8828
1.7 2.8014E-5 88.024 0.53357 3.8906
1.6 2.8849E-5 87.938 0.53363 3.8984
1.5 -6.4373E-6 90.524 0.53345 3.8906
1.4 2.8253E-5 87.993 0.5337 3.8828
1.3 6.4373E-6 89.563 0.53382 3.875
1.2 -7.7487E-6 90.54 0.53339 3.8828
1.1 6.6758E-6 89.54 0.53363 3.875
1 1.6928E-5 88.86 0.5337 3.8672
0.9 7.1526E-7 89.922 0.5337 3.8672
0.8 -1.4544E-5 91.008 0.5337 3.8672
0.7 -2.9802E-5 92.008 0.53351 3.875
0.6 -3.2306E-5 92.258 0.53321 3.8906
0.5 -4.6492E-5 93.11 0.53315 3.875
0.4 -3.4809E-5 92.493 0.53339 3.875
0.3 -2.0266E-6 90.243 0.53333 3.875
0.2 -4.1604E-5 92.719 0.53284 3.8906
0.1 -4.232E-5 93.04 0.53302 3.875
1.110223E-16 -2.5034E-5 91.696 0.53357 3.8672
-0.1 -4.375E-5 93.032 0.53339 3.8594
-0.2 -7.9871E-5 95.524 0.53302 3.875
-0.3 -5.7698E-5 94.063 0.53327 3.8594
-0.4 -5.4837E-5 93.774 0.53296 3.875
-0.5 -5.1618E-5 93.579 0.53321 3.875
-0.6 -6.1632E-5 94.274 0.53339 3.8594
-0.7 -4.4585E-5 93.165 0.53302 3.875
-0.8 -8.8216E-6 90.633 0.53327 3.8672
-0.9 -0.00024688 107 0.53302 3.875
-1 -0.00024724 107.05 0.53284 3.875
-1.1 -0.00016177 101.5 0.53284 3.875
-1.2 -0.00015545 100.95 0.53357 3.8516
-1.3 -0.00021005 104.8 0.53333 3.8516
-1.4 -0.00019884 103.82 0.53321 3.8594
-1.5 -0.00019217 103.5 0.5326 3.8906
-1.6 -9.9302E-5 97.227 0.53254 3.8984
-1.7 -0.00010753 97.797 0.53223 3.9141
-1.8 -9.06E-5 96.735 0.53254 3.8984
-1.9 -0.00013435 99.876 0.53235 3.8984
-2 -0.000175 102.6 0.53254 3.8906
