I1(135deg) X DEG X DEG
-5 -0.0015469 -92.922 0.61451 -0.69532
-4.85 -0.0017779 -93.383 0.61445 -0.70313
-4.7 -0.00085497 -91.68 0.61463 -0.70313
-4.55 -0.00097991 -91.868 0.61457 -0.70313
-4.4 -0.00029421 -90.524 0.61469 -0.70313
-4.25 -0.00014496 -90.344 0.61469 -0.71094
-4.1 0.00032854 -89.352 0.61481 -0.71094
-3.95 -0.00059414 -91.071 0.61463 -0.70313
-3.8 0.00087977 -88.305 0.61487 -0.71875
-3.65 0.00063086 -88.844 0.61487 -0.71094
-3.5 0.00058318 -88.915 0.61487 -0.70313
-3.35 -0.00031615 -90.618 0.61463 -0.70313
-3.2 -5.7221E-6 -90.094 0.61463 -0.70313
-3.05 0.00050307 -89.055 0.61481 -0.6875
-2.9 0.0004673 -89.141 0.61481 -0.69532
-2.75 0.0011716 -87.836 0.61487 -0.70313
-2.6 0.0007596 -88.633 0.61481 -0.70313
-2.45 0.00032616 -89.282 0.61475 -0.70313
-2.3 -0.00067711 -91.313 0.61457 -0.69532
-2.15 7.2003E-5 -89.938 0.61463 -0.70313
-2 0.0010696 -88.024 0.61487 -0.71094
-1.85 -0.00058413 -91.008 0.61457 -0.69532
-1.7 -0.0001092 -90.235 0.61463 -0.69532
-1.55 -0.00039673 -90.743 0.61457 -0.70313
-1.4 -0.00039339 -90.719 0.61457 -0.70313
-1.25 -0.00070954 -91.368 0.61457 -0.67969
-1.1 0.00054789 -89.008 0.61469 -0.69532
-0.95 0.0015488 -87.047 0.61493 -0.69532
-0.8 0.00044012 -89.118 0.61463 -0.69532
-0.65 0.00068903 -88.696 0.61475 -0.69532
-0.5 0.0001936 -89.633 0.61463 -0.67969
-0.35 -0.00061226 -91.149 0.61438 -0.69532
-0.2 0.00014544 -89.774 0.61457 -0.69532
-0.05 0.00065279 -88.766 0.61469 -0.67969
0.1 0.0012665 -87.571 0.61481 -0.6875
0.25 0.00096941 -88.055 0.61487 -0.6875
0.4 0.0010109 -88.001 0.61487 -0.6875
0.55 0.0026078 -85.251 0.61512 -0.71094
0.7 0.0071326 -76.743 0.61469 -0.69532
0.85 0.0081845 -74.891 0.61481 -0.70313
1 0.0084434 -74.336 0.61481 -0.6875
1.15 0.0082074 -74.719 0.61469 -0.6875
1.3 0.0088406 -73.829 0.61487 -0.70313
1.45 0.0016012 -86.954 0.61487 -0.67969
1.6 0.0017061 -86.876 0.61481 -0.70313
1.75 0.0017023 -86.751 0.61487 -0.69532
1.9 0.0012894 -87.547 0.61481 -0.70313
2.05 0.0019741 -86.313 0.61493 -0.70313
2.2 0.00089264 -88.329 0.61475 -0.69532
2.35 0.00072766 -88.586 0.61463 -0.70313
2.5 0.0013905 -87.407 0.61481 -0.69532
2.65 0.0013399 -87.43 0.61481 -0.70313
2.8 0.00083256 -88.391 0.61463 -0.69532
2.95 0.0004158 -89.188 0.61457 -0.69532
3.1 0.00094796 -88.235 0.61463 -0.67969
3.25 0.00077153 -88.493 0.61463 -0.67969
3.4 0.0012999 -87.508 0.61469 -0.69532
3.55 0.0024615 -85.352 0.61481 -0.70313
3.7 0.0019322 -86.321 0.61475 -0.69532
3.85 0.0023537 -85.438 0.61487 -0.70313
4 0.0015144 -87.149 0.61469 -0.6875
4.15 0.00082779 -88.446 0.61451 -0.69532
4.3 0.0011892 -87.665 0.61463 -0.6875
4.45 0.0020952 -85.915 0.61481 -0.6875
4.6 0.0023298 -85.626 0.61481 -0.6875
4.75 0.0015555 -87.071 0.61469 -0.6875
4.9 0.0020485 -86.141 0.61475 -0.69532
