#Alpha(207mT) X DEG X DEG
0.33 -2.1935E-5 -90.188 0.14124 0.093751
10.74 8.5831E-5 -89.282 0.14111 0.15625
20.33 0.00022316 -88.133 0.14117 0.14844
29.88 0.00027275 -87.696 0.14136 0.30469
40.62 0.0002966 -87.532 0.14117 0.23438
50.19 0.00026608 -87.766 0.14117 0.28906
59.87 0.00022507 -88.11 0.1413 0.33594
70.61 0.00014019 -88.844 0.14148 0.23438
80.63 6.7711E-5 -89.446 0.14148 0.14844
90.17 -9.5368E-6 -90.071 0.14191 -0.03125
100.55 -7.248E-5 -90.579 0.14209 -0.054688
110.74 -0.00015068 -91.243 0.14197 -0.03125
120.83 -0.00016976 -91.391 0.14209 -0.16406
129.94 -0.00016403 -91.305 0.14221 -0.15625
140.15 -0.00014401 -91.157 0.14221 -0.20313
150.33 -9.1553E-5 -90.743 0.14215 -0.28906
160.41 -5.3406E-5 -90.422 0.14197 -0.21875
170.55 1.0491E-5 -89.883 0.14185 -0.03125
180.67 1.0491E-5 -89.915 0.14148 0.11719
189.81 9.3461E-5 -89.219 0.1413 0.28125
200.44 0.00011253 -89.055 0.14136 0.15625
210.07 0.00014782 -88.774 0.14117 0.25781
220.8 0.00013352 -88.907 0.14099 0.20313
230.33 9.6322E-5 -89.204 0.14111 0.22656
240.1 3.5286E-5 -89.711 0.14105 0.29688
249.86 -9.9183E-5 -90.852 0.14117 0.26563
259.85 -0.00018978 -91.594 0.1413 0.023438
270.38 -0.00026131 -92.165 0.14142 -0.10938
280.55 -0.00032139 -92.657 0.1416 -0.1875
290.77 -0.00036621 -93.016 0.1416 -0.32813
299.81 -0.00038052 -93.126 0.14172 -0.34375
310 -0.0003767 -93.079 0.14185 -0.40625
320.32 -0.00032425 -92.657 0.14179 -0.52344
330.43 -0.00027752 -92.282 0.14185 -0.60157
340.56 -0.00015354 -91.243 0.14185 -0.40625
350.51 -7.6294E-5 -90.618 0.14166 -0.21875
360.33 5.3406E-5 -89.563 0.14136 -0.10156
0.33 5.2452E-5 -89.563 0.14136 -0.054688
10.74 0.00014591 -88.782 0.14136 -0.070313
20.33 0.0002327 -88.055 0.14154 0.0078126
29.88 0.00029278 -87.571 0.14142 0
40.62 0.00030613 -87.469 0.14148 -0.015625
50.19 0.00030327 -87.508 0.14154 0.11719
59.87 0.00024987 -87.938 0.14154 0.14844
70.61 0.00017643 -88.563 0.14179 -0.070313
80.63 8.0109E-5 -89.344 0.14191 -0.070313
90.17 -4.1962E-5 -90.336 0.14209 -0.125
100.55 -9.3461E-5 -90.766 0.14227 -0.27344
110.74 -0.00011635 -90.946 0.14227 -0.23438
120.83 -0.00012779 -91.016 0.14246 -0.3125
129.94 -0.0001421 -91.149 0.14246 -0.32813
140.15 -0.00011349 -90.915 0.14233 -0.42969
150.33 -8.8692E-5 -90.711 0.14233 -0.40625
160.41 -6.2943E-5 -90.493 0.14227 -0.35156
170.55 -2.2888E-5 -90.172 0.14197 -0.125
180.67 8.3924E-5 -89.305 0.1416 0.039063
189.81 0.00012589 -88.938 0.14154 0.125
200.44 0.00014782 -88.774 0.14148 0.093751
210.07 0.00019646 -88.383 0.14136 0.15625
220.8 0.00014496 -88.797 0.14124 0.17188
230.33 8.8692E-5 -89.243 0.14136 0.20313
240.1 -1.9074E-6 -90.016 0.14117 0.28125
249.86 -0.00010681 -90.907 0.14111 0.11719
259.85 -0.00017738 -91.469 0.14136 -0.10938
270.38 -0.00029469 -92.43 0.14154 -0.125
280.55 -0.00037289 -93.11 0.14148 -0.26563
290.77 -0.00040817 -93.376 0.1416 -0.3125
299.81 -0.00037956 -93.102 0.14179 -0.3125
310 -0.00041008 -93.368 0.14179 -0.40625
320.32 -0.00035954 -92.954 0.14179 -0.42188
330.43 -0.00027752 -92.251 0.14185 -0.5
340.56 -0.0001936 -91.579 0.14179 -0.44531
350.51 -6.5804E-5 -90.555 0.14148 -0.27344
360.33 4.4823E-5 -89.618 0.14142 -0.054688
0.33 1.1444E-5 -89.899 0.14148 -0.054688
10.74 0.00010109 -89.157 0.14136 0.125
20.33 0.0001564 -88.696 0.14117 0.14844
29.88 0.00023842 -88.016 0.14117 0.15625
40.62 0.00028515 -87.633 0.14124 0.23438
50.19 0.00024605 -87.946 0.14142 0.26563
59.87 0.00021458 -88.227 0.14136 0.26563
70.61 0.00012779 -88.954 0.14148 0.21094
80.63 6.3897E-5 -89.477 0.14172 0.14844
90.17 -4.5777E-5 -90.383 0.14179 0.062501
100.55 -9.6322E-5 -90.797 0.14203 -0.10938
110.74 -0.00014496 -91.172 0.14197 -0.10156
120.83 -0.00020409 -91.641 0.14215 -0.13281
129.94 -0.0001936 -91.579 0.14179 -0.17969
140.15 -0.0001421 -91.149 0.14197 -0.32813
150.33 -0.00013352 -91.063 0.14221 -0.34375
160.41 -0.00012493 -91.024 0.14197 -0.15625
170.55 -4.7684E-6 -90.04 0.1416 0.046875
180.67 2.5749E-5 -89.758 0.14148 0.32031
189.81 5.436E-5 -89.555 0.14148 0.23438
200.44 8.0109E-5 -89.321 0.14136 0.15625
210.07 0.00010681 -89.133 0.14117 0.17188
220.8 0.00010109 -89.165 0.14124 0.039063
230.33 7.248E-5 -89.422 0.14105 0.25781
240.1 -8.0109E-5 -90.688 0.14111 0.20313
249.86 -0.00015736 -91.336 0.14111 0.28125
259.85 -0.00020218 -91.696 0.14136 0.023438
270.38 -0.00030804 -92.602 0.1413 -0.085938
280.55 -0.00043011 -93.602 0.14142 -0.17969
290.77 -0.00044728 -93.649 0.14148 -0.16406
299.81 -0.00050545 -94.172 0.14154 -0.21875
310 -0.00035668 -92.954 0.1416 -0.3125
