##Alpha(207mT) X DEG X DEG
0.33 -1.9074E-6 90.141 0.14398 0.25781
4.95 -4.5777E-5 93.758 0.14404 0.39063
10.74 -0.00010872 99.602 0.14398 0.6875
15.51 -0.0001545 103.2 0.14398 0.53907
20.33 -0.00020409 107.19 0.14398 0.55469
25.03 -0.00024605 110.88 0.14398 0.5625
29.88 -0.00027466 113.12 0.14404 0.67188
35.78 -0.00029564 114.68 0.14398 0.53907
40.62 -0.00029373 114.44 0.14398 0.59375
45.24 -0.00028229 113.42 0.14411 0.63282
50.19 -0.00026894 112.51 0.14398 0.71094
55.1 -0.00027275 112.74 0.14404 0.84375
59.87 -0.00026322 112.13 0.14404 0.77344
65.74 -0.00019074 106.67 0.14398 0.82813
70.61 -0.00015831 103.61 0.14411 0.67188
75.67 -9.9183E-5 98.665 0.14404 0.60938
80.63 -7.8202E-5 96.915 0.14411 0.46094
84.84 0 89.993 0.14411 0.30469
90.17 4.5777E-5 85.782 0.14411 0.38281
95.43 0.00010109 80.985 0.14411 0.19531
100.55 0.00017357 75.321 0.14423 0.19531
105.52 0.00015068 77.18 0.14411 0.20313
110.74 0.00025559 68.641 0.14411 0.28125
115.67 0.00021744 71.602 0.14411 0.17969
120.83 0.00028038 66.985 0.14411 0.14063
124.87 0.00030136 65.54 0.14411 0.125
129.94 0.00028992 66.485 0.14404 0.062501
134.97 0.00028992 66.149 0.14411 0
140.15 0.00026703 68.071 0.14411 0.0078126
145.31 0.00025368 68.79 0.14411 0.0078126
150.33 0.00021362 71.86 0.14411 -0.15625
155.35 0.00022507 71.344 0.14411 -0.070313
160.41 0.00017166 75.047 0.14411 0
165.43 0.00013161 78.602 0.14411 0.28125
170.55 5.5313E-5 85.376 0.14411 0.27344
175.58 9.1553E-5 82.102 0.14411 0.39063
180.67 -5.1499E-5 94.391 0.14398 0.61719
185.75 -5.7221E-5 94.977 0.14404 0.61719
189.81 -0.000103 98.883 0.14398 0.74219
195.65 -0.00015259 103.33 0.14404 0.60938
200.44 -0.00018501 105.96 0.14404 0.57813
205.23 -0.00021362 107.98 0.14398 0.5625
210.07 -0.00025368 111.11 0.14404 0.61719
215.02 -0.00024987 110.95 0.14398 0.64063
220.8 -0.00029946 114.88 0.14398 0.46875
225.5 -0.00021362 108.08 0.14404 0.78125
230.33 -0.00023842 110.05 0.14398 0.79688
235.29 -0.00021553 108.25 0.14404 0.6875
240.1 -0.00019836 107.13 0.14398 0.69532
244.97 -0.00015068 103.06 0.14392 0.79688
249.86 -0.00010872 99.719 0.14398 0.61719
254.93 -3.8147E-5 93.36 0.14398 0.60938
259.85 -1.5259E-5 91.305 0.14398 0.46094
265.19 4.9591E-5 85.329 0.14392 0.42188
270.38 6.6758E-5 84.227 0.14404 0.33594
275.55 0.0001297 78.985 0.14398 0.3125
280.55 0.0002327 70.704 0.14398 0.4375
285.57 0.00022316 71.43 0.14398 0.32813
290.77 0.00031662 64.407 0.14398 0.28906
295.75 0.00028992 66.485 0.14398 0.085938
299.81 0.00032616 63.946 0.14404 0.046875
304.92 0.0003376 63.024 0.14404 0.062501
310 0.00031662 64.36 0.14398 -0.046875
315.24 0.0003109 64.766 0.14398 -0.10938
320.32 0.00029946 65.657 0.14398 -0.054688
325.41 0.00030518 65.352 0.14398 -0.078126
330.43 0.0002861 66.461 0.14398 0
335.31 0.00023842 69.836 0.14392 0.039063
340.56 0.00019455 73.571 0.14398 0.14063
345.36 0.00014496 77.571 0.14392 0.17969
350.51 8.3924E-5 82.508 0.14398 0.33594
355.65 4.9591E-5 85.618 0.14404 0.36719
360.33 2.4796E-5 87.79 0.14398 0.44531
0.33 3.2425E-5 87.18 0.14386 0.57813
4.95 -1.3352E-5 91.165 0.14398 0.59375
10.74 -0.00010872 99.454 0.14392 0.6875
15.51 -0.00014305 102.34 0.14398 0.72657
20.33 -0.00016594 104.17 0.14398 0.76563
25.03 -0.00024987 111.06 0.14404 0.66407
29.88 -0.00024414 110.74 0.14404 0.63282
35.78 -0.00026512 112.22 0.14404 0.72657
40.62 -0.00029946 114.47 0.14404 0.64063
45.24 -0.00029373 114.21 0.14404 0.60938
50.19 -0.00024796 110.92 0.14404 0.64063
55.1 -0.0002861 114.06 0.14398 0.75
59.87 -0.00022316 108.83 0.14404 0.71094
65.74 -0.00017166 105.07 0.14404 0.69532
70.61 -0.00014305 102.4 0.14404 0.55469
75.67 -0.00010681 98.985 0.14404 0.61719
80.63 -7.6294E-5 96.594 0.14411 0.53907
84.84 -4.5777E-5 93.954 0.14404 0.5625
90.17 1.9074E-5 88.391 0.14411 0.33594
95.43 0.00010109 81.266 0.14411 0.35156
100.55 0.00014114 77.883 0.14417 0.27344
105.52 0.00019836 73.227 0.14411 0.33594
110.74 0.00021172 72.086 0.14411 0.19531
115.67 0.0002594 68.368 0.14404 0.3125
120.83 0.00025559 68.743 0.14404 0.17188
124.87 0.00027275 67.399 0.14411 0.17188
129.94 0.00026322 68.415 0.14417 0.11719
134.97 0.00027085 67.29 0.14417 0.10156
140.15 0.00023651 70.391 0.14411 0.062501
145.31 0.00026512 68.188 0.14417 0.10156
150.33 0.00027657 66.985 0.14417 0
155.35 0.00021172 72.344 0.14417 -0.070313
160.41 0.00016213 76.266 0.14423 0.0078126
165.43 0.00014305 77.758 0.14411 0.3125
170.55 5.7221E-5 84.93 0.14411 0.4375
175.58 1.7166E-5 88.547 0.14404 0.51563
180.67 0 89.993 0.14404 0.59375
185.75 -6.2943E-5 95.243 0.14411 0.61719
189.81 -0.00011253 99.649 0.14404 0.6875
195.65 -0.00018311 105.88 0.14404 0.67188
200.44 -0.00017166 104.79 0.14404 0.6875
205.23 -0.00020981 107.81 0.14411 0.52344
210.07 -0.00024223 110.41 0.14411 0.57813
215.02 -0.00023651 109.55 0.14411 0.66407
220.8 -0.00025559 111.24 0.14404 0.76563
225.5 -0.00025559 111.37 0.14411 0.61719
230.33 -0.00024414 110.57 0.14398 0.79688
235.29 -0.00025559 111.62 0.14398 0.91407
240.1 -0.00021172 107.98 0.14398 0.85938
244.97 -0.00012779 100.99 0.14398 0.88282
249.86 -0.00013924 102.07 0.14398 0.85157
