##Alpha(207mT) X DEG X DEG
0.33 7.248E-5 9.0391 0.14392 0.61719
4.95 0.00010872 4.3282 0.14386 0.75
10.74 0.00012779 2.1953 0.14374 0.75
15.51 0.00016976 0 0.14386 0.63282
20.33 0.00018311 3.1172 0.14374 0.75
25.03 0.00024223 2.7656 0.1438 0.63282
29.88 0.0002327 1.625 0.14386 0.64844
35.78 0.00020981 4.0469 0.14392 0.67188
40.62 0.00024605 3.1094 0.14386 0.75
45.24 0.00019264 1.9688 0.14374 0.74219
50.19 0.00014496 3.2109 0.1438 0.82032
55.1 0.00013924 5.5078 0.14386 0.85938
59.87 0.00018311 1.5313 0.14374 0.97657
65.74 8.0109E-5 0 0.14374 0.88282
70.61 3.8147E-5 2.4844 0.1438 0.80469
75.67 -1.9074E-5 174.8 0.14386 0.75
80.63 -8.5831E-5 -176.7 0.14392 0.75
84.84 -0.00011635 -175.91 0.14386 0.6875
90.17 -0.00015259 176.84 0.14392 0.61719
95.43 -0.0002327 178.76 0.14398 0.48438
100.55 -0.00024033 -179.2 0.14398 0.36719
105.52 -0.00026322 -178.16 0.14392 0.38281
110.74 -0.00029755 -179.35 0.14392 0.39063
115.67 -0.00028992 -179.34 0.14398 0.28906
120.83 -0.00029373 -177.72 0.14392 0.14844
124.87 -0.00029373 -179.34 0.14392 0.14844
129.94 -0.00030136 -178.41 0.14392 0.19531
134.97 -0.00027275 -178.94 0.14398 0.023438
140.15 -0.00027466 179.3 0.14398 0.125
145.31 -0.00027085 -179.64 0.14398 0.070313
150.33 -0.00024605 -177.65 0.14392 0.11719
155.35 -0.00019455 179.99 0.14392 0.17969
160.41 -0.00017166 -177.77 0.14392 0.38281
165.43 -0.00012398 179.99 0.14392 0.30469
170.55 -3.624E-5 -166.61 0.1438 0.4375
175.58 -1.9074E-5 175.23 0.14392 0.55469
180.67 -2.2888E-5 171.86 0.14386 0.74219
185.75 9.3461E-5 3.0625 0.14386 0.85938
189.81 9.5368E-5 4.9219 0.14386 0.80469
195.65 0.0001297 5.8516 0.14386 0.85938
200.44 0.00017166 5.9766 0.14386 0.85157
205.23 0.00016976 2.7734 0.14386 0.79688
210.07 0.00021172 2.2344 0.14386 1.0156
215.02 0.00016785 3.9609 0.14386 0.91407
220.8 0.00019074 1.9688 0.14386 0.82032
225.5 0.00014496 0 0.14386 0.85938
230.33 0.00011635 2.4531 0.14368 1.1563
235.29 0.00013542 2.7578 0.14374 0.92969
240.1 7.6294E-5 0 0.14368 1.0078
244.97 5.5313E-5 -6.711 0.14368 1.0469
249.86 -7.6295E-6 -158.2 0.14368 0.85157
254.93 -5.7221E-5 -178.31 0.14368 0.79688
259.85 -6.6758E-5 -175.81 0.14374 0.67188
265.19 -0.00015831 -179.38 0.14374 0.5625
270.38 -0.00021362 -178.66 0.14374 0.48438
275.55 -0.00026512 -178.91 0.14368 0.40625
280.55 -0.00026512 -179.28 0.14374 0.3125
285.57 -0.00032425 179.99 0.14374 0.32813
290.77 -0.00032616 -179.41 0.14374 0.27344
295.75 -0.00031281 -178.16 0.14374 0.40625
299.81 -0.00034142 -179.15 0.14374 0.27344
304.92 -0.00029564 -179.02 0.14374 0.30469
310 -0.00035286 -178.09 0.14374 0.23438
