,phih,0,45
0,0.5,-0.043579740143015785,0.12384748191107828
1,10.275,-0.17469129775604325,0.10841863455689166
2,20.385,-0.25818002455784567,0.08020531557477448
3,29.975,-0.299717346245457,0.04797579788208606
4,40.71,-0.31620144751874074,0.009408176891136152
5,50.26,-0.3101264068765639,-0.025586566255066744
6,59.985,-0.277695787837094,-0.05791880724922329
7,70.235,-0.21255424852234245,-0.09498261603874579
8,80.24,-0.09678121997268467,-0.1263670491589876
9,90.275,0.09338665268645628,-0.1309777835221013
10,100.55,0.21368980406355348,-0.10467391931974224
11,110.755,0.26957918902967126,-0.07000204021849107
12,120.32,0.29815234453354333,-0.039281678333632546
13,129.97,0.3003385387492292,-0.00740934130427226
14,140.235,0.28385832593570226,0.028163918266111497
15,150.38,0.2499453927902912,0.058699008696339885
16,160.485,0.18837894368255714,0.08668719037385311
17,170.53,0.09219832795878284,0.11379427724799222
