0.33 -0.0024815 94.008 0.21524 -2.8516
10.74 -0.0079213 102.44 0.21524 -2.8125
20.33 -0.010969 106.94 0.21527 -2.7422
29.88 -0.012589 109.25 0.21527 -2.7109
40.62 -0.013109 109.98 0.21527 -2.6172
50.19 -0.012394 108.97 0.21533 -2.4766
59.87 -0.010922 106.89 0.2153 -2.4531
70.61 -0.0074597 101.75 0.21533 -2.6641
80.63 -0.0022717 93.61 0.2153 -2.9453
90.17 0.0046139 82.571 0.2153 -3.1016
100.55 0.0091229 75.516 0.21527 -3.3203
110.74 0.011347 71.993 0.21521 -3.3047
120.83 0.012632 70.094 0.21524 -3.3047
129.94 0.012425 70.516 0.21524 -3.3984
140.15 0.011528 71.774 0.21521 -3.5
150.33 0.0094662 74.954 0.21518 -3.5234
160.41 0.0067177 79.188 0.21521 -3.2656
170.55 0.0021401 86.571 0.21527 -3.0313
180.67 -0.0042591 96.844 0.2153 -2.8516
189.81 -0.0088997 103.83 0.2153 -2.6875
200.44 -0.012659 109.37 0.2153 -2.6406
210.07 -0.014454 111.78 0.21536 -2.5391
220.8 -0.01487 112.43 0.21539 -2.4375
230.33 -0.014353 111.69 0.21536 -2.3828
240.1 -0.012726 109.44 0.21536 -2.3359
249.86 -0.0097542 105.22 0.21536 -2.5156
259.85 -0.0039482 96.29 0.21536 -2.6641
270.38 0.003788 83.899 0.21533 -2.875
280.55 0.0092335 75.211 0.21536 -2.9375
290.77 0.011816 71.266 0.21533 -3.1875
299.81 0.012854 69.766 0.2153 -3.2578
310 0.012993 69.579 0.21527 -3.3906
320.32 0.012209 70.672 0.21521 -3.5078
330.43 0.010708 72.915 0.21518 -3.5313
340.56 0.0079346 77.274 0.21518 -3.4219
350.51 0.0038014 83.844 0.21527 -2.9297
360.33 -0.0015412 92.508 0.2153 -2.6172
0.33 -0.0017929 92.907 0.21536 -2.5938
10.74 -0.007576 102.03 0.21536 -2.3594
20.33 -0.010655 106.59 0.21536 -2.4141
29.88 -0.012325 109.06 0.21536 -2.3281
40.62 -0.012823 109.76 0.21533 -2.2188
50.19 -0.012318 109.09 0.21536 -2.2031
59.87 -0.010582 106.56 0.21536 -2.0938
70.61 -0.0073758 101.66 0.21539 -2.3203
80.63 -0.0018997 93.024 0.21533 -2.4609
90.17 0.0051823 81.626 0.21536 -2.7422
100.55 0.0096245 74.61 0.21536 -2.8438
110.74 0.011931 71.133 0.21536 -2.8672
120.83 0.012665 70.11 0.21536 -3.0156
129.94 0.012697 70.133 0.2153 -3.125
140.15 0.011698 71.493 0.21521 -3.3047
150.33 0.0095978 74.704 0.21521 -3.3594
160.41 0.0067997 79.094 0.21527 -3.2656
170.55 0.0022259 86.415 0.21524 -2.9375
180.67 -0.0036793 95.93 0.21527 -2.6094
189.81 -0.0087243 103.68 0.2153 -2.5469
200.44 -0.012459 109.19 0.2153 -2.4219
210.07 -0.013865 111.13 0.21533 -2.3125
220.8 -0.014856 112.48 0.21539 -2.2813
230.33 -0.014496 112.03 0.21539 -2.2266
240.1 -0.012226 108.94 0.21539 -2.1016
249.86 -0.0094414 104.72 0.21543 -2.3594
259.85 -0.0039883 96.321 0.21539 -2.5
270.38 0.0040474 83.454 0.21543 -2.7266
280.55 0.008915 75.618 0.21533 -2.8672
290.77 0.011845 71.258 0.21533 -2.9531
299.81 0.012825 69.618 0.2153 -2.9453
310 0.013102 69.399 0.21524 -3.2656
320.32 0.012133 70.782 0.21521 -3.4141
330.43 0.010687 72.977 0.21524 -3.3594
340.56 0.008194 76.805 0.21527 -3.1406
350.51 0.0038223 83.821 0.2153 -2.9531
360.33 -0.0015583 92.516 0.21536 -2.6953
0.33 -0.0020256 93.274 0.21536 -2.6406
10.74 -0.0072918 101.65 0.21536 -2.3828
20.33 -0.010389 106.25 0.21536 -2.3594
29.88 -0.012434 109.18 0.21539 -2.4297
40.62 -0.012875 109.87 0.21543 -2.25
50.19 -0.012247 108.95 0.21549 -2.0938
59.87 -0.010626 106.63 0.21546 -2.1641
70.61 -0.0075894 101.96 0.21539 -2.4609
80.63 -0.0018273 92.899 0.21543 -2.4688
90.17 0.0047417 82.329 0.21543 -2.6641
100.55 0.0091592 75.305 0.21539 -2.8906
110.74 0.011675 71.571 0.21536 -2.9375
120.83 0.01277 69.86 0.21536 -3.0313
129.94 0.012522 70.336 0.21533 -3.1484
140.15 0.011543 71.735 0.21527 -3.4141
150.33 0.0097333 74.547 0.21527 -3.4063
160.41 0.0068169 79.016 0.2153 -3.1328
170.55 0.002058 86.672 0.2153 -2.9844
180.67 -0.0042668 96.829 0.21533 -2.7422
189.81 -0.0091782 104.31 0.21539 -2.6719
200.44 -0.012846 109.67 0.21539 -2.6406
210.07 -0.014666 112.07 0.21543 -2.6094
220.8 -0.015408 113.09 0.21546 -2.5156
230.33 -0.014416 111.9 0.21549 -2.1953
240.1 -0.013188 110.08 0.21543 -2.3281
249.86 -0.0098076 105.28 0.21546 -2.5078
259.85 -0.0041733 96.633 0.21549 -2.6016
270.38 0.0038796 83.727 0.21546 -2.8359
280.55 0.0090314 75.594 0.21543 -3
290.77 0.011776 71.399 0.21546 -3
299.81 0.012648 70.063 0.21543 -3.2188
310 0.012932 69.665 0.21533 -3.4844
320.32 0.011698 71.493 0.21533 -3.5469
330.43 0.010042 74.055 0.21527 -3.7188
340.56 0.007597 77.868 0.2153 -3.4688
350.51 0.0034027 84.555 0.2153 -3.2188
360.33 -0.0021782 93.501 0.2153 -3.0781
