#Alpha(50mT) X DEG X DEG
0.2 1.6213E-5 -89.774 0.1358 2.3984
5.01 2.0027E-5 -89.727 0.13599 2.4219
9.78 -3.8147E-5 -90.563 0.13593 2.4688
14.66 -0.00012875 -91.86 0.13593 2.4766
20.55 -0.00025559 -93.79 0.13593 2.4531
25.1 -0.00036144 -95.274 0.13599 2.5234
29.95 -0.00050927 -97.36 0.13599 2.4531
34.87 -0.00063706 -99.204 0.13605 2.4219
40.29 -0.0007658 -101.02 0.13599 2.4375
45.28 -0.00083733 -101.9 0.13599 2.4219
49.72 -0.0010042 -104.11 0.13593 2.4063
55.38 -0.0010758 -105.07 0.13599 2.3984
60.13 -0.0011587 -106.15 0.13599 2.3984
64.95 -0.0012798 -107.64 0.13593 2.5078
70.47 -0.0014019 -109.23 0.13593 2.3828
75.53 -0.0014553 -110.02 0.13587 2.4766
80.51 -0.0014772 -110.17 0.13593 2.4531
85.78 -0.0014677 -110.06 0.13611 2.4063
89.74 -0.0014401 -109.69 0.13605 2.4531
95.07 -0.0013447 -108.6 0.13605 2.4219
100.31 -0.0012655 -107.43 0.13599 2.4531
105.56 -0.001195 -106.67 0.13593 2.3828
109.76 -0.0010719 -105.03 0.13605 2.4375
115.28 -0.00090599 -102.71 0.13593 2.4297
120.24 -0.00084305 -101.92 0.13605 2.4375
125.66 -0.00074292 -100.67 0.13605 2.4063
130.64 -0.00055123 -97.915 0.13605 2.4219
134.96 -0.00053692 -97.727 0.13587 2.4766
139.98 -0.00041294 -95.993 0.13599 2.4219
145.04 -0.00030804 -94.501 0.13599 2.3359
150.13 -0.00022411 -93.282 0.13599 2.4063
155.11 -9.6322E-5 -91.383 0.13605 2.5078
160.13 9.5368E-6 -89.86 0.13605 2.375
165.31 5.2452E-5 -89.235 0.13605 2.4531
170.46 0.00013733 -87.946 0.13587 2.4688
175.41 0.00012589 -88.172 0.13599 2.3828
180.5 0.000103 -88.501 0.13593 2.4297
185.59 3.5286E-5 -89.477 0.13599 2.375
189.73 -5.3406E-5 -90.774 0.13593 2.4531
195.59 -0.00012207 -91.821 0.13599 2.4531
200.58 -0.00031662 -94.665 0.13574 2.5391
204.76 -0.00035286 -95.086 0.13611 2.375
210.64 -0.00053025 -97.696 0.13605 2.4219
215.29 -0.00058461 -98.422 0.13599 2.4531
220 -0.00069714 -99.946 0.13605 2.4063
225.07 -0.00086976 -102.41 0.13605 2.4063
230.76 -0.0010338 -104.67 0.13593 2.4688
235.66 -0.0010881 -105.27 0.1358 2.4844
240.44 -0.001214 -106.91 0.13587 2.3516
245.47 -0.0012741 -107.62 0.13605 2.4375
250.29 -0.0014029 -109.42 0.1358 2.4375
255.27 -0.0014582 -109.94 0.13605 2.4219
260.31 -0.0014506 -109.68 0.13605 2.3672
265.31 -0.0014496 -109.81 0.13599 2.4922
270.42 -0.0014143 -109.42 0.13605 2.4609
275.43 -0.0014019 -109.34 0.13587 2.4297
280.53 -0.0013104 -108.2 0.1358 2.4297
285.7 -0.0012283 -107.19 0.13599 2.5078
289.81 -0.0011148 -105.69 0.13599 2.4375
295.59 -0.00095463 -103.46 0.13593 2.4766
299.91 -0.0008936 -102.73 0.13593 2.4922
304.84 -0.00078679 -101.27 0.13587 2.4766
309.79 -0.00065422 -99.415 0.13599 2.4609
315.08 -0.00054455 -97.922 0.13605 2.4375
320.33 -0.00037956 -95.524 0.13593 2.4375
325.3 -0.00034809 -95.071 0.13587 2.4141
330.31 -0.00020981 -93.094 0.13605 2.3203
335.64 -0.00010586 -91.571 0.13599 2.4531
340.66 -2.4796E-5 -90.329 0.13587 2.5547
345.61 1.9074E-5 -89.704 0.13587 2.4688
350.69 6.3897E-5 -89.071 0.1358 2.5078
354.75 0.0001173 -88.258 0.1358 2.4297
360.21 9.06E-5 -88.618 0.13587 2.4766
0.2 8.1063E-5 -88.805 0.13599 2.4297
5.01 1.1444E-5 -89.829 0.13605 2.2813
9.78 -5.0545E-5 -90.766 0.13593 2.4688
14.66 -9.4414E-5 -91.368 0.13593 2.4766
20.55 -0.00028801 -94.196 0.13587 2.5781
25.1 -0.0003748 -95.477 0.13605 2.4609
29.95 -0.00051213 -97.461 0.13599 2.4063
34.87 -0.00059796 -98.626 0.13593 2.5078
40.29 -0.00076104 -100.87 0.13599 2.5547
45.28 -0.00088787 -102.62 0.13593 2.4297
49.72 -0.0009966 -104.06 0.13599 2.4219
55.38 -0.0010815 -105.03 0.13611 2.4766
60.13 -0.001215 -106.89 0.13593 2.4922
64.95 -0.0012865 -107.77 0.1358 2.5234
70.47 -0.0014143 -109.34 0.13599 2.4922
75.53 -0.0014629 -109.88 0.13599 2.4375
80.51 -0.0014753 -110.13 0.13593 2.4531
85.78 -0.0014382 -109.57 0.13605 2.5078
89.74 -0.0014172 -109.33 0.13587 2.5391
95.07 -0.0013237 -108.19 0.13605 2.4219
100.31 -0.0012255 -107.01 0.13593 2.5234
105.56 -0.0011644 -106.23 0.13605 2.4375
109.76 -0.0010367 -104.5 0.13611 2.4531
115.28 -0.00092888 -103.08 0.13599 2.5234
120.24 -0.00080109 -101.32 0.13599 2.5078
125.66 -0.00071145 -100.17 0.13593 2.5391
130.64 -0.00062657 -98.993 0.13599 2.4531
134.96 -0.00051213 -97.422 0.13605 2.4219
139.98 -0.00041199 -95.954 0.13599 2.4766
145.04 -0.0002718 -93.938 0.13617 2.3906
150.13 -0.00020409 -93.008 0.13605 2.4063
