#Alpha(50mT) X DEG X DEG
0.2 0.00012302 -87.79 0.13654 2.3828
5.01 6.3897E-5 -88.844 0.1366 2.4297
9.78 1.1444E-5 -89.774 0.13654 2.4141
14.66 -7.8202E-5 -91.461 0.13648 2.3984
20.55 -0.00018597 -93.399 0.1366 2.4766
25.1 -0.00030041 -95.352 0.13642 2.5547
29.95 -0.00038338 -96.782 0.13635 2.4531
34.87 -0.00045872 -98.18 0.13635 2.5469
40.29 -0.00053215 -99.329 0.13648 2.5391
45.28 -0.00068093 -101.89 0.13666 2.4766
49.72 -0.00080777 -104.07 0.13654 2.5078
55.38 -0.00083065 -104.32 0.13666 2.3828
60.13 -0.00091267 -105.59 0.1366 2.5
64.95 -0.00097561 -106.49 0.13654 2.5
70.47 -0.0010481 -107.73 0.13654 2.4844
75.53 -0.0010767 -108.15 0.13672 2.4688
80.51 -0.0010843 -108.29 0.13666 2.4688
85.78 -0.0010586 -107.85 0.13672 2.4375
89.74 -0.00098801 -106.82 0.13666 2.4297
95.07 -0.00094414 -106 0.13654 2.5938
100.31 -0.00083733 -104.33 0.13654 2.4844
105.56 -0.00074959 -102.97 0.13654 2.4297
109.76 -0.00065804 -101.45 0.13672 2.4688
115.28 -0.00062943 -100.99 0.13654 2.6094
120.24 -0.00050545 -98.836 0.1366 2.5234
125.66 -0.00043011 -97.618 0.1366 2.4531
130.64 -0.00032425 -95.657 0.13672 2.5234
134.96 -0.00026608 -94.672 0.1366 2.4531
139.98 -0.00022984 -94.165 0.13642 2.4844
145.04 -7.3433E-5 -91.297 0.13642 2.4531
150.13 -4.0055E-5 -90.649 0.13654 2.4531
155.11 5.436E-5 -89.047 0.13642 2.4688
160.13 0.00010872 -88.055 0.13666 2.3516
165.31 0.0001545 -87.188 0.13654 2.3984
170.46 0.00018597 -86.633 0.13642 2.4688
175.41 0.0001688 -86.946 0.13642 2.4844
180.5 0.00017166 -86.915 0.13666 2.5
185.59 4.9591E-5 -89.055 0.13642 2.4531
189.73 2.1935E-5 -89.657 0.13654 2.4141
195.59 -3.624E-5 -90.641 0.13648 2.4688
200.58 -0.00018311 -93.243 0.13654 2.4531
204.76 -0.00027561 -94.922 0.13635 2.4766
210.64 -0.0003643 -96.508 0.13648 2.4297
215.29 -0.00045491 -98.071 0.13642 2.4688
220 -0.00056172 -99.813 0.13648 2.4844
225.07 -0.00068093 -101.88 0.13654 2.4844
230.76 -0.00078011 -103.64 0.13642 2.5313
235.66 -0.0008812 -105.22 0.13635 2.5781
240.44 -0.00096989 -106.51 0.13654 2.4844
245.47 -0.001008 -107.25 0.13648 2.4688
250.29 -0.0010634 -107.96 0.1366 2.5625
255.27 -0.0011148 -108.7 0.13666 2.5078
260.31 -0.0011482 -109.31 0.13666 2.4375
265.31 -0.0010834 -108.25 0.13666 2.5234
270.42 -0.0010347 -107.47 0.13666 2.3516
275.43 -0.0010014 -107.01 0.1366 2.5
280.53 -0.00087548 -105.03 0.1366 2.3828
285.7 -0.00081826 -104.09 0.13654 2.4531
289.81 -0.00079918 -103.85 0.13642 2.5313
295.59 -0.00065613 -101.42 0.1366 2.375
299.91 -0.0005579 -99.844 0.1366 2.4375
304.84 -0.00046349 -98.086 0.13648 2.4531
309.79 -0.0004406 -97.797 0.13654 2.4453
315.08 -0.00030804 -95.555 0.13648 2.3594
320.33 -0.00022888 -94.079 0.13642 2.4688
325.3 -0.00018024 -93.235 0.13648 2.3984
330.31 -2.861E-6 -90.063 0.13654 2.4141
335.64 8.8692E-5 -88.391 0.13666 2.4375
340.66 2.861E-5 -89.454 0.13642 2.5547
345.61 0.00013447 -87.579 0.13654 2.4531
350.69 0.0001545 -87.266 0.13654 2.3828
354.75 0.0001173 -87.782 0.13635 2.5313
360.21 0.00013924 -87.485 0.13648 2.5
0.2 0.00010491 -88.102 0.13648 2.4453
5.01 1.5259E-5 -89.735 0.13635 2.3594
9.78 1.9074E-6 -89.969 0.13654 2.4141
14.66 -0.00010586 -91.876 0.13635 2.4844
20.55 -0.00021076 -93.797 0.13648 2.4141
25.1 -0.0002594 -94.672 0.13654 2.4531
29.95 -0.00039482 -97.04 0.13642 2.4844
34.87 -0.00049687 -98.766 0.13642 2.4453
40.29 -0.0005827 -100.22 0.13648 2.4531
