Time X DEG X DEG
0 2.4796E-5 -88.883 0.35657 2.1563
1.0089999 2.6703E-5 -88.571 0.35657 2.1641
1.9999998 7.0572E-5 -86.719 0.35645 2.1797
3.0000001 6.1036E-5 -87.094 0.35657 2.1641
4.0009998 1.3352E-5 -89.454 0.35669 2.1563
4.9999999 -3.2425E-5 -91.469 0.35681 2.1406
6.0000001 1.9074E-6 -89.922 0.35675 2.1484
6.9999998 -3.8147E-6 -90.086 0.35675 2.1406
8 -2.0981E-5 -90.821 0.35681 2.1406
9.0009998 -3.4332E-5 -91.883 0.35694 2.1328
9.9999998 4.7684E-5 -87.43 0.35675 2.1406
11 7.4387E-5 -86.469 0.35663 2.1563
12.001 0.00012016 -84.141 0.35657 2.1563
13 0.00012589 -83.774 0.35657 2.1641
14 8.5831E-5 -85.657 0.35663 2.1406
15 0.00010681 -84.79 0.35669 2.1563
16 0.00016594 -82.297 0.35657 2.1719
17.001 0.0001564 -82.391 0.35657 2.1563
18 9.3461E-5 -85.102 0.35675 2.1406
19 8.7738E-5 -85.649 0.35681 2.1406
20.001 0.00015259 -82.305 0.35663 2.1484
21 0.00010681 -84.485 0.35675 2.1406
22 0.00018501 -80.501 0.35657 2.1563
23 0.00024033 -78.071 0.35645 2.1719
24 0.00024987 -77.836 0.35651 2.1719
25.001 0.00022698 -78.032 0.35657 2.1641
26 0.00021935 -78.383 0.35663 2.1406
27 0.00027466 -76.368 0.35657 2.1563
28.001 0.00022316 -77.868 0.35663 2.1406
29 0.00016594 -80.555 0.35687 2.1328
30 0.00027275 -75.258 0.35663 2.1484
31 0.00023651 -77.133 0.35681 2.1406
32 0.00020409 -78.688 0.35687 2.1172
33.001 0.00026322 -75.586 0.35675 2.1406
34 0.00021172 -77.797 0.35694 2.125
35 0.00032425 -72.165 0.35657 2.1406
36.001 0.00030709 -72.922 0.35669 2.1406
37 0.00032234 -72.36 0.35669 2.1406
38 0.00024605 -75.446 0.35694 2.1328
39 0.00032234 -71.829 0.35681 2.1406
40 0.00039482 -70.485 0.35657 2.1641
41.001 0.00023651 -74.751 0.35687 2.1328
42 0.00026322 -73.594 0.357 2.125
43 0.00032425 -70.969 0.35681 2.1484
44.001 0.00033951 -70.219 0.35681 2.1406
45 0.00030518 -70.985 0.35694 2.125
46 0.00035286 -69.813 0.35681 2.1406
47.001 0.00037956 -68.907 0.35663 2.1641
48 0.00039864 -67.555 0.35663 2.1641
49 0.00036049 -68.758 0.35675 2.1406
50 0.00027657 -72.063 0.357 2.1172
51 0.00030136 -71.047 0.35687 2.1328
52.001 0.00031471 -70.805 0.35687 2.1406
53 0.00030709 -70.626 0.35687 2.1328
54 0.00034905 -69.407 0.35669 2.1484
55.001 0.00030899 -71.126 0.35681 2.1484
56 0.00034332 -68.321 0.35675 2.1406
57 0.00030136 -70.782 0.35694 2.1328
58 0.00032997 -69.54 0.35675 2.1406
59 0.00036812 -68.29 0.35657 2.1563
60.001 0.00032997 -69.383 0.35675 2.1563
61 0.00022125 -74.149 0.35718 2.1094
62 0.00036049 -67.852 0.35669 2.1484
63.001 0.00028801 -71.133 0.35694 2.1328
64 0.00025749 -72.743 0.357 2.125
65 0.00029564 -70.696 0.35687 2.1328
66 0.00027466 -71.29 0.35694 2.1406
67 0.00025368 -72.665 0.357 2.125
68.001 0.00025177 -72.391 0.357 2.125
69 0.00035286 -69.032 0.35663 2.1563
70 0.00031471 -69.305 0.35681 2.1406
71.001 0.00038719 -68.602 0.35626 2.2109
72 -0.0014134 174.39 0.3609 1.8984
73 -0.0048199 169.31 0.36615 1.7188
74 -0.0048142 169.11 0.36615 1.7188
75 -0.0048752 169.52 0.36627 1.7188
76.001 -0.0049038 170.02 0.36634 1.7188
77 -0.0049115 169.87 0.3664 1.7031
78 -0.0043431 168.67 0.36524 1.7266
79.001 -0.00079346 -169.3 0.3595 1.9609
80 0.00034905 -69.321 0.35645 2.1953
81 8.3924E-5 -82.18 0.35755 2.0938
82.001 0.00014687 -77.563 0.35749 2.0938
83 0.00015831 -75.899 0.35742 2.0938
84 0.00030899 -70.376 0.35669 2.1719
85 -0.00046921 -153.14 0.35913 1.9844
86 -0.0044117 169.7 0.36554 1.7109
87.001 -0.0049096 170.06 0.36634 1.7031
88 -0.0048943 170.01 0.3664 1.7031
89 -0.0049115 170.33 0.36664 1.7031
90.001 -0.0039921 168.11 0.36499 1.7422
91 -0.0004139 -140.4 0.35877 2.0234
92 0.00053406 -60.235 0.35626 2.2188
93 0.00033951 -62.688 0.3573 2.1172
94 0.00035668 -62.485 0.35724 2.1172
95.001 0.00034905 -63.485 0.35718 2.1172
96 -0.00012589 -113.59 0.35846 2.0313
97 -0.003624 167.84 0.3645 1.75
98.001 -0.0048657 170.07 0.36615 1.7109
99 -0.0049591 170.79 0.3664 1.7031
100 -0.0049649 170.79 0.36652 1.7031
101 -0.0041199 168.66 0.36511 1.7578
102 -0.00064278 -168.14 0.3595 1.9844
103.001 0.00047112 -59.219 0.35669 2.1719
104 0.00035286 -60.985 0.3573 2.1172
105 0.00023651 -67.626 0.35761 2.0938
106.001 0.00024605 -67.079 0.35755 2.0938
107 0.00018883 -70.555 0.35779 2.0859
108 0.00028992 -64.719 0.35749 2.1016
