Time X DEG X DEG
0 0.15262 1.6172 0.27588 3.0469
1.3039999 0.15305 1.5938 0.27637 3.0156
1.9999998 0.1535 1.6016 0.27722 3.0234
3.0000001 0.1518 1.6016 0.27472 3.0469
4.0009998 0.15317 1.625 0.27661 3.0391
4.9999999 0.15372 1.6172 0.27759 3.0234
6.0009997 0.15329 1.6094 0.27674 3.0313
6.9999998 0.15293 1.5859 0.27637 3.0234
8 0.15238 1.6328 0.27545 3.0547
9.0009998 0.15241 1.6172 0.27558 3.0547
9.9999998 0.15381 1.6328 0.27741 3.0391
11 0.15369 1.6406 0.27735 3.0469
12.001 0.15335 1.6484 0.27698 3.0547
13 0.1532 1.6484 0.27667 3.0625
14.001 0.1528 1.6328 0.27619 3.0547
15 0.1535 1.625 0.2771 3.0391
16 0.15247 1.6016 0.27564 3.0313
17.001 0.15238 1.5938 0.27545 3.0391
18 0.15131 1.6328 0.27411 3.0859
19 0.15363 1.6406 0.27735 3.0469
20.001 0.15433 1.6641 0.27844 3.0469
21 0.15256 1.6406 0.27582 3.0625
22 0.15183 1.6328 0.27484 3.0781
23 0.15302 1.625 0.27655 3.0469
24 0.15222 1.5469 0.27533 3
25.001 0.15238 1.6563 0.27564 3.0781
26 0.15283 1.6172 0.27625 3.0469
27 0.15476 1.6094 0.27893 3.0078
28.001 0.15427 1.6484 0.2782 3.0469
29 0.15488 1.6484 0.27906 3.0234
30 0.15354 1.6016 0.27729 3.0234
31 0.15408 1.6563 0.27783 3.0469
32 0.15357 1.6406 0.27729 3.0469
33.001 0.15415 1.6875 0.27802 3.0703
34 0.15421 1.6797 0.27814 3.0703
35 0.15311 1.6484 0.27643 3.0703
36.001 0.15293 1.5938 0.27637 3.0234
37 0.15271 1.6016 0.27594 3.0391
38 0.1535 1.6094 0.27704 3.0313
39 0.15357 1.6328 0.2771 3.0469
40 0.15235 1.6172 0.27558 3.0547
41.001 0.15146 1.5703 0.27436 3.0469
42 0.15119 1.5625 0.27399 3.0469
43 0.15076 1.6016 0.27338 3.0703
44.001 0.15042 1.5625 0.27289 3.0547
45 0.15082 1.5703 0.2735 3.0469
46 0.15256 1.625 0.27576 3.0625
47.001 0.15183 1.6016 0.27472 3.0469
48 0.1506 1.5547 0.27301 3.0469
49.001 0.15289 1.625 0.27661 3.0469
50 0.15408 1.6172 0.27808 3.0156
51 0.15204 1.6016 0.27515 3.0469
52.001 0.15265 1.6016 0.276 3.0313
53 0.15366 1.6328 0.27735 3.0469
54 0.15372 1.6406 0.27741 3.0469
55.001 0.15271 1.6406 0.27613 3.0547
56 0.15384 1.6328 0.27747 3.0313
57.001 0.15412 1.6484 0.27802 3.0391
58 0.15454 1.6016 0.27838 2.9922
59 0.15463 1.6172 0.27863 3.0078
60.001 0.15424 1.6016 0.27802 2.9922
61 0.15317 1.5859 0.27661 3.0078
62 0.15338 1.625 0.27686 3.0469
63.001 0.15268 1.625 0.27588 3.0469
64 0.15308 1.625 0.27643 3.0547
65 0.15442 1.6172 0.27844 3.0078
66 0.15454 1.625 0.27838 3.0234
67 0.15427 1.625 0.27808 3.0234
68.001 0.15366 1.6172 0.2771 3.0234
69 0.15244 1.6016 0.27558 3.0469
70 0.15323 1.5781 0.27661 3.0078
71.001 0.15427 1.6094 0.27808 3.0078
72 0.15393 1.5938 0.27765 3.0078
73 0.1539 1.625 0.27759 3.0313
74 0.1546 1.5938 0.27844 2.9922
75 0.15448 1.6484 0.27832 3.0391
76.001 0.15466 1.6328 0.27844 3.0234
77 0.15378 1.625 0.27722 3.0391
78 0.15314 1.5859 0.27631 3.0156
79.001 0.15262 1.5938 0.27564 3.0469
80 0.15329 1.5547 0.27661 2.9922
81 0.15311 1.5938 0.27631 3.0234
82.001 0.15219 1.5703 0.27509 3.0234
83 0.15021 1.5547 0.27222 3.0703
84.001 0.15192 1.6016 0.27472 3.0703
85 0.15186 1.5625 0.2749 3.0234
86 0.15161 1.625 0.27411 3.0781
87.001 0.15006 1.5469 0.27234 3.0547
88 0.15137 1.5703 0.27411 3.0469
89 0.14999 1.5625 0.27204 3.0625
90.001 0.14969 1.5703 0.27185 3.0859
91 0.14981 1.5391 0.27198 3.0625
92.001 0.14975 1.5703 0.27167 3.0859
93 0.15103 1.5391 0.27368 3.0234
94 0.15128 1.5859 0.27399 3.0625
95.001 0.14987 1.5703 0.27216 3.0703
96 0.15018 1.5703 0.27252 3.0703
97 0.15067 1.6016 0.27313 3.0938
98.001 0.15076 1.6016 0.27332 3.1016
99 0.151 1.5703 0.27368 3.0625
100.001 0.15167 1.5781 0.27454 3.0625
101 0.15045 1.6016 0.27289 3.1016
102 0.15192 1.6172 0.2749 3.0703
103.001 0.15189 1.5703 0.27484 3.0469
104 0.15119 1.6172 0.27387 3.0938
105 0.15024 1.5625 0.27259 3.0703
106.001 0.15042 1.6016 0.27289 3.0859
107 0.15189 1.6016 0.27478 3.0703
108 0.14999 1.5391 0.27228 3.0469
109 0.15167 1.5547 0.27454 3.0391
110 0.15195 1.5938 0.27497 3.0547
111.001 0.1517 1.6016 0.27472 3.0547
112 0.15134 1.5469 0.27399 3.0234
113 0.15042 1.5859 0.27277 3.0859
114.001 0.15012 1.5781 0.2724 3.0703
115 0.15048 1.5938 0.27295 3.0859
116 0.15189 1.5781 0.27503 3.0469
117 0.15256 1.6094 0.2757 3.0469
118 0.15222 1.5859 0.27551 3.0391
119.001 0.15195 1.5547 0.27484 3.0234
120 0.15173 1.6172 0.27472 3.0781
121 0.15259 1.6484 0.27588 3.0859
122.001 0.15244 1.625 0.27551 3.0859
123 0.15155 1.6172 0.27454 3.0781
124 0.15381 1.6172 0.27747 3.0469
125.001 0.1518 1.6016 0.27478 3.0703
126 0.15125 1.5781 0.27393 3.0547
127.001 0.15256 1.625 0.27588 3.0703
128 0.15076 1.5938 0.27332 3.0703
129 0.15235 1.6016 0.27545 3.0469
130.001 0.1525 1.5938 0.2757 3.0469
131 0.1528 1.6016 0.276 3.0391
132 0.15228 1.5859 0.27527 3.0391
133.001 0.15073 1.5625 0.27307 3.0547
134 0.15173 1.6172 0.27472 3.0703
135.001 0.15195 1.625 0.2749 3.0703
136 0.15546 1.6406 0.2796 3.0156
137 0.15149 1.5938 0.27423 3.0625
138.001 0.15317 1.6016 0.27661 3.0391
139 0.15241 1.6016 0.27545 3.0547
140 0.15235 1.5547 0.27533 3.0234
141.001 0.15238 1.5703 0.27551 3.0234
142 0.15268 1.6172 0.276 3.0547
143 0.15265 1.6094 0.27594 3.0469
144 0.15235 1.6016 0.27539 3.0469
145 0.15201 1.5703 0.27484 3.0391
146.001 0.15216 1.6406 0.27515 3.0859
147 0.15173 1.625 0.2746 3.0859
148 0.15354 1.6016 0.27698 3.0234
149.001 0.15482 1.6172 0.27887 3.0156
150 0.15262 1.5859 0.27588 3.0313
151 0.15293 1.6016 0.27625 3.0469
152 0.15332 1.6172 0.27698 3.0469
153 0.1532 1.6016 0.27667 3.0313
154.001 0.15189 1.5391 0.2746 3.0156
155 0.15198 1.5859 0.2749 3.0469
156 0.15259 1.6016 0.2757 3.0469
157.001 0.15289 1.5938 0.27625 3.0234
158 0.15347 1.6719 0.27704 3.0703
159 0.1536 1.6094 0.27722 3.0234
160.001 0.15329 1.6563 0.27686 3.0625
161 0.15164 1.625 0.27442 3.0703
162.001 0.15073 1.5703 0.27301 3.0547
163 0.14999 1.5859 0.27234 3.0703
164 0.15241 1.625 0.27564 3.0703
165.001 0.15241 1.6094 0.27545 3.0547
166 0.15177 1.5859 0.27478 3.0469
167 0.15286 1.6328 0.27637 3.0625
168.001 0.15042 1.5938 0.27277 3.0703
169 0.15073 1.5703 0.27338 3.0469
170.001 0.15024 1.6016 0.27252 3.0938
171 0.15051 1.5625 0.27307 3.0547
172 0.15042 1.6016 0.27289 3.0859
173.001 0.1518 1.5781 0.27454 3.0469
174 0.1503 1.5703 0.27277 3.0703
175 0.15112 1.6094 0.27375 3.0938
176.001 0.14978 1.5391 0.27204 3.0547
177 0.15155 1.6016 0.27442 3.0625
178.001 0.15067 1.5703 0.27319 3.0625
179 0.15146 1.6016 0.27442 3.0625
180 0.15155 1.6016 0.27448 3.0625
181.001 0.1506 1.5938 0.27313 3.0781
182 0.1503 1.5859 0.27265 3.0703
183 0.15003 1.5859 0.27228 3.0859
184.001 0.14969 1.6016 0.27198 3.1016
185 0.15009 1.5703 0.27234 3.0625
186 0.14966 1.6016 0.27173 3.1016
187 0.14966 1.6094 0.27191 3.1172
188 0.14932 1.6016 0.27136 3.125
189.001 0.14984 1.625 0.27234 3.1094
190 0.15073 1.625 0.27313 3.125
191 0.15003 1.5703 0.27252 3.0703
192.001 0.15045 1.6172 0.27307 3.1016
193 0.14948 1.6172 0.27155 3.1328
194 0.14874 1.5469 0.27063 3.0938
195 0.14929 1.5469 0.27136 3.0781
196 0.15018 1.6328 0.27277 3.1172
197.001 0.1499 1.5781 0.27234 3.0781
198 0.15057 1.5469 0.27326 3.0391
199 0.1503 1.6016 0.27295 3.0859
200.001 0.14987 1.5703 0.27222 3.0781
201 0.15006 1.5625 0.27252 3.0703
202 0.15048 1.6094 0.27313 3.1016
203.001 0.15033 1.5781 0.27289 3.0703
204 0.14829 1.5781 0.26996 3.125
205.001 0.14908 1.5469 0.27118 3.0781
206 0.14923 1.5703 0.27149 3.1016
207 0.15015 1.5703 0.27265 3.0703
208.001 0.15042 1.5469 0.27295 3.0547
209 0.15167 1.6172 0.27484 3.0781
210 0.15076 1.6016 0.27338 3.0859
211.001 0.15024 1.6016 0.27259 3.1016
212 0.14887 1.5625 0.27069 3.1094
213.001 0.14981 1.6172 0.27198 3.1328
214 0.15134 1.6484 0.27423 3.1094
215 0.15036 1.5703 0.27295 3.0703
216.001 0.1503 1.5469 0.27283 3.0469
217 0.15039 1.5703 0.27289 3.0703
218 0.14957 1.6016 0.27173 3.1172
219.001 0.14954 1.5703 0.27167 3.1016
220 0.15137 1.5938 0.27423 3.0703
221 0.15091 1.6172 0.27375 3.1016
222 0.15244 1.6094 0.27588 3.0625
223 0.15167 1.6484 0.2746 3.1016
224.001 0.15225 1.6563 0.27551 3.1016
225 0.15134 1.6016 0.27411 3.0703
226 0.15149 1.6328 0.27436 3.0938
227.001 0.15161 1.6172 0.27472 3.0781
228 0.15024 1.5781 0.27265 3.0781
229 0.14996 1.5781 0.2724 3.0859
230 0.15006 1.625 0.27246 3.1172
231 0.15103 1.6328 0.27387 3.1094
232.001 0.15018 1.5859 0.27265 3.0781
233 0.15073 1.6094 0.27338 3.1016
234 0.15122 1.6016 0.27417 3.0781
235.001 0.15076 1.5859 0.27338 3.0703
236 0.15103 1.5781 0.27368 3.0703
237 0.15054 1.5938 0.27313 3.0938
238 0.15195 1.6484 0.27509 3.1016
239 0.15057 1.5547 0.27313 3.0547
240.001 0.15057 1.5547 0.27313 3.0469
241 0.15073 1.6094 0.27362 3.0781
242 0.14993 1.5703 0.27234 3.0781
243.001 0.15177 1.6016 0.27503 3.0547
244 0.15027 1.6094 0.27265 3.1016
245 0.15091 1.5938 0.27368 3.0625
246.001 0.15079 1.5938 0.27362 3.0703
247 0.15167 1.625 0.2746 3.0859
248.001 0.15137 1.5703 0.27411 3.0625
249 0.15076 1.6172 0.27338 3.1016
250 0.15189 1.6016 0.2749 3.0703
251.001 0.15238 1.6172 0.27564 3.0703
252 0.1543 1.625 0.27851 3.0391
253 0.15195 1.6484 0.27509 3.1016
254.001 0.15256 1.625 0.276 3.0781
255 0.15167 1.6484 0.27478 3.1172
256.001 0.15177 1.5859 0.27478 3.0547
257 0.1514 1.5938 0.27429 3.0703
258 0.15314 1.625 0.27661 3.0703
259.001 0.15146 1.6016 0.27429 3.0859
260 0.15204 1.6016 0.27515 3.0625
261 0.15357 1.6406 0.27729 3.0547
262.001 0.15311 1.6328 0.27655 3.0703
263 0.15274 1.6016 0.27619 3.0469
264 0.15277 1.625 0.27619 3.0703
265 0.15317 1.6406 0.27692 3.0703
266 0.15265 1.6484 0.27588 3.0938
267.001 0.15119 1.5781 0.27393 3.0703
268 0.15173 1.6016 0.27478 3.0703
269 0.15293 1.6016 0.27619 3.0469
270.001 0.15015 1.5781 0.27252 3.0938
271 0.15225 1.6172 0.27545 3.0703
272 0.15039 1.5703 0.27271 3.0781
273 0.15057 1.5859 0.27313 3.0781
274 0.15021 1.6016 0.27271 3.1016
275.001 0.15155 1.6016 0.27448 3.0703
276 0.15036 1.6094 0.27271 3.125
277 0.15231 1.6094 0.27564 3.0703
278.001 0.1518 1.5859 0.27472 3.0703
279 0.15238 1.6484 0.27564 3.1016
280 0.15137 1.5469 0.27411 3.0469
281.001 0.15332 1.6016 0.27698 3.0313
282 0.15247 1.6016 0.27582 3.0547
283.001 0.15347 1.6484 0.27716 3.0703
284 0.15128 1.5703 0.27375 3.0703
285 0.14981 1.5234 0.27191 3.0547
286.001 0.1517 1.625 0.27478 3.0938
287 0.15131 1.5391 0.27393 3.0391
288 0.1514 1.5781 0.27436 3.0625
289.001 0.1521 1.6016 0.27509 3.0703
290 0.15207 1.6016 0.27503 3.0703
291.001 0.15231 1.5625 0.27551 3.0234
292 0.15094 1.5703 0.2735 3.0703
293 0.14911 1.5391 0.27094 3.0781
294.001 0.15079 1.5703 0.27319 3.0703
295 0.15027 1.5469 0.27271 3.0703
296 0.15027 1.5391 0.27265 3.0625
297.001 0.15097 1.5703 0.2735 3.0781
298 0.15131 1.6016 0.27411 3.0938
299.001 0.15103 1.5703 0.27387 3.0781
300 0.15125 1.625 0.27399 3.1172
301 0.15103 1.6016 0.27362 3.1016
302.001 0.15192 1.5703 0.27503 3.0547
303 0.15125 1.625 0.27411 3.1172
304 0.15125 1.6016 0.27399 3.1016
305.001 0.14957 1.5703 0.27167 3.1016
306 0.14908 1.5469 0.27112 3.0938
307 0.17645 2.2813 0.31067 3.1797
308 0.18039 2.2734 0.31537 3.1328
