##Alpha(50mT) X DEG X DEG
0.2 3.3379E-5 -70.493 0.14575 0.85157
5.01 2.1935E-5 -75.454 0.14575 0.95313
9.78 3.7194E-5 -66.282 0.14569 0.97657
14.66 2.861E-6 -87.547 0.14575 0.9375
20.55 -1.0491E-5 -95.751 0.14588 0.83594
25.1 -9.5368E-6 -95.399 0.14569 1.0859
29.95 -4.8638E-5 -115.62 0.14575 0.9375
34.87 -6.8665E-5 -123.77 0.14581 0.80469
40.29 -8.2017E-5 -130.12 0.14575 0.875
45.28 -0.00010204 -134.25 0.14575 0.89063
49.72 -0.0001154 -139.26 0.14569 0.95313
55.38 -0.00013733 -143.44 0.14557 0.92969
60.13 -0.00014877 -143.79 0.14575 0.9375
64.95 -0.00016117 -146.64 0.14569 0.875
70.47 -0.00018978 -151.45 0.14569 0.9375
75.53 -0.00018597 -150.25 0.14563 0.875
80.51 -0.00018597 -148.61 0.14563 0.82032
85.78 -0.00019646 -151.59 0.14557 0.9375
89.74 -0.00019646 -153.9 0.14551 1.0234
95.07 -0.00016689 -147.22 0.14551 0.92969
100.31 -0.00018597 -148.52 0.14557 0.96875
105.56 -0.00015831 -147.74 0.14563 0.875
109.76 -0.00014973 -147.43 0.14557 0.85938
115.28 -0.00010777 -139.43 0.14557 0.96875
120.24 -0.00010491 -135.19 0.14575 0.85938
125.66 -7.4387E-5 -127.36 0.14569 0.83594
130.64 -5.6267E-5 -118.31 0.14575 0.82032
134.96 -5.7221E-5 -115.52 0.14575 0.85938
139.98 -5.5313E-5 -117.73 0.14569 1.0156
145.04 -3.2425E-5 -110.23 0.14575 0.97657
150.13 -1.1444E-5 -96.133 0.14569 0.91407
155.11 5.7221E-6 -85.063 0.14581 0.91407
160.13 1.3352E-5 -81.977 0.14581 0.89844
165.31 4.5777E-5 -62.758 0.14581 0.95313
170.46 3.3379E-5 -68.993 0.14581 0.95313
175.41 5.9128E-5 -57.18 0.14581 0.91407
180.5 4.8638E-5 -61.367 0.14575 0.97657
185.59 5.0545E-5 -62.321 0.14581 0.875
189.73 3.1472E-5 -71.211 0.14581 0.97657
195.59 1.9074E-5 -78.54 0.14581 0.85938
200.58 1.0491E-5 -84.055 0.14588 0.9375
204.76 -1.7166E-5 -99.961 0.14575 1.1328
210.64 -4.4823E-5 -114.66 0.14588 0.88282
215.29 -4.8638E-5 -115.8 0.14581 0.85157
220 -6.0082E-5 -120.97 0.14575 0.91407
225.07 -9.1553E-5 -131.82 0.14581 0.85938
230.76 -0.00010681 -137.03 0.14575 0.92969
235.66 -0.00012398 -138.92 0.14581 0.83594
240.44 -0.0001421 -145.38 0.14575 0.99219
245.47 -0.00015354 -148.02 0.14581 0.82032
250.29 -0.00017548 -149.41 0.14588 1.0078
255.27 -0.00018215 -150.57 0.14588 0.91407
260.31 -0.00020695 -151.97 0.14581 0.9375
265.31 -0.00018692 -152.23 0.14581 0.97657
270.42 -0.00019074 -153.27 0.14581 0.89844
275.43 -0.00019455 -153.03 0.14575 0.96875
280.53 -0.00017548 -151.63 0.14575 0.83594
285.7 -0.00016308 -148.52 0.14581 0.91407
289.81 -0.00016785 -149.41 0.14581 0.96094
295.59 -0.00015736 -146.03 0.14588 0.74219
299.91 -0.00011158 -141.63 0.14575 0.89063
304.84 -0.00010204 -139.21 0.14575 1.0859
309.79 -0.00010967 -137.42 0.14581 0.92969
315.08 -9.4414E-5 -134.8 0.14581 0.92969
320.33 -8.297E-5 -130.7 0.14588 0.89844
325.3 -6.1036E-5 -119.82 0.14606 0.78125
330.31 -4.0055E-5 -113.45 0.14581 0.92969
335.64 -1.3352E-5 -99.844 0.14581 0.96094
340.66 -1.1444E-5 -97.274 0.14588 0.95313
345.61 -6.6758E-6 -94.305 0.14588 0.91407
350.69 8.5831E-6 -84.501 0.14581 0.91407
354.75 2.4796E-5 -75.383 0.14594 0.85938
360.21 2.0027E-5 -77.008 0.14594 1.0547
0.2 2.3842E-5 -75.469 0.146 0.875
5.01 5.7221E-6 -85.782 0.14588 0.95313
9.78 1.2398E-5 -81.876 0.14588 0.99219
14.66 -1.3352E-5 -98.68 0.14606 0.875
20.55 -3.8147E-5 -110.96 0.14594 0.96094
25.1 -5.6267E-5 -123.17 0.14594 0.88282
29.95 -6.0082E-5 -121.83 0.14606 0.92969
34.87 -7.8202E-5 -129.73 0.14606 0.91407
40.29 -8.297E-5 -130.12 0.14594 0.95313
45.28 -0.00012016 -140.16 0.14594 0.85938
49.72 -0.0001297 -143.31 0.146 0.92969
55.38 -0.00014877 -146.01 0.14594 1.0156
60.13 -0.00017071 -151.41 0.14606 0.92969
64.95 -0.00018978 -152.24 0.14606 0.85157
70.47 -0.00018692 -149.85 0.14606 0.80469
75.53 -0.00022221 -155.97 0.146 0.99219
80.51 -0.00022316 -155.75 0.146 1.0078
85.78 -0.00023747 -157.21 0.146 1.0391
89.74 -0.00022221 -157.96 0.146 1.0391
95.07 -0.00021076 -155.82 0.14594 0.91407
100.31 -0.0001955 -153.05 0.14594 0.92969
105.56 -0.00018311 -149.65 0.146 0.88282
109.76 -0.00017548 -150.95 0.14588 1.0859
115.28 -0.00015259 -147.3 0.14594 0.91407
120.24 -0.00013161 -144.22 0.14606 0.96094
125.66 -0.00010204 -136.72 0.14594 0.89844
130.64 -0.00010491 -138.71 0.14588 1.0156
134.96 -7.5341E-5 -131.88 0.14588 0.95313
139.98 -6.0082E-5 -123.4 0.14606 0.92969
145.04 -5.1499E-5 -118.64 0.14606 0.92969
150.13 -2.5749E-5 -104.5 0.14606 0.82032
155.11 0 -90.446 0.146 0.9375
160.13 1.1444E-5 -82.36 0.14606 0.97657
165.31 1.5259E-5 -81.172 0.146 0.91407
170.46 1.9074E-5 -77.821 0.14606 0.92969
175.41 5.7221E-5 -58.508 0.14594 0.91407
180.5 1.2398E-5 -80.61 0.146 1.0156
185.59 2.5749E-5 -70.961 0.14606 0.99219
189.73 4.1008E-5 -65.196 0.14612 0.875
195.59 2.0027E-5 -77.602 0.146 1.0156
200.58 -1.6213E-5 -100.23 0.14612 0.89844
204.76 -1.6213E-5 -101.77 0.14606 0.89844
210.64 -6.0082E-5 -121.65 0.14612 0.90625
215.29 -4.4823E-5 -115.38 0.14612 0.90625
220 -9.06E-5 -135.87 0.146 0.88282
225.07 -0.00010204 -138.18 0.14612 0.92969
230.76 -0.00011826 -139.94 0.14606 0.9375
235.66 -0.00013828 -145.36 0.146 1.0078
240.44 -0.00015354 -147.88 0.14612 0.78125
245.47 -0.00017071 -149.97 0.146 0.95313
250.29 -0.00019836 -153.2 0.14606 0.91407
255.27 -0.00020409 -155.03 0.14606 0.88282
260.31 -0.00021553 -156.19 0.146 0.97657
265.31 -0.00020504 -157.12 0.14594 0.89844
270.42 -0.00023079 -157.63 0.14594 1.0391
275.43 -0.00022411 -158.76 0.14612 1.0313
280.53 -0.00021267 -154.45 0.14612 0.9375
285.7 -0.00018406 -152.2 0.14612 0.95313
289.81 -0.00018406 -152.93 0.14594 0.91407
295.59 -0.00017262 -151.77 0.146 0.9375
299.91 -0.00016689 -150.31 0.14606 1.0078
304.84 -0.00013828 -146.63 0.14612 0.99219
309.79 -0.00013828 -145.8 0.14594 0.9375
315.08 -0.00011826 -141.34 0.14606 0.95313
320.33 -6.9619E-5 -124.84 0.14612 0.85938
325.3 -7.6294E-5 -129.2 0.14606 0.97657
330.31 -5.7221E-5 -121.49 0.14612 1.0078
335.64 -3.624E-5 -112.25 0.14618 0.96094
340.66 -3.4332E-5 -111.41 0.14606 1.0391
345.61 -1.3352E-5 -98.508 0.14606 0.89844
350.69 2.1935E-5 -74.251 0.14606 0.9375
354.75 3.8147E-6 -86.555 0.14612 0.9375
360.21 -7.6295E-6 -94.829 0.14618 0.90625
0.2 3.8147E-6 -86.454 0.14612 1.0313
5.01 -4.7684E-6 -93.524 0.14618 0.90625
9.78 -3.8147E-6 -92.29 0.14612 0.99219
14.66 -3.0518E-5 -106.96 0.14618 0.875
20.55 -5.0545E-5 -117.03 0.14618 0.90625
25.1 -4.2916E-5 -111.67 0.14618 0.79688
29.95 -7.9155E-5 -128.28 0.14624 0.90625
34.87 -0.00010204 -139 0.14618 1.0078
40.29 -0.00012112 -140.63 0.14624 0.85157
45.28 -0.00012493 -141.27 0.14612 1.0078
49.72 -0.00014401 -146.63 0.14612 1.0156
55.38 -0.00015926 -147.71 0.14618 0.85938
60.13 -0.00018787 -151.36 0.1463 0.95313
64.95 -0.00019074 -151.92 0.14624 1.0313
70.47 -0.00022888 -154.17 0.14624 0.95313
75.53 -0.00022221 -155.39 0.14624 0.9375
80.51 -0.00021839 -155.77 0.14624 1.0156
85.78 -0.00022984 -156.24 0.1463 0.9375
89.74 -0.00024033 -156.16 0.14624 0.89844
95.07 -0.00020409 -152.62 0.1463 0.89844
100.31 -0.00018406 -153.1 0.14618 0.98438
105.56 -0.00018883 -150.97 0.14618 0.82813
109.76 -0.00018311 -151.23 0.14618 1.0313
115.28 -0.00014973 -145.09 0.14624 0.85157
120.24 -0.00012875 -146.59 0.14618 1.0938
125.66 -0.00010777 -138.59 0.14624 0.9375
130.64 -0.00010586 -139.07 0.14624 1.0859
134.96 -8.297E-5 -128.39 0.1463 0.92188
139.98 -8.4878E-5 -131.78 0.14618 1.0859
145.04 -5.5313E-5 -120.04 0.1463 0.97657
150.13 -3.1472E-5 -107.62 0.14642 0.84375
155.11 -3.1472E-5 -107.58 0.1463 1.0547
160.13 -9.5368E-6 -95.407 0.14636 0.80469
165.31 0 -90.383 0.1463 0.97657
170.46 3.2425E-5 -70.454 0.14624 0.9375
175.41 1.5259E-5 -80.204 0.14618 0.90625
180.5 2.5749E-5 -72.29 0.14636 1.0547
185.59 3.7194E-5 -65.524 0.14624 0.96094
189.73 4.4823E-5 -61.86 0.14624 0.98438
195.59 2.3842E-5 -73.391 0.14624 0.95313
200.58 -1.6213E-5 -99.938 0.14642 1.0547
204.76 -2.0981E-5 -103.19 0.14624 1.0625
210.64 -3.4332E-5 -110.98 0.14624 1.1172
215.29 -5.0545E-5 -121.43 0.14624 1.1719
220 -7.8202E-5 -130.22 0.14618 1.0313
225.07 -8.7738E-5 -135.45 0.14618 1.0391
230.76 -0.00012207 -139.56 0.14618 0.9375
235.66 -0.00013065 -144.91 0.14624 0.97657
240.44 -0.00015164 -145.38 0.14618 0.95313
245.47 -0.00017071 -151.94 0.14606 1.0156
250.29 -0.00017166 -151.86 0.14606 0.99219
255.27 -0.00019741 -152.06 0.14612 1.0313
260.31 -0.00023174 -154.04 0.14618 1.0313
265.31 -0.00022221 -157.99 0.14612 0.875
270.42 -0.0002079 -154.47 0.14618 0.95313
275.43 -0.00020313 -154.9 0.14612 0.92969
280.53 -0.00018978 -154.25 0.146 0.95313
285.7 -0.00018501 -153.1 0.14606 0.96094
289.81 -0.00017166 -152.11 0.14612 0.90625
295.59 -0.00015545 -148.24 0.14618 0.9375
299.91 -0.00016117 -151.29 0.14606 0.99219
304.84 -0.00013828 -147.09 0.14612 0.97657
309.79 -0.000103 -140.31 0.14606 0.9375
315.08 -7.8202E-5 -135.24 0.14594 1.0156
320.33 -7.9155E-5 -132.06 0.14612 0.82813
325.3 -5.9128E-5 -123.3 0.14606 1.0156
330.31 -7.1526E-5 -126.42 0.14612 0.99219
335.64 -3.2425E-5 -110.17 0.14606 0.92969
340.66 -1.3352E-5 -98.68 0.14612 0.89844
345.61 5.7221E-6 -85.313 0.14606 0.97657
350.69 1.1444E-5 -81.672 0.146 0.96094
354.75 -1.1444E-5 -97.126 0.14612 0.82813
360.21 2.1935E-5 -76.571 0.14612 0.90625
0.2 2.0027E-5 -78.899 0.14612 0.79688
5.01 1.2398E-5 -81.586 0.146 0.82032
9.78 -1.812E-5 -101.48 0.14606 0.88282
14.66 4.7684E-6 -87.438 0.14606 0.97657
20.55 -2.6703E-5 -107.33 0.14606 1.2266
25.1 -6.5804E-5 -125.9 0.14618 1.0078
29.95 -9.4414E-5 -136.02 0.14612 0.82813
34.87 -8.6785E-5 -135.22 0.14612 0.90625
40.29 -0.00010395 -137.77 0.14612 0.80469
45.28 -0.0001154 -140.26 0.14612 0.95313
49.72 -0.00012207 -141.23 0.14618 0.97657
55.38 -0.00014687 -144.71 0.14612 0.92969
60.13 -0.00018978 -151.36 0.14618 0.92969
64.95 -0.00020027 -153.36 0.14612 1.0313
70.47 -0.00020218 -151.8 0.14618 0.97657
75.53 -0.00021267 -155.27 0.14612 0.97657
80.51 -0.00020981 -154.46 0.14618 0.92969
85.78 -0.00020409 -154.95 0.14618 0.96094
89.74 -0.00021935 -154.49 0.14612 0.99219
95.07 -0.00019836 -155.16 0.14606 0.99219
100.31 -0.00017071 -151.59 0.14612 0.90625
105.56 -0.00017452 -149.36 0.14612 0.89844
109.76 -0.00015545 -148.17 0.14612 0.85938
115.28 -0.00015259 -149.18 0.14606 0.9375
120.24 -0.00012207 -143.84 0.14606 1.0313
125.66 -0.00011158 -138.66 0.14618 0.96094
130.64 -8.0109E-5 -131.19 0.14612 0.92969
134.96 -8.1063E-5 -134.07 0.14594 1.1719
139.98 -5.2452E-5 -118.42 0.14606 0.99219
145.04 -3.3379E-5 -111.56 0.14612 1.0313
150.13 -3.1472E-5 -112.25 0.146 0.97657
155.11 -4.7684E-6 -93.61 0.14612 0.99219
160.13 -2.861E-6 -90.751 0.14618 0.75
165.31 1.7166E-5 -77.376 0.14612 0.89844
170.46 9.5368E-6 -83.711 0.14624 0.875
175.41 4.4823E-5 -62.742 0.14612 0.875
180.5 4.3869E-5 -58.508 0.146 1.0078
185.59 4.2916E-5 -60.524 0.14612 0.92969
189.73 1.0491E-5 -83.915 0.14618 0.85938
195.59 4.7684E-6 -86.313 0.14594 1.0078
200.58 -3.8147E-6 -91.766 0.14618 0.98438
