Alpha(50mT) X DEG X DEG
0.2 9.5368E-6 -85.118 0.14221 0.45313
5.01 -4.2916E-5 -108.35 0.14209 0.61719
9.78 -6.8665E-5 -118.77 0.14221 0.67188
14.66 -0.00010586 -128.88 0.14221 0.67188
20.55 -0.00011826 -133.43 0.14227 0.71875
25.1 -0.00012875 -135.3 0.14227 0.76563
29.95 -0.00015164 -138.78 0.14233 0.69532
34.87 -0.00015068 -138.94 0.14221 0.61719
40.29 -0.00015068 -139.61 0.14227 0.71875
45.28 -0.00015259 -139.2 0.14233 0.58594
49.72 -0.00013542 -134.58 0.14227 0.54688
55.38 -0.0001154 -131.59 0.14209 0.67969
60.13 -0.00010109 -130.15 0.14221 0.73438
64.95 -8.1063E-5 -121.79 0.14221 0.58594
70.47 -4.0055E-5 -107.54 0.14227 0.5625
75.53 -1.6213E-5 -97.876 0.14221 0.67188
80.51 3.5286E-5 -73.477 0.14233 0.67188
85.78 5.3406E-5 -67.086 0.14233 0.71094
89.74 9.7275E-5 -52.258 0.14227 0.71094
95.07 0.00014114 -40.336 0.14233 0.67188
100.31 0.00017834 -32.563 0.14221 0.64063
105.56 0.00018787 -34.344 0.14215 0.60157
109.76 0.00023079 -26.235 0.14233 0.67969
115.28 0.0002327 -27.156 0.14227 0.67969
120.24 0.00023461 -27.336 0.14227 0.67188
125.66 0.0002327 -26.899 0.14227 0.78907
130.64 0.00024987 -25.453 0.1424 0.67188
134.96 0.00023651 -26.953 0.14227 0.71875
139.98 0.00022316 -28.703 0.14227 0.50782
145.04 0.00022793 -26.899 0.14233 0.61719
150.13 0.00020886 -30.43 0.14227 0.49219
155.11 0.00017929 -34.266 0.14227 0.58594
160.13 0.00016022 -37.477 0.14221 0.54688
165.31 0.0001545 -39.024 0.14221 0.625
170.46 7.9155E-5 -56.024 0.14233 0.53125
175.41 4.673E-5 -68.196 0.14221 0.71875
180.5 -9.5368E-6 -94.563 0.14227 0.61719
185.59 -3.5286E-5 -104.37 0.14233 0.53125
189.73 -6.6758E-5 -118.15 0.1424 0.61719
195.59 -9.2507E-5 -128.34 0.14233 0.51563
200.58 -0.00010872 -132.18 0.1424 0.54688
204.76 -0.00012016 -133.13 0.14227 0.60157
210.64 -0.00014019 -138.77 0.14227 0.57032
215.29 -0.00014401 -139.66 0.14227 0.5625
220 -0.00013447 -139.47 0.14233 0.625
225.07 -0.0001545 -140.62 0.14221 0.67188
230.76 -0.00012493 -134.24 0.14227 0.53125
235.66 -0.00011253 -131.35 0.14233 0.49219
240.44 -7.9155E-5 -121.67 0.14246 0.58594
245.47 -6.485E-5 -119.03 0.14227 0.60157
250.29 -4.5777E-5 -110.19 0.14227 0.60157
255.27 7.6295E-6 -86.251 0.1424 0.65625
260.31 4.1962E-5 -69.407 0.14233 0.64063
265.31 0.00010109 -46.828 0.14227 0.71875
270.42 0.00013733 -42.235 0.14227 0.61719
275.43 0.00017738 -33.492 0.14221 0.67188
280.53 0.00020123 -29.524 0.14227 0.69532
285.7 0.00023461 -27.219 0.14227 0.4375
289.81 0.00024319 -27.313 0.14227 0.50782
295.59 0.00025463 -25.969 0.14227 0.64063
299.91 0.0002451 -26 0.14221 0.61719
304.84 0.00027275 -22.578 0.14233 0.71094
309.79 0.00026989 -23.149 0.14221 0.69532
315.08 0.00025463 -25.485 0.14221 0.57032
320.33 0.0002451 -25.938 0.14227 0.61719
325.3 0.00022507 -25.75 0.14233 0.73438
330.31 0.00020886 -28.149 0.14227 0.69532
335.64 0.00018597 -30.453 0.14233 0.67969
340.66 0.00015736 -38.063 0.14233 0.57032
345.61 0.00014305 -38.922 0.14221 0.60157
350.69 9.8229E-5 -50.071 0.14227 0.71094
354.75 5.2452E-5 -65.829 0.14227 0.61719
360.21 1.7166E-5 -81.743 0.14221 0.64063
0.2 1.0491E-5 -85.016 0.14209 0.61719
5.01 -3.4332E-5 -104.84 0.14209 0.71875
9.78 -7.5341E-5 -121.89 0.14215 0.73438
14.66 -0.00010681 -128.94 0.14215 0.53125
20.55 -0.0001297 -134.56 0.14209 0.60157
25.1 -0.00013828 -137.33 0.14221 0.65625
29.95 -0.0001564 -140.9 0.14215 0.625
34.87 -0.0001545 -142.62 0.14209 0.67188
40.29 -0.0001545 -141.77 0.14221 0.71875
45.28 -0.00013828 -137.17 0.14215 0.67969
49.72 -0.00013447 -137.99 0.14221 0.625
55.38 -0.00010872 -130.9 0.14221 0.79688
60.13 -0.00010681 -129.16 0.14215 0.71094
64.95 -7.9155E-5 -120.33 0.14215 0.61719
70.47 -3.3379E-5 -105.01 0.14215 0.625
75.53 -2.861E-6 -90.586 0.14227 0.53125
80.51 2.7657E-5 -76.204 0.14209 0.73438
85.78 6.6758E-5 -61.992 0.14221 0.625
89.74 0.00011063 -47.914 0.14227 0.67188
95.07 0.00014591 -40.063 0.14227 0.64063
100.31 0.00017357 -36.125 0.14221 0.67188
105.56 0.00020695 -31.102 0.14221 0.65625
109.76 0.00022793 -27.555 0.14221 0.65625
115.28 0.00022698 -27.774 0.14221 0.71094
120.24 0.00022793 -25.344 0.14215 0.82032
125.66 0.000247 -25.633 0.14221 0.65625
130.64 0.00022888 -28.649 0.14233 0.51563
134.96 0.00022507 -28.305 0.14233 0.64063
139.98 0.00024414 -26.195 0.14227 0.5625
145.04 0.00022507 -28.961 0.1424 0.64063
150.13 0.00018787 -31.141 0.14227 0.71094
155.11 0.00018597 -32.446 0.14221 0.71094
160.13 0.0001545 -36.914 0.1424 0.60157
165.31 0.00011921 -43.039 0.14227 0.74219
170.46 9.9183E-5 -48.641 0.14221 0.625
175.41 3.3379E-5 -74.141 0.14227 0.67969
180.5 -2.861E-6 -90.946 0.14233 0.64063
185.59 -3.624E-5 -105.67 0.14227 0.60157
189.73 -8.0109E-5 -123.32 0.14227 0.71094
195.59 -0.00010204 -130.52 0.14233 0.65625
200.58 -0.0001173 -134.52 0.14233 0.64063
204.76 -0.00014019 -140.52 0.14233 0.67969
210.64 -0.00014019 -140.01 0.14233 0.71875
215.29 -0.00012875 -138.65 0.14233 0.67188
220 -0.00014591 -141.14 0.1424 0.625
225.07 -0.00014877 -139.1 0.1424 0.60157
230.76 -0.00011349 -131.08 0.14233 0.61719
235.66 -0.00011063 -132.32 0.14233 0.67969
240.44 -8.7738E-5 -128.75 0.14233 0.71875
245.47 -4.7684E-5 -115.1 0.14227 0.67969
250.29 -3.9101E-5 -108.43 0.14233 0.77344
255.27 1.9074E-6 -88.383 0.14252 0.625
260.31 4.2916E-5 -70.149 0.14227 0.67188
265.31 0.00010395 -47.297 0.14233 0.69532
270.42 0.00014019 -39.703 0.14233 0.67969
275.43 0.00017452 -33.649 0.14233 0.625
280.53 0.00019646 -29.305 0.14233 0.64063
285.7 0.00024796 -23.867 0.14233 0.67969
289.81 0.00024033 -25.68 0.14233 0.625
295.59 0.00024891 -24.758 0.14227 0.65625
299.91 0.00027561 -21.352 0.14233 0.67188
304.84 0.00027657 -21.899 0.14221 0.78907
309.79 0.00026512 -22.594 0.14227 0.78907
315.08 0.00026131 -23.328 0.14227 0.61719
320.33 0.00025082 -24.649 0.14227 0.78907
325.3 0.00027943 -20.094 0.14227 0.73438
330.31 0.00022888 -26.305 0.14233 0.67969
335.64 0.00019264 -33.047 0.14233 0.64063
340.66 0.00018883 -31.266 0.14246 0.58594
345.61 0.00013733 -42.547 0.14246 0.57032
350.69 9.4414E-5 -51.883 0.14252 0.625
354.75 6.1036E-5 -63.313 0.14252 0.65625
360.21 2.3842E-5 -78.751 0.14246 0.625
0.2 1.1444E-5 -83.657 0.1424 0.73438
5.01 -3.8147E-5 -107.95 0.14246 0.74219
9.78 -7.4387E-5 -121.52 0.14246 0.69532
14.66 -9.8229E-5 -128.47 0.14246 0.65625
20.55 -0.00012684 -135.31 0.1424 0.67969
25.1 -0.00013352 -138.16 0.14233 0.67188
29.95 -0.00014687 -140.71 0.14252 0.67188
34.87 -0.00015545 -138.81 0.14233 0.58594
40.29 -0.00014114 -139.88 0.14252 0.65625
45.28 -0.0001421 -140.75 0.14233 0.75782
49.72 -0.00013638 -137.2 0.14252 0.75782
55.38 -0.00011444 -131.84 0.14246 0.77344
60.13 -9.5368E-5 -128.35 0.1424 0.74219
64.95 -7.1526E-5 -119.84 0.14258 0.625
70.47 -6.1036E-5 -115.59 0.14233 0.69532
75.53 9.5368E-7 -89.008 0.14246 0.71875
80.51 5.0545E-5 -65.813 0.14246 0.73438
85.78 8.8692E-5 -52.719 0.14252 0.67188
89.74 0.00011158 -48.672 0.14252 0.59375
95.07 0.00015068 -39.157 0.14252 0.58594
100.31 0.00019169 -31.727 0.14252 0.70313
105.56 0.00020123 -31.102 0.1424 0.75782
109.76 0.00021458 -28.86 0.14246 0.67969
115.28 0.00024128 -26.117 0.1424 0.67969
120.24 0.00025654 -24.078 0.14246 0.74219
125.66 0.00023174 -26.172 0.14246 0.73438
130.64 0.00024319 -24.125 0.14258 0.69532
134.96 0.00024605 -25.055 0.14258 0.79688
139.98 0.00023174 -27.992 0.14252 0.67969
145.04 0.00022316 -27.32 0.14264 0.67969
150.13 0.00019932 -30 0.14252 0.78907
155.11 0.00019455 -29.766 0.14246 0.85157
160.13 0.00015736 -35.86 0.14258 0.77344
165.31 0.00012016 -45.157 0.14258 0.67969
170.46 9.3461E-5 -51.774 0.14264 0.64844
175.41 5.2452E-5 -65.141 0.14264 0.625
180.5 3.8147E-6 -87.274 0.14264 0.53907
185.59 -4.1008E-5 -108.25 0.14264 0.57032
189.73 -5.6267E-5 -114.92 0.1427 0.58594
195.59 -0.00011826 -135.33 0.14276 0.74219
200.58 -0.00011349 -134.34 0.14264 0.67969
204.76 -0.00012589 -138.68 0.14264 0.74219
210.64 -0.00013828 -139.98 0.14264 0.71875
215.29 -0.00012398 -138.29 0.14258 0.71875
220 -0.00013733 -140.14 0.14258 0.74219
225.07 -0.00010586 -132.59 0.14252 0.73438
230.76 -0.00010777 -131.34 0.14258 0.64063
235.66 -0.00011635 -134.34 0.14246 0.73438
240.44 -8.297E-5 -126.01 0.14258 0.71875
245.47 -6.0082E-5 -116.96 0.14252 0.67188
250.29 -3.5286E-5 -106.12 0.14252 0.67969
255.27 3.8147E-6 -88.071 0.14258 0.64063
260.31 3.5286E-5 -73.063 0.1427 0.74219
265.31 9.6322E-5 -47.953 0.14264 0.8125
270.42 0.00014782 -34.922 0.14252 0.79688
275.43 0.00018311 -30.594 0.14252 0.75782
280.53 0.00020981 -25.992 0.14264 0.77344
285.7 0.00022507 -25.344 0.14252 0.75782
289.81 0.00023651 -24.664 0.14246 0.67188
295.59 0.00026608 -22.836 0.14252 0.78907
299.91 0.00026322 -22.203 0.14264 0.73438
304.84 0.00026226 -22.477 0.14258 0.74219
309.79 0.00025654 -23.078 0.14258 0.73438
315.08 0.00027561 -20.844 0.14258 0.8125
320.33 0.00025654 -20.719 0.14264 0.82032
325.3 0.00023461 -24.914 0.14264 0.77344
330.31 0.00021553 -27.828 0.14264 0.67969
335.64 0.0001955 -29.516 0.14258 0.71875
340.66 0.00017834 -31.156 0.14264 0.79688
345.61 0.00013733 -38.696 0.14258 0.78907
350.69 9.6322E-5 -50.328 0.1427 0.73438
354.75 6.1989E-5 -60.774 0.14264 0.77344
360.21 1.1444E-5 -84.868 0.14264 0.64844
0.2 1.812E-5 -80.915 0.1427 0.69532
5.01 -2.6703E-5 -102.43 0.1427 0.67188
9.78 -7.3433E-5 -121.59 0.14264 0.71875
14.66 -8.0109E-5 -124.37 0.14264 0.69532
