Alpha(210mT) X DEG X DEG
270 0.00051642 7.375 0.96405 1.5859
264.98 0.0017624 3.4453 0.96405 1.5859
260.11 0.002399 2.8438 0.96424 1.5703
255.18 0.0032149 2.2734 0.96405 1.5781
250.27 0.0037122 2.3125 0.96424 1.5781
245.33 0.0041395 2.1406 0.96412 1.5781
240.37 0.0046582 2.3281 0.9643 1.5703
235.27 0.0046745 1.8828 0.96412 1.5781
230.29 0.0049763 2.1797 0.96424 1.5781
225.27 0.005486 2.0156 0.9643 1.5781
220.35 0.0058856 2.1719 0.96418 1.5781
215.31 0.0060468 1.7969 0.9643 1.5703
210.4 0.0063925 2.125 0.96454 1.5703
205.5 0.0067029 1.8672 0.96454 1.5703
200.43 0.0069375 1.8438 0.96448 1.5703
195.44 0.0071645 1.5938 0.96442 1.5781
190.25 0.0073896 1.8516 0.96442 1.5781
185.25 0.0076986 1.4297 0.96424 1.5859
179.86 0.0079442 1.7344 0.96448 1.5781
174.8 0.0063053 1.7188 0.96485 1.5859
169.87 0.0054698 1.8047 0.96509 1.5859
164.84 0.0046754 2.0234 0.96503 1.5859
159.94 0.0041972 2.1563 0.96546 1.5781
154.84 0.0038123 2.3516 0.96503 1.5859
149.99 0.0034661 2.0938 0.96485 1.5859
144.98 0.0030294 2.5078 0.96497 1.5781
140.01 0.0026069 3.1719 0.96497 1.5859
135.23 0.0025492 2.6328 0.96479 1.5938
130.09 0.0020628 3.25 0.96473 1.5938
124.98 0.0017028 3.1016 0.96473 1.5938
120.06 0.0016437 3.1563 0.96473 1.5938
115.31 0.0011869 3.8828 0.96503 1.5859
110.14 0.00078106 6.6172 0.9646 1.5938
105.31 0.00079537 5.0313 0.96454 1.5781
100.09 0.00053263 8.0548 0.96466 1.5781
95.07 0.00031042 6.6719 0.96473 1.5703
89.89 0.00075531 6.8828 0.96448 1.5703
84.77 0.0017352 2.9375 0.96466 1.5703
79.63 0.0025091 3.1016 0.96454 1.5625
74.74 0.0028553 2.2422 0.96405 1.5703
69.79 0.0034571 1.9844 0.96399 1.5703
64.89 0.0041099 1.9844 0.96405 1.5703
59.93 0.0043598 1.9063 0.96405 1.5703
54.95 0.0048404 2.1172 0.96418 1.5625
50 0.0053792 1.9766 0.96418 1.5625
45.1 0.0056625 1.7891 0.96412 1.5703
40.09 0.0061093 2 0.96436 1.5625
35.09 0.0062805 1.9141 0.96442 1.5703
