Alpha(210mT) X DEG X DEG
270 -0.00021172 95.508 0.93226 -0.085938
264.98 -0.00061608 105.34 0.93213 -0.078126
260.11 -0.00097943 113.2 0.93195 -0.078126
255.18 -0.0013895 121.5 0.93195 -0.078126
250.27 -0.0016174 125.62 0.93183 -0.078126
245.33 -0.0017653 127.44 0.93189 -0.078126
240.37 -0.0019016 129.53 0.93177 -0.085938
235.27 -0.0019188 129.47 0.93177 -0.078126
230.29 -0.0019474 130.66 0.93164 -0.078126
225.27 -0.0018501 128.72 0.93164 -0.085938
220.35 -0.0017967 128.24 0.93146 -0.085938
215.31 -0.0016985 126.55 0.93158 -0.093751
210.4 -0.0016718 126.23 0.93164 -0.085938
205.5 -0.0014629 121.96 0.93146 -0.085938
200.43 -0.0011482 116.34 0.93152 -0.078126
195.44 -0.00088787 111.06 0.93158 -0.078126
190.25 -0.00056076 103.81 0.93146 -0.085938
185.25 -0.00010395 92.618 0.93146 -0.078126
179.86 0.00051117 77.407 0.93152 -0.085938
174.8 0.00094891 66.829 0.93158 -0.078126
169.87 0.0012598 61.039 0.93158 -0.085938
164.84 0.0015364 55.516 0.93164 -0.078126
159.94 0.0016565 53.602 0.93195 -0.078126
154.84 0.0017643 51.711 0.93201 -0.078126
149.99 0.001667 52.61 0.93189 -0.085938
144.98 0.0015917 54.266 0.93201 -0.085938
140.01 0.0013828 56.86 0.93213 -0.085938
135.23 0.0012846 59.274 0.93226 -0.085938
130.09 0.0010691 64.016 0.93226 -0.078126
124.98 0.00076104 70.11 0.93226 -0.085938
120.06 0.00050354 77.141 0.93219 -0.085938
115.31 0.00016022 85.993 0.9325 -0.078126
110.14 -0.00028801 97.251 0.93262 -0.078126
105.31 -0.00073052 108.45 0.93268 -0.078126
100.09 -0.0012627 119.38 0.9328 -0.085938
95.07 -0.0016565 125.92 0.93274 -0.085938
89.89 -0.0021458 133.06 0.93274 -0.085938
84.77 -0.0025721 138.73 0.93268 -0.085938
79.63 -0.0028715 141.2 0.93256 -0.085938
74.74 -0.0032568 144.99 0.93256 -0.085938
69.79 -0.0033932 144.91 0.93256 -0.093751
64.89 -0.0034752 146.09 0.93238 -0.085938
59.93 -0.0035 146.43 0.93226 -0.093751
54.95 -0.003541 146.52 0.9325 -0.093751
50 -0.0033941 144.96 0.93232 -0.085938
45.1 -0.0034027 144.84 0.93207 -0.093751
40.09 -0.0034161 145.65 0.93195 -0.085938
35.09 -0.0032253 143.63 0.93189 -0.093751
30.23 -0.0030604 142.09 0.93201 -0.10156
25.26 -0.0027866 140.16 0.93183 -0.093751
20.3 -0.0025768 137.49 0.93183 -0.10156
15.37 -0.0022097 133.84 0.93164 -0.093751
10.13 -0.0017843 126.89 0.93177 -0.093751
5.16 -0.0013542 119.63 0.93183 -0.10156
-0.02 -0.00087548 110.84 0.93195 -0.10156
-5.02 -0.00043011 100.48 0.93195 -0.093751
-9.97 -3.4332E-5 90.797 0.93232 -0.093751
-15.05 0.00019264 85.071 0.93232 -0.093751
-19.94 0.00031662 82.11 0.93256 -0.093751
-24.77 0.00038624 80.555 0.93268 -0.10156
-29.82 0.00021935 84.766 0.93293 -0.10938
-34.69 5.0545E-5 88.743 0.93305 -0.10156
-39.65 -0.00020313 95.102 0.93293 -0.10938
-44.54 -0.00040245 100.12 0.93293 -0.10938
