#Alpha(50mT) X DEG X DEG
0.2 1.5259E-5 -89.696 0.13745 3.3594
5.01 9.4414E-5 -88.204 0.13751 3.3828
9.78 0.00019169 -86.336 0.13745 3.3672
14.66 0.00024128 -85.313 0.13764 3.3047
20.55 0.0003643 -83.001 0.13751 3.3359
25.1 0.00051308 -80.188 0.13764 3.3047
29.95 0.00064278 -77.727 0.1377 3.4063
34.87 0.00068474 -76.883 0.13751 3.3906
40.29 0.00087357 -73.399 0.13751 3.4609
45.28 0.0010481 -70.133 0.13757 3.4375
49.72 0.001132 -68.657 0.1377 3.3594
55.38 0.0012427 -66.751 0.13757 3.3594
60.13 0.0013905 -64.321 0.13776 3.4453
64.95 0.0015192 -62.024 0.13764 3.3906
70.47 0.0016251 -60.485 0.13782 3.3281
75.53 0.001709 -58.969 0.13757 3.4219
80.51 0.0017166 -58.946 0.13751 3.4219
85.78 0.0017519 -58.328 0.13751 3.4063
89.74 0.0016718 -59.594 0.13757 3.3906
95.07 0.0016413 -60.164 0.13776 3.3594
100.31 0.0015526 -61.383 0.13745 3.5078
105.56 0.0014477 -63.321 0.1377 3.3516
109.76 0.0013628 -64.626 0.13751 3.3672
115.28 0.0012245 -67.063 0.13757 3.3672
120.24 0.0010901 -69.383 0.13745 3.4375
125.66 0.00098992 -71.297 0.13751 3.4219
130.64 0.00088978 -73.11 0.13757 3.3906
134.96 0.0007639 -75.461 0.13757 3.4375
139.98 0.00061989 -78.126 0.13745 3.4219
145.04 0.00054264 -79.657 0.13739 3.3828
150.13 0.00042248 -81.876 0.13745 3.4219
155.11 0.00027561 -84.704 0.13745 3.4219
160.13 0.00018311 -86.532 0.13745 3.3672
165.31 0.00012016 -87.743 0.13745 3.4063
170.46 4.5777E-5 -89.094 0.13757 3.3359
175.41 -1.2398E-5 -90.243 0.13745 3.4531
180.5 2.0981E-5 -89.633 0.13757 3.3516
185.59 8.1063E-5 -88.415 0.13757 3.5156
189.73 0.00011253 -87.821 0.13764 3.3047
195.59 0.00022888 -85.649 0.13745 3.3828
200.58 0.00034905 -83.36 0.13757 3.4375
204.76 0.00042629 -81.743 0.13739 3.4375
210.64 0.00056935 -79.079 0.13745 3.4375
215.29 0.00073243 -76.032 0.13764 3.3594
220 0.00080967 -74.477 0.13745 3.3984
225.07 0.0009718 -71.477 0.13751 3.3047
230.76 0.0010977 -69.305 0.13757 3.3359
235.66 0.0012713 -66.235 0.13776 3.3281
240.44 0.0013809 -64.313 0.13776 3.3047
245.47 0.0014639 -62.914 0.13757 3.3203
250.29 0.0015898 -60.852 0.13745 3.3828
255.27 0.0017052 -59.071 0.13757 3.3672
260.31 0.0016966 -59.102 0.13751 3.3828
265.31 0.0017319 -58.719 0.13764 3.3516
270.42 0.0017185 -58.828 0.13757 3.3906
275.43 0.0016098 -60.516 0.13751 3.3672
280.53 0.0014906 -62.36 0.13751 3.2813
285.7 0.0014439 -63.352 0.13757 3.3828
289.81 0.0013771 -64.313 0.13745 3.4609
295.59 0.0012112 -67.29 0.13745 3.3594
299.91 0.0011292 -68.766 0.13757 3.2266
304.84 0.0009985 -71.008 0.13751 3.3672
309.79 0.00086117 -73.54 0.13751 3.3672
315.08 0.00075055 -75.665 0.13757 3.3672
320.33 0.00063992 -77.805 0.13776 3.2891
325.3 0.00054264 -79.547 0.13776 3.2344
330.31 0.00038719 -82.524 0.13739 3.3984
335.64 0.00031185 -84.055 0.13757 3.3047
340.66 0.00018501 -86.43 0.13757 3.3828
345.61 0.00010395 -87.993 0.13764 3.3203
350.69 8.0109E-5 -88.501 0.13764 3.3828
354.75 4.1962E-5 -89.219 0.13757 3.3359
360.21 6.1989E-5 -88.79 0.13764 3.4453
0.2 5.2452E-5 -88.961 0.13757 3.3672
5.01 0.00011444 -87.797 0.13757 3.4063
9.78 0.00014687 -87.18 0.13776 3.2891
14.66 0.00025177 -85.149 0.13757 3.3516
20.55 0.00037861 -82.727 0.13764 3.3047
25.1 0.00051499 -80.188 0.13757 3.3828
29.95 0.00065518 -77.508 0.13751 3.4531
34.87 0.00073815 -75.829 0.13757 3.3516
40.29 0.00088597 -73.18 0.13751 3.3516
45.28 0.001051 -70.204 0.13757 3.3047
49.72 0.0011664 -68.016 0.13757 3.3594
55.38 0.0013018 -65.758 0.13776 3.3281
60.13 0.0014172 -63.766 0.13757 3.3203
64.95 0.0015545 -61.61 0.1377 3.4063
70.47 0.0016737 -59.61 0.13764 3.3828
75.53 0.0017166 -58.93 0.13764 3.3359
80.51 0.0017853 -58.071 0.1377 3.3203
85.78 0.0017605 -58.235 0.13751 3.4531
89.74 0.001689 -59.375 0.13751 3.3672
95.07 0.0016346 -60.305 0.13764 3.2813
100.31 0.0015736 -61.235 0.1377 3.3516
105.56 0.0014334 -63.453 0.13751 3.4375
109.76 0.0013533 -64.86 0.1377 3.3516
115.28 0.0012178 -67.297 0.13776 3.4141
