I1(135deg) X DEG X DEG
-2 0.00025892 66.297 0.80677 1.4688
-1.9 0.00017119 74.852 0.80652 1.4766
-1.8 0.00013208 77.626 0.80585 1.4922
-1.7 0.00039149 56.86 0.80677 1.4844
-1.6 0.00029087 65.133 0.80646 1.4844
-1.5 0.00019121 74.172 0.80622 1.4922
-1.4 0.00015211 76.376 0.80622 1.4922
-1.3 0.00035095 61.907 0.80689 1.4922
-1.2 0.00027991 68.344 0.80689 1.4922
-1.1 0.00049115 53.789 0.80744 1.4766
-1 0.00030995 65.805 0.80713 1.4922
-0.9 0.00055552 50.024 0.80774 1.4922
-0.8 0.00099707 30.492 0.8089 1.4688
-0.7 0.00062991 46.375 0.80793 1.4766
-0.6 0.00056696 51.539 0.8078 1.4922
-0.5 0.00081253 40.571 0.80872 1.4766
-0.4 0.00061846 50.914 0.80762 1.4922
-0.3 0.00073052 44.36 0.80817 1.4766
-0.2 0.00091172 38.321 0.80878 1.4844
-0.1 0.001163 31.32 0.80957 1.4688
1.110223E-16 0.0012293 30.742 0.80988 1.4609
0.1 0.001102 33.297 0.80939 1.4688
0.2 0.0013652 28.586 0.81031 1.4531
0.3 0.0011726 32.633 0.80964 1.4688
0.4 0.0011454 33.703 0.80994 1.4609
0.5 0.0013666 28.656 0.81086 1.4531
0.6 0.0011101 33.071 0.81098 1.4453
0.7 -0.0028753 165.43 0.80915 1.4766
0.8 -0.004118 170.66 0.8097 1.4688
0.9 -0.0044346 170.8 0.80939 1.4766
1 -0.0040913 170.33 0.81025 1.4766
1.1 -0.003973 170.06 0.80988 1.4766
1.2 -0.0010963 142.32 0.81061 1.4844
1.3 0.0019817 21.36 0.81202 1.4531
1.4 0.0019579 22.031 0.81159 1.4688
1.5 0.0020719 21.125 0.81177 1.4688
1.6 0.0021076 22.047 0.81238 1.4688
1.7 0.0019622 24.297 0.81165 1.4844
1.8 0.0019856 24.445 0.81183 1.4844
1.9 0.0021706 22.078 0.81232 1.4844
